,Report_Date,Cambodia_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,60.954303408237735,63.457929472078405,True,1,0.001532989959333813,126.15312043835722
1,2020-01-23,0,60.954303408237735,63.457929472078405,True,2,0.0018516840368707362,126.15312043835722
2,2020-01-24,0,60.954303408237735,63.457929472078405,True,3,0.0022366304238420377,126.15312043835722
3,2020-01-25,0,60.954303408237735,63.457929472078405,True,4,0.0027016015685606427,126.15312043835722
4,2020-01-26,0,60.954303408237735,63.457929472078405,True,5,0.003263232672912578,126.15312043835722
5,2020-01-27,1,60.954303408237735,63.457929472078405,True,6,0.003941616634002026,126.15312043835722
6,2020-01-28,1,60.954303408237735,63.457929472078405,True,7,0.004761022575618773,126.15312043835722
7,2020-01-29,1,60.954303408237735,63.457929472078405,True,8,0.005750763619592674,126.15312043835722
8,2020-01-30,1,60.954303408237735,63.457929472078405,True,9,0.006946244859640597,126.15312043835722
9,2020-01-31,1,60.954303408237735,63.457929472078405,True,10,0.008390228908147102,126.15312043835722
10,2020-02-01,1,60.954303408237735,63.457929472078405,True,11,0.010134364112961045,126.15312043835722
11,2020-02-02,1,60.954303408237735,63.457929472078405,True,12,0.012241029854790439,126.15312043835722
12,2020-02-03,1,60.954303408237735,63.457929472078405,True,13,0.014785564557116446,126.15312043835722
13,2020-02-04,1,60.954303408237735,63.457929472078405,True,14,0.017858955553349244,126.15312043835722
14,2020-02-05,1,60.954303408237735,63.457929472078405,True,15,0.021571086217641255,126.15312043835722
15,2020-02-06,1,60.954303408237735,63.457929472078405,True,16,0.02605465532021313,126.15312043835722
16,2020-02-07,1,60.954303408237735,63.457929472078405,True,17,0.03146990705953228,126.15312043835722
17,2020-02-08,1,60.954303408237735,63.457929472078405,True,18,0.03801033841208086,126.15312043835722
18,2020-02-09,1,60.954303408237735,63.457929472078405,True,19,0.0459095842168659,126.15312043835722
19,2020-02-10,1,60.954303408237735,63.457929472078405,True,20,0.05544972081374433,126.15312043835722
20,2020-02-11,1,60.954303408237735,63.457929472078405,True,21,0.0669712772787433,126.15312043835722
21,2020-02-12,1,60.954303408237735,63.457929472078405,True,22,0.08088530070930258,126.15312043835722
22,2020-02-13,1,60.954303408237735,63.457929472078405,True,23,0.09768789013570547,126.15312043835722
23,2020-02-14,1,60.954303408237735,63.457929472078405,True,24,0.11797769414520305,126.15312043835722
24,2020-02-15,1,60.954303408237735,63.457929472078405,True,25,0.14247696197444576,126.15312043835722
25,2020-02-16,1,60.954303408237735,63.457929472078405,True,26,0.17205684843443406,126.15312043835722
26,2020-02-17,1,60.954303408237735,63.457929472078405,True,27,0.20776780121294208,126.15312043835722
27,2020-02-18,1,60.954303408237735,63.457929472078405,True,28,0.2508760060801576,126.15312043835722
28,2020-02-19,1,60.954303408237735,63.457929472078405,True,29,0.3029070317221488,126.15312043835722
29,2020-02-20,1,60.954303408237735,63.457929472078405,True,30,0.3656980003305469,126.15312043835722
30,2020-02-21,1,60.954303408237735,63.457929472078405,True,31,0.44145980930946105,126.15312043835722
31,2020-02-22,1,60.954303408237735,63.457929472078405,True,32,0.53285113641283,126.15312043835722
32,2020-02-23,1,60.954303408237735,63.457929472078405,True,33,0.643066162475651,126.15312043835722
33,2020-02-24,1,60.954303408237735,63.457929472078405,True,34,0.775938121311219,126.15312043835722
34,2020-02-25,1,60.954303408237735,63.457929472078405,True,35,0.9360609015576233,126.15312043835722
35,2020-02-26,1,60.954303408237735,63.457929472078405,True,36,1.1289309288081104,126.15312043835722
36,2020-02-27,1,60.954303408237735,63.457929472078405,True,37,1.3611113721157224,126.15312043835722
37,2020-02-28,1,60.954303408237735,63.457929472078405,True,38,1.6404202372938017,126.15312043835722
38,2020-02-29,1,60.954303408237735,63.457929472078405,True,39,1.976142976681805,126.15312043835722
39,2020-03-01,1,60.954303408237735,63.457929472078405,True,40,2.3792686520692072,126.15312043835722
40,2020-03-02,1,60.954303408237735,63.457929472078405,True,41,2.8627461593383443,126.15312043835722
41,2020-03-03,1,60.954303408237735,63.457929472078405,True,42,3.4417532144755194,126.15312043835722
42,2020-03-04,1,60.954303408237735,63.457929472078405,True,43,4.133965302881341,126.15312043835722
43,2020-03-05,1,60.954303408237735,63.457929472078405,True,44,4.959804171452283,126.15312043835722
44,2020-03-06,1,60.954303408237735,63.457929472078405,True,45,5.9426353124575195,126.15312043835722
45,2020-03-07,1,60.954303408237735,63.457929472078405,True,46,7.108871073241684,126.15312043835722
46,2020-03-08,2,60.954303408237735,63.457929472078405,True,47,8.487920815722,126.15312043835722
47,2020-03-09,2,60.954303408237735,63.457929472078405,True,48,10.111913090922142,126.15312043835722
48,2020-03-10,2,60.954303408237735,63.457929472078405,True,49,12.015099609026516,126.15312043835722
49,2020-03-11,3,60.954303408237735,63.457929472078405,True,50,14.232841345677823,126.15312043835722
50,2020-03-12,3,60.954303408237735,63.457929472078405,True,51,16.800080264621954,126.15312043835722
51,2020-03-13,5,60.954303408237735,63.457929472078405,True,52,19.749224901207057,126.15312043835722
52,2020-03-14,7,60.954303408237735,63.457929472078405,True,53,23.1074343645635,126.15312043835722
53,2020-03-15,7,60.954303408237735,63.457929472078405,True,54,26.893380789871305,126.15312043835722
54,2020-03-16,7,60.954303408237735,63.457929472078405,True,55,31.11370485990856,126.15312043835722
55,2020-03-17,33,60.954303408237735,63.457929472078405,True,56,35.75953835010198,126.15312043835722
56,2020-03-18,35,60.954303408237735,63.457929472078405,True,57,40.80361782888764,126.15312043835722
57,2020-03-19,37,60.954303408237735,63.457929472078405,True,58,46.19860219275778,126.15312043835722
58,2020-03-20,51,60.954303408237735,63.457929472078405,True,59,51.877174649906365,126.15312043835722
59,2020-03-21,53,60.954303408237735,63.457929472078405,True,60,57.75431573022678,126.15312043835722
60,2020-03-22,84,60.954303408237735,63.457929472078405,True,61,63.73178299762344,126.15312043835722
61,2020-03-23,87,60.954303408237735,63.457929472078405,True,62,69.70439440575929,126.15312043835722
62,2020-03-24,91,60.954303408237735,63.457929472078405,True,63,75.56730778710238,126.15312043835722
63,2020-03-25,96,60.954303408237735,63.457929472078405,True,64,81.22325078660197,126.15312043835722
64,2020-03-26,96,60.954303408237735,63.457929472078405,True,65,86.58866762938193,126.15312043835722
65,2020-03-27,99,60.954303408237735,63.457929472078405,True,66,91.59800709142559,126.15312043835722
66,2020-03-28,99,60.954303408237735,63.457929472078405,True,67,96.20578937413059,126.15312043835722
67,2020-03-29,103,60.954303408237735,63.457929472078405,True,68,100.3865247847482,126.15312043835722
68,2020-03-30,107,60.954303408237735,63.457929472078405,True,69,104.13289556476181,126.15312043835722
69,2020-03-31,109,60.954303408237735,63.457929472078405,True,70,107.45279076318573,126.15312043835722
70,2020-04-01,109,60.954303408237735,63.457929472078405,True,71,110.3658028979062,126.15312043835722
71,2020-04-02,110,60.954303408237735,63.457929472078405,True,72,112.89969847556574,126.15312043835722
72,2020-04-03,114,60.954303408237735,63.457929472078405,True,73,115.0872214798644,126.15312043835722
73,2020-04-04,114,60.954303408237735,63.457929472078405,True,74,116.9634307719522,126.15312043835722
74,2020-04-05,114,60.954303408237735,63.457929472078405,True,75,118.56364100121218,126.15312043835722
75,2020-04-06,114,60.954303408237735,63.457929472078405,True,76,119.92194489053544,126.15312043835722
76,2020-04-07,115,60.954303408237735,63.457929472078405,True,77,121.07024171341594,126.15312043835722
77,2020-04-08,117,60.954303408237735,63.457929472078405,True,78,122.03767440747227,126.15312043835722
