,Report_Date,Bosnia_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,76.51695060170891,734.9799493048401,True,1,0.017086198095452858,1248.1820828861203
1,2020-01-23,0,76.51695060170891,734.9799493048401,True,2,0.01986047429236879,1248.1820828861203
2,2020-01-24,0,76.51695060170891,734.9799493048401,True,3,0.023085201051771212,1248.1820828861203
3,2020-01-25,0,76.51695060170891,734.9799493048401,True,4,0.0268335141409961,1248.1820828861203
4,2020-01-26,0,76.51695060170891,734.9799493048401,True,5,0.03119042287819253,1248.1820828861203
5,2020-01-27,0,76.51695060170891,734.9799493048401,True,6,0.03625473749045858,1248.1820828861203
6,2020-01-28,0,76.51695060170891,734.9799493048401,True,7,0.042141309220288206,1248.1820828861203
7,2020-01-29,0,76.51695060170891,734.9799493048401,True,8,0.04898363389158659,1248.1820828861203
8,2020-01-30,0,76.51695060170891,734.9799493048401,True,9,0.05693687785594226,1248.1820828861203
9,2020-01-31,0,76.51695060170891,734.9799493048401,True,10,0.06618139477360745,1248.1820828861203
10,2020-02-01,0,76.51695060170891,734.9799493048401,True,11,0.07692681275373334,1248.1820828861203
11,2020-02-02,0,76.51695060170891,734.9799493048401,True,12,0.08941678423019445,1248.1820828861203
12,2020-02-03,0,76.51695060170891,734.9799493048401,True,13,0.10393450586657745,1248.1820828861203
13,2020-02-04,0,76.51695060170891,734.9799493048401,True,14,0.1208091330945033,1248.1820828861203
14,2020-02-05,0,76.51695060170891,734.9799493048401,True,15,0.14042323397191595,1248.1820828861203
15,2020-02-06,0,76.51695060170891,734.9799493048401,True,16,0.16322145033875232,1248.1820828861203
16,2020-02-07,0,76.51695060170891,734.9799493048401,True,17,0.18972056124904665,1248.1820828861203
17,2020-02-08,0,76.51695060170891,734.9799493048401,True,18,0.2205211749487101,1248.1820828861203
18,2020-02-09,0,76.51695060170891,734.9799493048401,True,19,0.25632131190977875,1248.1820828861203
19,2020-02-10,0,76.51695060170891,734.9799493048401,True,20,0.2979321833835356,1248.1820828861203
20,2020-02-11,0,76.51695060170891,734.9799493048401,True,21,0.34629651846267007,1248.1820828861203
21,2020-02-12,0,76.51695060170891,734.9799493048401,True,22,0.40250984873193496,1248.1820828861203
22,2020-02-13,0,76.51695060170891,734.9799493048401,True,23,0.4678452243542291,1248.1820828861203
23,2020-02-14,0,76.51695060170891,734.9799493048401,True,24,0.5437819101439314,1248.1820828861203
24,2020-02-15,0,76.51695060170891,734.9799493048401,True,25,0.6320386962331519,1248.1820828861203
25,2020-02-16,0,76.51695060170891,734.9799493048401,True,26,0.734612556909936,1248.1820828861203
26,2020-02-17,0,76.51695060170891,734.9799493048401,True,27,0.853823504831449,1248.1820828861203
27,2020-02-18,0,76.51695060170891,734.9799493048401,True,28,0.9923666179750527,1248.1820828861203
28,2020-02-19,0,76.51695060170891,734.9799493048401,True,29,1.1533723654068904,1248.1820828861203
29,2020-02-20,0,76.51695060170891,734.9799493048401,True,30,1.3404765273413202,1248.1820828861203
30,2020-02-21,0,76.51695060170891,734.9799493048401,True,31,1.5579011971932437,1248.1820828861203
31,2020-02-22,0,76.51695060170891,734.9799493048401,True,32,1.8105485704870412,1248.1820828861203
32,2020-02-23,0,76.51695060170891,734.9799493048401,True,33,2.104109469470553,1248.1820828861203
33,2020-02-24,0,76.51695060170891,734.9799493048401,True,34,2.445188824556279,1248.1820828861203
34,2020-02-25,0,76.51695060170891,734.9799493048401,True,35,2.841450635004896,1248.1820828861203
35,2020-02-26,0,76.51695060170891,734.9799493048401,True,36,3.301785261135293,1248.1820828861203
36,2020-02-27,0,76.51695060170891,734.9799493048401,True,37,3.8365022565660065,1248.1820828861203
37,2020-02-28,0,76.51695060170891,734.9799493048401,True,38,4.457552326724801,1248.1820828861203
38,2020-02-29,0,76.51695060170891,734.9799493048401,True,39,5.178782390522171,1248.1820828861203
39,2020-03-01,0,76.51695060170891,734.9799493048401,True,40,6.016228111828661,1248.1820828861203
40,2020-03-02,0,76.51695060170891,734.9799493048401,True,41,6.988448635125323,1248.1820828861203
41,2020-03-03,0,76.51695060170891,734.9799493048401,True,42,8.116908574433639,1248.1820828861203
42,2020-03-04,0,76.51695060170891,734.9799493048401,True,43,9.426412522146482,1248.1820828861203
43,2020-03-05,2,76.51695060170891,734.9799493048401,True,44,10.945597402905948,1248.1820828861203
44,2020-03-06,2,76.51695060170891,734.9799493048401,True,45,12.707487812565185,1248.1820828861203
45,2020-03-07,3,76.51695060170891,734.9799493048401,True,46,14.750118939531067,1248.1820828861203
46,2020-03-08,3,76.51695060170891,734.9799493048401,True,47,17.117230614432255,1248.1820828861203
47,2020-03-09,3,76.51695060170891,734.9799493048401,True,48,19.859034277568473,1248.1820828861203
48,2020-03-10,5,76.51695060170891,734.9799493048401,True,49,23.03305194093501,1248.1820828861203
49,2020-03-11,7,76.51695060170891,734.9799493048401,True,50,26.70502223898086,1248.1820828861203
50,2020-03-12,11,76.51695060170891,734.9799493048401,True,51,30.94986302750554,1248.1820828861203
51,2020-03-13,13,76.51695060170891,734.9799493048401,True,52,35.85267225309949,1248.1820828861203
52,2020-03-14,18,76.51695060170891,734.9799493048401,True,53,41.50973846954013,1248.1820828861203
53,2020-03-15,24,76.51695060170891,734.9799493048401,True,54,48.02951888900921,1248.1820828861203
54,2020-03-16,25,76.51695060170891,734.9799493048401,True,55,55.53352572314138,1248.1820828861203
55,2020-03-17,26,76.51695060170891,734.9799493048401,True,56,64.15704042265226,1248.1820828861203
56,2020-03-18,38,76.51695060170891,734.9799493048401,True,57,74.04955018723675,1248.1820828861203
57,2020-03-19,63,76.51695060170891,734.9799493048401,True,58,85.37477223730507,1248.1820828861203
58,2020-03-20,89,76.51695060170891,734.9799493048401,True,59,98.31010010816803,1248.1820828861203
59,2020-03-21,93,76.51695060170891,734.9799493048401,True,60,113.04527518535326,1248.1820828861203
60,2020-03-22,126,76.51695060170891,734.9799493048401,True,61,129.7800600908863,1248.1820828861203
61,2020-03-23,136,76.51695060170891,734.9799493048401,True,62,148.72067473408404,1248.1820828861203
62,2020-03-24,166,76.51695060170891,734.9799493048401,True,63,170.0747596271263,1248.1820828861203
63,2020-03-25,176,76.51695060170891,734.9799493048401,True,64,194.04466543625355,1248.1820828861203
64,2020-03-26,191,76.51695060170891,734.9799493048401,True,65,220.81894502025747,1248.1820828861203
65,2020-03-27,237,76.51695060170891,734.9799493048401,True,66,250.5620560353875,1248.1820828861203
66,2020-03-28,258,76.51695060170891,734.9799493048401,True,67,283.4024761009938,1248.1820828861203
67,2020-03-29,323,76.51695060170891,734.9799493048401,True,68,319.41968720548186,1248.1820828861203
68,2020-03-30,368,76.51695060170891,734.9799493048401,True,69,358.6307858285805,1248.1820828861203
69,2020-03-31,420,76.51695060170891,734.9799493048401,True,70,400.97778547897894,1248.1820828861203
70,2020-04-01,459,76.51695060170891,734.9799493048401,True,71,446.3169438271131,1248.1820828861203
71,2020-04-02,533,76.51695060170891,734.9799493048401,True,72,494.41159632569696,1248.1820828861203
72,2020-04-03,579,76.51695060170891,734.9799493048401,True,73,544.9299381073275,1248.1820828861203
73,2020-04-04,624,76.51695060170891,734.9799493048401,True,74,597.4489096607825,1248.1820828861203
74,2020-04-05,654,76.51695060170891,734.9799493048401,True,75,651.4647948830358,1248.1820828861203
75,2020-04-06,674,76.51695060170891,734.9799493048401,True,76,706.410379489319,1248.1820828861203
76,2020-04-07,764,76.51695060170891,734.9799493048401,True,77,761.6776561098685,1248.1820828861203
77,2020-04-08,804,76.51695060170891,734.9799493048401,True,78,816.6442604725647,1248.1820828861203
