,Report_Date,Macedonia_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,75.17509169568002,525.4427268638465,True,1,0.012247902233935333,921.6025330456903
1,2020-01-23,0,75.17509169568002,525.4427268638465,True,2,0.014274873405500599,921.6025330456903
2,2020-01-24,0,75.17509169568002,525.4427268638465,True,3,0.016637293620081407,921.6025330456903
3,2020-01-25,0,75.17509169568002,525.4427268638465,True,4,0.01939067536059459,921.6025330456903
4,2020-01-26,0,75.17509169568002,525.4427268638465,True,5,0.02259971702661388,921.6025330456903
5,2020-01-27,0,75.17509169568002,525.4427268638465,True,6,0.026339822727587926,921.6025330456903
6,2020-01-28,0,75.17509169568002,525.4427268638465,True,7,0.030698873435479772,921.6025330456903
7,2020-01-29,0,75.17509169568002,525.4427268638465,True,8,0.03577929103790026,921.6025330456903
8,2020-01-30,0,75.17509169568002,525.4427268638465,True,9,0.04170044368686394,921.6025330456903
9,2020-01-31,0,75.17509169568002,525.4427268638465,True,10,0.048601448819197736,921.6025330456903
10,2020-02-01,0,75.17509169568002,525.4427268638465,True,11,0.056644439516190775,921.6025330456903
11,2020-02-02,0,75.17509169568002,525.4427268638465,True,12,0.06601837068555892,921.6025330456903
12,2020-02-03,0,75.17509169568002,525.4427268638465,True,13,0.07694345413547463,921.6025330456903
13,2020-02-04,0,75.17509169568002,525.4427268638465,True,14,0.0896763262546997,921.6025330456903
14,2020-02-05,0,75.17509169568002,525.4427268638465,True,15,0.10451606904617662,921.6025330456903
15,2020-02-06,0,75.17509169568002,525.4427268638465,True,16,0.12181122506679211,921.6025330456903
16,2020-02-07,0,75.17509169568002,525.4427268638465,True,17,0.14196796984541024,921.6025330456903
17,2020-02-08,0,75.17509169568002,525.4427268638465,True,18,0.16545963209380407,921.6025330456903
18,2020-02-09,0,75.17509169568002,525.4427268638465,True,19,0.19283778307605515,921.6025330456903
19,2020-02-10,0,75.17509169568002,525.4427268638465,True,20,0.22474515253241448,921.6025330456903
20,2020-02-11,0,75.17509169568002,525.4427268638465,True,21,0.261930670330712,921.6025330456903
21,2020-02-12,0,75.17509169568002,525.4427268638465,True,22,0.30526698141603953,921.6025330456903
22,2020-02-13,0,75.17509169568002,525.4427268638465,True,23,0.35577083763863343,921.6025330456903
23,2020-02-14,0,75.17509169568002,525.4427268638465,True,24,0.41462683477849216,921.6025330456903
24,2020-02-15,0,75.17509169568002,525.4427268638465,True,25,0.4832150378057263,921.6025330456903
25,2020-02-16,0,75.17509169568002,525.4427268638465,True,26,0.5631431235095579,921.6025330456903
26,2020-02-17,0,75.17509169568002,525.4427268638465,True,27,0.6562837686260425,921.6025330456903
27,2020-02-18,0,75.17509169568002,525.4427268638465,True,28,0.7648181251534548,921.6025330456903
28,2020-02-19,0,75.17509169568002,525.4427268638465,True,29,0.891286354429861,921.6025330456903
29,2020-02-20,0,75.17509169568002,525.4427268638465,True,30,1.0386463395903,921.6025330456903
30,2020-02-21,0,75.17509169568002,525.4427268638465,True,31,1.2103418640499402,921.6025330456903
31,2020-02-22,0,75.17509169568002,525.4427268638465,True,32,1.4103817333958282,921.6025330456903
32,2020-02-23,0,75.17509169568002,525.4427268638465,True,33,1.6434315309697018,921.6025330456903
33,2020-02-24,0,75.17509169568002,525.4427268638465,True,34,1.9149199344479573,921.6025330456903
34,2020-02-25,0,75.17509169568002,525.4427268638465,True,35,2.231161782007572,921.6025330456903
35,2020-02-26,1,75.17509169568002,525.4427268638465,True,36,2.5995003610552496,921.6025330456903
36,2020-02-27,1,75.17509169568002,525.4427268638465,True,37,3.0284716969073227,921.6025330456903
37,2020-02-28,1,75.17509169568002,525.4427268638465,True,38,3.527993937347101,921.6025330456903
38,2020-02-29,1,75.17509169568002,525.4427268638465,True,39,4.109585251762182,921.6025330456903
39,2020-03-01,1,75.17509169568002,525.4427268638465,True,40,4.786613975098236,921.6025330456903
40,2020-03-02,1,75.17509169568002,525.4427268638465,True,41,5.574585003992553,921.6025330456903
41,2020-03-03,1,75.17509169568002,525.4427268638465,True,42,6.491466661588507,921.6025330456903
42,2020-03-04,1,75.17509169568002,525.4427268638465,True,43,7.558062341177312,921.6025330456903
43,2020-03-05,1,75.17509169568002,525.4427268638465,True,44,8.798431151134904,921.6025330456903
44,2020-03-06,3,75.17509169568002,525.4427268638465,True,45,10.240361425040986,921.6025330456903
45,2020-03-07,3,75.17509169568002,525.4427268638465,True,46,11.91590021160097,921.6025330456903
46,2020-03-08,3,75.17509169568002,525.4427268638465,True,47,13.861940561679306,921.6025330456903
47,2020-03-09,3,75.17509169568002,525.4427268638465,True,48,16.120866381563577,921.6025330456903
48,2020-03-10,7,75.17509169568002,525.4427268638465,True,49,18.741251566679054,921.6025330456903
49,2020-03-11,7,75.17509169568002,525.4427268638465,True,50,21.778605753927643,921.6025330456903
50,2020-03-12,7,75.17509169568002,525.4427268638465,True,51,25.29615295966895,921.6025330456903
51,2020-03-13,14,75.17509169568002,525.4427268638465,True,52,29.365621178590825,921.6025330456903
52,2020-03-14,14,75.17509169568002,525.4427268638465,True,53,34.06801025262901,921.6025330456903
53,2020-03-15,14,75.17509169568002,525.4427268638465,True,54,39.49429154449852,921.6025330456903
54,2020-03-16,18,75.17509169568002,525.4427268638465,True,55,45.745975836596855,921.6025330456903
55,2020-03-17,26,75.17509169568002,525.4427268638465,True,56,52.93546533046171,921.6025330456903
56,2020-03-18,35,75.17509169568002,525.4427268638465,True,57,61.186081990303464,921.6025330456903
57,2020-03-19,48,75.17509169568002,525.4427268638465,True,58,70.63163881706376,921.6025330456903
58,2020-03-20,67,75.17509169568002,525.4427268638465,True,59,81.41539508500448,921.6025330456903
59,2020-03-21,85,75.17509169568002,525.4427268638465,True,60,93.68821471797864,921.6025330456903
60,2020-03-22,115,75.17509169568002,525.4427268638465,True,61,107.60573427343465,921.6025330456903
61,2020-03-23,136,75.17509169568002,525.4427268638465,True,62,123.32435095642322,921.6025330456903
62,2020-03-24,148,75.17509169568002,525.4427268638465,True,63,140.99587113625603,921.6025330456903
63,2020-03-25,177,75.17509169568002,525.4427268638465,True,64,160.7607264981448,921.6025330456903
64,2020-03-26,201,75.17509169568002,525.4427268638465,True,65,182.73977797760614,921.6025330456903
65,2020-03-27,219,75.17509169568002,525.4427268638465,True,66,207.0248928759515,921.6025330456903
66,2020-03-28,241,75.17509169568002,525.4427268638465,True,67,233.66869576337825,921.6025330456903
67,2020-03-29,259,75.17509169568002,525.4427268638465,True,68,262.67414368350495,921.6025330456903
68,2020-03-30,285,75.17509169568002,525.4427268638465,True,69,293.98482866374746,921.6025330456903
69,2020-03-31,329,75.17509169568002,525.4427268638465,True,70,327.47711600673307,921.6025330456903
70,2020-04-01,354,75.17509169568002,525.4427268638465,True,71,362.9553233956427,921.6025330456903
71,2020-04-02,384,75.17509169568002,525.4427268638465,True,72,400.1510719871988,921.6025330456903
72,2020-04-03,430,75.17509169568002,525.4427268638465,True,73,438.72765453439405,921.6025330456903
73,2020-04-04,483,75.17509169568002,525.4427268638465,True,74,478.28976607048594,921.6025330456903
74,2020-04-05,555,75.17509169568002,525.4427268638465,True,75,518.398284136832,921.6025330456903
75,2020-04-06,570,75.17509169568002,525.4427268638465,True,76,558.5890770581465,921.6025330456903
76,2020-04-07,599,75.17509169568002,525.4427268638465,True,77,598.3942032181031,921.6025330456903
77,2020-04-08,617,75.17509169568002,525.4427268638465,True,78,637.3634802934208,921.6025330456903
