,Report_Date,Cyprus_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,75.09727296288439,440.77855744967343,True,1,0.010276038110251249,774.4267182464027
1,2020-01-23,0,75.09727296288439,440.77855744967343,True,2,0.011978575686299007,774.4267182464027
2,2020-01-24,0,75.09727296288439,440.77855744967343,True,3,0.013963185813468811,774.4267182464027
3,2020-01-25,0,75.09727296288439,440.77855744967343,True,4,0.01627660002698298,774.4267182464027
4,2020-01-26,0,75.09727296288439,440.77855744967343,True,5,0.01897329139566341,774.4267182464027
5,2020-01-27,0,75.09727296288439,440.77855744967343,True,6,0.022116756775922224,774.4267182464027
6,2020-01-28,0,75.09727296288439,440.77855744967343,True,7,0.02578101137536426,774.4267182464027
7,2020-01-29,0,75.09727296288439,440.77855744967343,True,8,0.030052330752659017,774.4267182464027
8,2020-01-30,0,75.09727296288439,440.77855744967343,True,9,0.035031281182512905,774.4267182464027
9,2020-01-31,0,75.09727296288439,440.77855744967343,True,10,0.04083508607171619,774.4267182464027
10,2020-02-01,0,75.09727296288439,440.77855744967343,True,11,0.04760038398029827,774.4267182464027
11,2020-02-02,0,75.09727296288439,440.77855744967343,True,12,0.05548644296176747,774.4267182464027
12,2020-02-03,0,75.09727296288439,440.77855744967343,True,13,0.06467890659807958,774.4267182464027
13,2020-02-04,0,75.09727296288439,440.77855744967343,True,14,0.07539415951147933,774.4267182464027
14,2020-02-05,0,75.09727296288439,440.77855744967343,True,15,0.0878844145680305,774.4267182464027
15,2020-02-06,0,75.09727296288439,440.77855744967343,True,16,0.1024436407716767,774.4267182464027
16,2020-02-07,0,75.09727296288439,440.77855744967343,True,17,0.11941447035834804,774.4267182464027
17,2020-02-08,0,75.09727296288439,440.77855744967343,True,18,0.13919624626931343,774.4267182464027
18,2020-02-09,0,75.09727296288439,440.77855744967343,True,19,0.16225439750874188,774.4267182464027
19,2020-02-10,0,75.09727296288439,440.77855744967343,True,20,0.189131360442291,774.4267182464027
20,2020-02-11,0,75.09727296288439,440.77855744967343,True,21,0.2204592995231947,774.4267182464027
21,2020-02-12,0,75.09727296288439,440.77855744967343,True,22,0.2569749219821462,774.4267182464027
22,2020-02-13,0,75.09727296288439,440.77855744967343,True,23,0.2995367285292158,774.4267182464027
23,2020-02-14,0,75.09727296288439,440.77855744967343,True,24,0.349145097039768,774.4267182464027
24,2020-02-15,0,75.09727296288439,440.77855744967343,True,25,0.40696565959586967,774.4267182464027
