,Report_Date,Australia_queensland_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
60,2020-03-22,259,67.1518574888735,575.830365130617,True,61,297.49846830107674,1120.2553638176805
61,2020-03-23,319,67.1518574888735,575.830365130617,True,62,336.86242759893173,1120.2553638176805
62,2020-03-24,397,67.1518574888735,575.830365130617,True,63,379.12307589868834,1120.2553638176805
63,2020-03-25,443,67.1518574888735,575.830365130617,True,64,423.92705787770456,1120.2553638176805
64,2020-03-26,493,67.1518574888735,575.830365130617,True,65,470.7991046938314,1120.2553638176805
65,2020-03-27,555,67.1518574888735,575.830365130617,True,66,519.1565089881656,1120.2553638176805
66,2020-03-28,625,67.1518574888735,575.830365130617,True,67,568.3348080972911,1120.2553638176805
67,2020-03-29,656,67.1518574888735,575.830365130617,True,68,617.6227126782422,1120.2553638176805
68,2020-03-30,689,67.1518574888735,575.830365130617,True,69,666.3025926148279,1120.2553638176805
69,2020-03-31,743,67.1518574888735,575.830365130617,True,70,713.691729611216,1120.2553638176805
70,2020-04-01,781,67.1518574888735,575.830365130617,True,71,759.1793902328477,1120.2553638176805
71,2020-04-02,835,67.1518574888735,575.830365130617,True,72,802.2556113188068,1120.2553638176805
72,2020-04-03,873,67.1518574888735,575.830365130617,True,73,842.5291722100723,1120.2553638176805
73,2020-04-04,900,67.1518574888735,575.830365130617,True,74,879.7341110311003,1120.2553638176805
74,2020-04-05,907,67.1518574888735,575.830365130617,True,75,913.7258558586051,1120.2553638176805
75,2020-04-06,921,67.1518574888735,575.830365130617,True,76,944.4692450099902,1120.2553638176805
76,2020-04-07,934,67.1518574888735,575.830365130617,True,77,972.0212679465858,1120.2553638176805
77,2020-04-08,943,67.1518574888735,575.830365130617,True,78,996.5113254906062,1120.2553638176805
