,Report_Date,China_shaanxi_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,12.807717693529998,123.90141943805094,True,1,10.49358656947286,247.80283828825836
1,2020-01-23,3,12.807717693529998,123.90141943805094,True,2,13.492857148676176,247.80283828825836
2,2020-01-24,5,12.807717693529998,123.90141943805094,True,3,17.286930580694413,247.80283828825836
3,2020-01-25,15,12.807717693529998,123.90141943805094,True,4,22.047477700604098,247.80283828825836
4,2020-01-26,22,12.807717693529998,123.90141943805094,True,5,27.959991401245343,247.80283828825836
5,2020-01-27,35,12.807717693529998,123.90141943805094,True,6,35.21077573470463,247.80283828825836
6,2020-01-28,46,12.807717693529998,123.90141943805094,True,7,43.96584345899365,247.80283828825836
7,2020-01-29,56,12.807717693529998,123.90141943805094,True,8,54.341384783945166,247.80283828825836
8,2020-01-30,63,12.807717693529998,123.90141943805094,True,9,66.36823052106675,247.80283828825836
9,2020-01-31,87,12.807717693529998,123.90141943805094,True,10,79.95675668520384,247.80283828825836
10,2020-02-01,101,12.807717693529998,123.90141943805094,True,11,94.87265104466668,247.80283828825836
11,2020-02-02,116,12.807717693529998,123.90141943805094,True,12,110.73532767666633,247.80283828825836
12,2020-02-03,128,12.807717693529998,123.90141943805094,True,13,127.04689257184549,247.80283828825836
13,2020-02-04,142,12.807717693529998,123.90141943805094,True,14,143.25007987842915,247.80283828825836
14,2020-02-05,165,12.807717693529998,123.90141943805094,True,15,158.80217873858723,247.80283828825836
15,2020-02-06,173,12.807717693529998,123.90141943805094,True,16,173.24496207335255,247.80283828825836
16,2020-02-07,184,12.807717693529998,123.90141943805094,True,17,186.2524225921752,247.80283828825836
17,2020-02-08,195,12.807717693529998,123.90141943805094,True,18,197.64755831014298,247.80283828825836
18,2020-02-09,208,12.807717693529998,123.90141943805094,True,19,207.39079362719008,247.80283828825836
19,2020-02-10,213,12.807717693529998,123.90141943805094,True,20,215.5501560912638,247.80283828825836
20,2020-02-11,219,12.807717693529998,123.90141943805094,True,21,222.2649690286708,247.80283828825836
21,2020-02-12,225,12.807717693529998,123.90141943805094,True,22,227.71210018110008,247.80283828825836
22,2020-02-13,229,12.807717693529998,123.90141943805094,True,23,232.0795695670837,247.80283828825836
23,2020-02-14,230,12.807717693529998,123.90141943805094,True,24,235.54869991862708,247.80283828825836
24,2020-02-15,232,12.807717693529998,123.90141943805094,True,25,238.28380732431015,247.80283828825836
25,2020-02-16,236,12.807717693529998,123.90141943805094,True,26,240.42755696110962,247.80283828825836
26,2020-02-17,240,12.807717693529998,123.90141943805094,True,27,242.10007419727134,247.80283828825836
27,2020-02-18,240,12.807717693529998,123.90141943805094,True,28,243.40025435156423,247.80283828825836
28,2020-02-19,242,12.807717693529998,123.90141943805094,True,29,244.40816134954827,247.80283828825836
29,2020-02-20,245,12.807717693529998,123.90141943805094,True,30,245.187801936091,247.80283828825836
30,2020-02-21,245,12.807717693529998,123.90141943805094,True,31,245.78986064844855,247.80283828825836
31,2020-02-22,245,12.807717693529998,123.90141943805094,True,32,246.2541831689381,247.80283828825836
32,2020-02-23,245,12.807717693529998,123.90141943805094,True,33,246.61192193045724,247.80283828825836
33,2020-02-24,245,12.807717693529998,123.90141943805094,True,34,246.88733042585503,247.80283828825836
34,2020-02-25,245,12.807717693529998,123.90141943805094,True,35,247.09923035130447,247.80283828825836
35,2020-02-26,245,12.807717693529998,123.90141943805094,True,36,247.26219216964682,247.80283828825836
36,2020-02-27,245,12.807717693529998,123.90141943805094,True,37,247.38747406697857,247.80283828825836
37,2020-02-28,245,12.807717693529998,123.90141943805094,True,38,247.48376235448478,247.80283828825836
38,2020-02-29,245,12.807717693529998,123.90141943805094,True,39,247.5577515716859,247.80283828825836
39,2020-03-01,245,12.807717693529998,123.90141943805094,True,40,247.61459681266584,247.80283828825836
40,2020-03-02,245,12.807717693529998,123.90141943805094,True,41,247.65826513979914,247.80283828825836
41,2020-03-03,245,12.807717693529998,123.90141943805094,True,42,247.69180784627846,247.80283828825836
42,2020-03-04,245,12.807717693529998,123.90141943805094,True,43,247.7175709531294,247.80283828825836
43,2020-03-05,245,12.807717693529998,123.90141943805094,True,44,247.73735769277664,247.80283828825836
44,2020-03-06,245,12.807717693529998,123.90141943805094,True,45,247.7525537777305,247.80283828825836
45,2020-03-07,245,12.807717693529998,123.90141943805094,True,46,247.76422388785633,247.80283828825836
46,2020-03-08,245,12.807717693529998,123.90141943805094,True,47,247.7731859358661,247.80283828825836
47,2020-03-09,245,12.807717693529998,123.90141943805094,True,48,247.780068197592,247.80283828825836
48,2020-03-10,245,12.807717693529998,123.90141943805094,True,49,247.78535324219715,247.80283828825836
49,2020-03-11,245,12.807717693529998,123.90141943805094,True,50,247.789411701356,247.80283828825836
50,2020-03-12,245,12.807717693529998,123.90141943805094,True,51,247.79252822123763,247.80283828825836
51,2020-03-13,245,12.807717693529998,123.90141943805094,True,52,247.79492140311166,247.80283828825836
52,2020-03-14,245,12.807717693529998,123.90141943805094,True,53,247.79675912279302,247.80283828825836
53,2020-03-15,245,12.807717693529998,123.90141943805094,True,54,247.79817029855022,247.80283828825836
54,2020-03-16,245,12.807717693529998,123.90141943805094,True,55,247.79925393006243,247.80283828825836
55,2020-03-17,246,12.807717693529998,123.90141943805094,True,56,247.8000860408071,247.80283828825836
56,2020-03-18,246,12.807717693529998,123.90141943805094,True,57,247.80072500990403,247.80283828825836
57,2020-03-19,246,12.807717693529998,123.90141943805094,True,58,247.8012156668833,247.80283828825836
58,2020-03-20,247,12.807717693529998,123.90141943805094,True,59,247.801592436304,247.80283828825836
59,2020-03-21,248,12.807717693529998,123.90141943805094,True,60,247.8018817526432,247.80283828825836
60,2020-03-22,248,12.807717693529998,123.90141943805094,True,61,247.80210391475958,247.80283828825836
61,2020-03-23,248,12.807717693529998,123.90141943805094,True,62,247.80227450997197,247.80283828825836
62,2020-03-24,249,12.807717693529998,123.90141943805094,True,63,247.8024055076247,247.80283828825836
63,2020-03-25,250,12.807717693529998,123.90141943805094,True,64,247.80250609884254,247.80283828825836
64,2020-03-26,253,12.807717693529998,123.90141943805094,True,65,247.80258334137864,247.80283828825836
65,2020-03-27,253,12.807717693529998,123.90141943805094,True,66,247.80264265479096,247.80283828825836
66,2020-03-28,253,12.807717693529998,123.90141943805094,True,67,247.8026882006859,247.80283828825836
67,2020-03-29,253,12.807717693529998,123.90141943805094,True,68,247.8027231747038,247.80283828825836
68,2020-03-30,253,12.807717693529998,123.90141943805094,True,69,247.8027500307319,247.80283828825836
69,2020-03-31,253,12.807717693529998,123.90141943805094,True,70,247.80277065307516,247.80283828825836
70,2020-04-01,255,12.807717693529998,123.90141943805094,True,71,247.8027864886642,247.80283828825836
71,2020-04-02,255,12.807717693529998,123.90141943805094,True,72,247.8027986485758,247.80283828825836
72,2020-04-03,255,12.807717693529998,123.90141943805094,True,73,247.80280798598955,247.80283828825836
73,2020-04-04,256,12.807717693529998,123.90141943805094,True,74,247.80281515604932,247.80283828825836
74,2020-04-05,256,12.807717693529998,123.90141943805094,True,75,247.80282066183048,247.80283828825836
75,2020-04-06,256,12.807717693529998,123.90141943805094,True,76,247.80282488963707,247.80283828825836
76,2020-04-07,256,12.807717693529998,123.90141943805094,True,77,247.80282813610614,247.80283828825836
77,2020-04-08,256,12.807717693529998,123.90141943805094,True,78,247.8028306290209,247.80283828825836
