,Report_Date,Pakistan_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
57,2020-03-19,454,78.40730967286515,4372.389309329539,False,58,425.6384279036281,8744.77861865909
58,2020-03-20,501,78.40730967286515,4372.389309329539,False,59,488.65469907159894,8744.77861865909
59,2020-03-21,730,78.40730967286515,4372.389309329539,False,60,560.3721651390432,8744.77861865909
60,2020-03-22,776,78.40730967286515,4372.389309329539,False,61,641.7970352909816,8744.77861865909
61,2020-03-23,875,78.40730967286515,4372.389309329539,False,62,733.992280362821,8744.77861865909
62,2020-03-24,972,78.40730967286515,4372.389309329539,False,63,838.0617515295847,8744.77861865909
63,2020-03-25,1063,78.40730967286515,4372.389309329539,False,64,955.1274599260921,8744.77861865909
64,2020-03-26,1201,78.40730967286515,4372.389309329539,False,65,1086.2989829396465,8744.77861865909
65,2020-03-27,1373,78.40730967286515,4372.389309329539,False,66,1232.6342374628493,8744.77861865909
66,2020-03-28,1495,78.40730967286515,4372.389309329539,False,67,1395.0913590154173,8744.77861865909
67,2020-03-29,1597,78.40730967286515,4372.389309329539,False,68,1574.4721904800683,8744.77861865909
68,2020-03-30,1717,78.40730967286515,4372.389309329539,False,69,1771.3589294524681,8744.77861865909
69,2020-03-31,1938,78.40730967286515,4372.389309329539,False,70,1986.0467736195208,8744.77861865909
70,2020-04-01,2118,78.40730967286515,4372.389309329539,False,71,2218.476832774244,8744.77861865909
71,2020-04-02,2421,78.40730967286515,4372.389309329539,False,72,2468.1749524518486,8744.77861865909
72,2020-04-03,2686,78.40730967286515,4372.389309329539,False,73,2734.203144881587,8744.77861865909
73,2020-04-04,2818,78.40730967286515,4372.389309329539,False,74,3015.130726339689,8744.77861865909
74,2020-04-05,3157,78.40730967286515,4372.389309329539,False,75,3309.031711552621,8744.77861865909
75,2020-04-06,3766,78.40730967286515,4372.389309329539,False,76,3613.513320877269,8744.77861865909
76,2020-04-07,4035,78.40730967286515,4372.389309329539,False,77,3925.777626583784,8744.77861865909
77,2020-04-08,4263,78.40730967286515,4372.389309329539,False,78,4242.714684261026,8744.77861865909
