,Report_Date,Guinea_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,88.03043419288977,313.55843239570135,False,1,0.007649430205123028,627.1168647913712
1,2020-01-23,0,88.03043419288977,313.55843239570135,False,2,0.008711402347735063,627.1168647913712
2,2020-01-24,0,88.03043419288977,313.55843239570135,False,3,0.009920805993086191,627.1168647913712
3,2020-01-25,0,88.03043419288977,313.55843239570135,False,4,0.01129810807401349,627.1168647913712
4,2020-01-26,0,88.03043419288977,313.55843239570135,False,5,0.012866616605576198,627.1168647913712
5,2020-01-27,0,88.03043419288977,313.55843239570135,False,6,0.01465287500395555,627.1168647913712
6,2020-01-28,0,88.03043419288977,313.55843239570135,False,7,0.016687111115450737,627.1168647913712
7,2020-01-29,0,88.03043419288977,313.55843239570135,False,8,0.01900374854098329,627.1168647913712
8,2020-01-30,0,88.03043419288977,313.55843239570135,False,9,0.02164198889162088,627.1168647913712
9,2020-01-31,0,88.03043419288977,313.55843239570135,False,10,0.024646474805626435,627.1168647913712
10,2020-02-01,0,88.03043419288977,313.55843239570135,False,11,0.02806804491728295,627.1168647913712
11,2020-02-02,0,88.03043419288977,313.55843239570135,False,12,0.03196459351476672,627.1168647913712
12,2020-02-03,0,88.03043419288977,313.55843239570135,False,13,0.036402049384199324,627.1168647913712
13,2020-02-04,0,88.03043419288977,313.55843239570135,False,14,0.04145549033867277,627.1168647913712
14,2020-02-05,0,88.03043419288977,313.55843239570135,False,15,0.04721041220733733,627.1168647913712
15,2020-02-06,0,88.03043419288977,313.55843239570135,False,16,0.05376417364772632,627.1168647913712
16,2020-02-07,0,88.03043419288977,313.55843239570135,False,17,0.06122764108639966,627.1168647913712
17,2020-02-08,0,88.03043419288977,313.55843239570135,False,18,0.06972706143621056,627.1168647913712
18,2020-02-09,0,88.03043419288977,313.55843239570135,False,19,0.07940619403664927,627.1168647913712
19,2020-02-10,0,88.03043419288977,313.55843239570135,False,20,0.09042873757721376,627.1168647913712
20,2020-02-11,0,88.03043419288977,313.55843239570135,False,21,0.10298109266061344,627.1168647913712
21,2020-02-12,0,88.03043419288977,313.55843239570135,False,22,0.1172755062192218,627.1168647913712
22,2020-02-13,0,88.03043419288977,313.55843239570135,False,23,0.13355365030021485,627.1168647913712
23,2020-02-14,0,88.03043419288977,313.55843239570135,False,24,0.15209069487804902,627.1168647913712
24,2020-02-15,0,88.03043419288977,313.55843239570135,False,25,0.17319994244415987,627.1168647913712
25,2020-02-16,0,88.03043419288977,313.55843239570135,False,26,0.19723810128170188,627.1168647913712
26,2020-02-17,0,88.03043419288977,313.55843239570135,False,27,0.22461128468918662,627.1168647913712
27,2020-02-18,0,88.03043419288977,313.55843239570135,False,28,0.2557818351157,627.1168647913712
28,2020-02-19,0,88.03043419288977,313.55843239570135,False,29,0.29127608537043664,627.1168647913712
29,2020-02-20,0,88.03043419288977,313.55843239570135,False,30,0.3316931839427818,627.1168647913712
30,2020-02-21,0,88.03043419288977,313.55843239570135,False,31,0.37771512820163017,627.1168647913712
31,2020-02-22,0,88.03043419288977,313.55843239570135,False,32,0.43011816803163383,627.1168647913712
32,2020-02-23,0,88.03043419288977,313.55843239570135,False,33,0.48978576351699593,627.1168647913712
33,2020-02-24,0,88.03043419288977,313.55843239570135,False,34,0.5577233038136905,627.1168647913712
34,2020-02-25,0,88.03043419288977,313.55843239570135,False,35,0.6350748205723641,627.1168647913712
35,2020-02-26,0,88.03043419288977,313.55843239570135,False,36,0.7231419583924866,627.1168647913712
36,2020-02-27,0,88.03043419288977,313.55843239570135,False,37,0.8234054969895619,627.1168647913712
37,2020-02-28,0,88.03043419288977,313.55843239570135,False,38,0.937549755191298,627.1168647913712
38,2020-02-29,0,88.03043419288977,313.55843239570135,False,39,1.0674902456367885,627.1168647913712
39,2020-03-01,0,88.03043419288977,313.55843239570135,False,40,1.2154049911374407,627.1168647913712
40,2020-03-02,0,88.03043419288977,313.55843239570135,False,41,1.3837699589430754,627.1168647913712
41,2020-03-03,0,88.03043419288977,313.55843239570135,False,42,1.5753991173325295,627.1168647913712
42,2020-03-04,0,88.03043419288977,313.55843239570135,False,43,1.7934896694549145,627.1168647913712
43,2020-03-05,0,88.03043419288977,313.55843239570135,False,44,2.0416730712835727,627.1168647913712
44,2020-03-06,0,88.03043419288977,313.55843239570135,False,45,2.324072492550576,627.1168647913712
45,2020-03-07,0,88.03043419288977,313.55843239570135,False,46,2.6453674296415457,627.1168647913712
46,2020-03-08,0,88.03043419288977,313.55843239570135,False,47,3.010866224894292,627.1168647913712
47,2020-03-09,0,88.03043419288977,313.55843239570135,False,48,3.4265872837825255,627.1168647913712
48,2020-03-10,0,88.03043419288977,313.55843239570135,False,49,3.899349804988957,627.1168647913712
49,2020-03-11,0,88.03043419288977,313.55843239570135,False,50,4.436874841630552,627.1168647913712
50,2020-03-12,0,88.03043419288977,313.55843239570135,False,51,5.047897486059171,627.1168647913712
51,2020-03-13,1,88.03043419288977,313.55843239570135,False,52,5.742290904310773,627.1168647913712
52,2020-03-14,1,88.03043419288977,313.55843239570135,False,53,6.531202824854515,627.1168647913712
53,2020-03-15,1,88.03043419288977,313.55843239570135,False,54,7.4272048914543225,627.1168647913712
54,2020-03-16,1,88.03043419288977,313.55843239570135,False,55,8.44445499890431,627.1168647913712
55,2020-03-17,1,88.03043419288977,313.55843239570135,False,56,9.598872315232065,627.1168647913712
56,2020-03-18,1,88.03043419288977,313.55843239570135,False,57,10.908324121116543,627.1168647913712
57,2020-03-19,1,88.03043419288977,313.55843239570135,False,58,12.392822827203407,627.1168647913712
58,2020-03-20,1,88.03043419288977,313.55843239570135,False,59,14.074730517346092,627.1168647913712
59,2020-03-21,2,88.03043419288977,313.55843239570135,False,60,15.97896706023563,627.1168647913712
60,2020-03-22,2,88.03043419288977,313.55843239570135,False,61,18.133216180210233,627.1168647913712
61,2020-03-23,4,88.03043419288977,313.55843239570135,False,62,20.568121827990957,627.1168647913712
62,2020-03-24,4,88.03043419288977,313.55843239570135,False,63,23.31746469860931,627.1168647913712
63,2020-03-25,4,88.03043419288977,313.55843239570135,False,64,26.418305778603596,627.1168647913712
64,2020-03-26,4,88.03043419288977,313.55843239570135,False,65,29.91108037001516,627.1168647913712
