,Report_Date,UK_falkland islands (malvinas)_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
32,2020-02-23,0,89.29408818892364,1.9599414765544487,False,33,0.06723339150285354,0.015007574475285184
33,2020-02-24,0,89.29408818892364,1.9599414765544487,False,34,0.07215424907230888,0.015007574475285184
34,2020-02-25,0,89.29408818892364,1.9599414765544487,False,35,0.07742802926992326,0.015007574475285184
35,2020-02-26,0,89.29408818892364,1.9599414765544487,False,36,0.08307894918695992,0.015007574475285184
36,2020-02-27,0,89.29408818892364,1.9599414765544487,False,37,0.08913272262705675,0.015007574475285184
37,2020-02-28,0,89.29408818892364,1.9599414765544487,False,38,0.09561662749737732,0.015007574475285184
38,2020-02-29,0,89.29408818892364,1.9599414765544487,False,39,0.10255957220158264,0.015007574475285184
39,2020-03-01,0,89.29408818892364,1.9599414765544487,False,40,0.10999216020944166,0.015007574475285184
40,2020-03-02,0,89.29408818892364,1.9599414765544487,False,41,0.11794675183900434,0.015007574475285184
41,2020-03-03,0,89.29408818892364,1.9599414765544487,False,42,0.12645752213391376,0.015007574475285184
42,2020-03-04,0,89.29408818892364,1.9599414765544487,False,43,0.13556051355038287,0.015007574475285184
43,2020-03-05,0,89.29408818892364,1.9599414765544487,False,44,0.1452936819856912,0.015007574475285184
44,2020-03-06,0,89.29408818892364,1.9599414765544487,False,45,0.15569693448329688,0.015007574475285184
45,2020-03-07,0,89.29408818892364,1.9599414765544487,False,46,0.1668121567398963,0.015007574475285184
46,2020-03-08,0,89.29408818892364,1.9599414765544487,False,47,0.1786832283187778,0.015007574475285184
47,2020-03-09,0,89.29408818892364,1.9599414765544487,False,48,0.19135602324423504,0.015007574475285184
48,2020-03-10,0,89.29408818892364,1.9599414765544487,False,49,0.2048783934172881,0.015007574475285184
49,2020-03-11,0,89.29408818892364,1.9599414765544487,False,50,0.21930013205834303,0.015007574475285184
50,2020-03-12,0,89.29408818892364,1.9599414765544487,False,51,0.23467291415394037,0.015007574475285184
51,2020-03-13,0,89.29408818892364,1.9599414765544487,False,52,0.25105021067021505,0.015007574475285184
52,2020-03-14,0,89.29408818892364,1.9599414765544487,False,53,0.26848717310465886,0.015007574475285184
53,2020-03-15,0,89.29408818892364,1.9599414765544487,False,54,0.287040484791713,0.015007574475285184
54,2020-03-16,0,89.29408818892364,1.9599414765544487,False,55,0.30676817527007016,0.015007574475285184
55,2020-03-17,0,89.29408818892364,1.9599414765544487,False,56,0.3277293939758498,0.015007574475285184
56,2020-03-18,0,89.29408818892364,1.9599414765544487,False,57,0.34998413956350544,0.015007574475285184
57,2020-03-19,0,89.29408818892364,1.9599414765544487,False,58,0.3735929412947237,0.015007574475285184
58,2020-03-20,0,89.29408818892364,1.9599414765544487,False,59,0.3986164891954185,0.015007574475285184
59,2020-03-21,0,89.29408818892364,1.9599414765544487,False,60,0.4251152100838736,0.015007574475285184
60,2020-03-22,0,89.29408818892364,1.9599414765544487,False,61,0.45314878714091716,0.015007574475285184
61,2020-03-23,0,89.29408818892364,1.9599414765544487,False,62,0.48277562144659586,0.015007574475285184
62,2020-03-24,0,89.29408818892364,1.9599414765544487,False,63,0.514052234865797,0.015007574475285184
63,2020-03-25,0,89.29408818892364,1.9599414765544487,False,64,0.5470326148423624,0.015007574475285184
64,2020-03-26,0,89.29408818892364,1.9599414765544487,False,65,0.5817675030664831,0.015007574475285184
65,2020-03-27,0,89.29408818892364,1.9599414765544487,False,66,0.6183036316145551,0.015007574475285184
66,2020-03-28,0,89.29408818892364,1.9599414765544487,False,67,0.6566829120151242,0.015007574475285184
67,2020-03-29,0,89.29408818892364,1.9599414765544487,False,68,0.696941584747316,0.015007574475285184
68,2020-03-30,0,89.29408818892364,1.9599414765544487,False,69,0.7391093388928891,0.015007574475285184
69,2020-03-31,0,89.29408818892364,1.9599414765544487,False,70,0.7832084139868365,0.015007574475285184
70,2020-04-01,0,89.29408818892364,1.9599414765544487,False,71,0.8292526984736854,0.015007574475285184
71,2020-04-02,0,89.29408818892364,1.9599414765544487,False,72,0.877246841488792,0.015007574475285184
72,2020-04-03,0,89.29408818892364,1.9599414765544487,False,73,0.9271853968403959,0.015007574475285184
73,2020-04-04,1,89.29408818892364,1.9599414765544487,False,74,0.9790520199489343,0.015007574475285184
74,2020-04-05,2,89.29408818892364,1.9599414765544487,False,75,1.0328187399745856,0.015007574475285184
75,2020-04-06,2,89.29408818892364,1.9599414765544487,False,76,1.0884453302973078,0.015007574475285184
76,2020-04-07,2,89.29408818892364,1.9599414765544487,False,77,1.1458788007740681,0.015007574475285184
77,2020-04-08,5,89.29408818892364,1.9599414765544487,False,78,1.205053034666247,0.015007574475285184
