,Report_Date,Austria_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
43,2020-03-05,41,67.01853376758355,7698.761083510504,True,44,289.65248261928457,14989.723710380656
44,2020-03-06,55,67.01853376758355,7698.761083510504,True,45,342.73223487288095,14989.723710380656
45,2020-03-07,79,67.01853376758355,7698.761083510504,True,46,405.2780891895736,14989.723710380656
46,2020-03-08,104,67.01853376758355,7698.761083510504,True,47,478.8749855323749,14989.723710380656
47,2020-03-09,131,67.01853376758355,7698.761083510504,True,48,565.332818309684,14989.723710380656
48,2020-03-10,182,67.01853376758355,7698.761083510504,True,49,666.7024906716036,14989.723710380656
49,2020-03-11,246,67.01853376758355,7698.761083510504,True,50,785.2863775056214,14989.723710380656
50,2020-03-12,302,67.01853376758355,7698.761083510504,True,51,923.6398402454059,14989.723710380656
51,2020-03-13,504,67.01853376758355,7698.761083510504,True,52,1084.5595081947781,14989.723710380656
52,2020-03-14,655,67.01853376758355,7698.761083510504,True,53,1271.0531116762552,14989.723710380656
53,2020-03-15,860,67.01853376758355,7698.761083510504,True,54,1486.2848872728923,14989.723710380656
54,2020-03-16,1018,67.01853376758355,7698.761083510504,True,55,1733.4902353591121,14989.723710380656
55,2020-03-17,1332,67.01853376758355,7698.761083510504,True,56,2015.8537608139648,14989.723710380656
56,2020-03-18,1646,67.01853376758355,7698.761083510504,True,57,2336.3465222167392,14989.723710380656
57,2020-03-19,2013,67.01853376758355,7698.761083510504,True,58,2697.5217247516234,14989.723710380656
58,2020-03-20,2388,67.01853376758355,7698.761083510504,True,59,3101.2735679136977,14989.723710380656
59,2020-03-21,2814,67.01853376758355,7698.761083510504,True,60,3548.57151053861,14989.723710380656
60,2020-03-22,3582,67.01853376758355,7698.761083510504,True,61,4039.191242881603,14989.723710380656
61,2020-03-23,4474,67.01853376758355,7698.761083510504,True,62,4571.472721274782,14989.723710380656
62,2020-03-24,5283,67.01853376758355,7698.761083510504,True,63,5142.142417553132,14989.723710380656
63,2020-03-25,5588,67.01853376758355,7698.761083510504,True,64,5746.238622871149,14989.723710380656
64,2020-03-26,6909,67.01853376758355,7698.761083510504,True,65,6377.172656134175,14989.723710380656
65,2020-03-27,7657,67.01853376758355,7698.761083510504,True,66,7026.944013033879,14989.723710380656
66,2020-03-28,8271,67.01853376758355,7698.761083510504,True,67,7686.505190436402,14989.723710380656
67,2020-03-29,8788,67.01853376758355,7698.761083510504,True,68,8346.246322467234,14989.723710380656
68,2020-03-30,9618,67.01853376758355,7698.761083510504,True,69,8996.547089352422,14989.723710380656
69,2020-03-31,10180,67.01853376758355,7698.761083510504,True,70,9628.329895564913,14989.723710380656
70,2020-04-01,10711,67.01853376758355,7698.761083510504,True,71,10233.5480550672,14989.723710380656
71,2020-04-02,11129,67.01853376758355,7698.761083510504,True,72,10805.555746886068,14989.723710380656
72,2020-04-03,11524,67.01853376758355,7698.761083510504,True,73,11339.328943139944,14989.723710380656
73,2020-04-04,11781,67.01853376758355,7698.761083510504,True,74,11831.532120178379,14989.723710380656
74,2020-04-05,12051,67.01853376758355,7698.761083510504,True,75,12280.44807836478,14989.723710380656
75,2020-04-06,12297,67.01853376758355,7698.761083510504,True,76,12685.803329415543,14989.723710380656
76,2020-04-07,12639,67.01853376758355,7698.761083510504,True,77,13048.527818807828,14989.723710380656
77,2020-04-08,12942,67.01853376758355,7698.761083510504,True,78,13370.48630712256,14989.723710380656
