,Report_Date,Austria_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,67.01853376758355,7698.761083510504,True,1,0.1828318732453046,14989.723710380656
1,2020-01-23,0,67.01853376758355,7698.761083510504,True,2,0.2170986736984287,14989.723710380656
2,2020-01-24,0,67.01853376758355,7698.761083510504,True,3,0.25778773485123196,14989.723710380656
3,2020-01-25,0,67.01853376758355,7698.761083510504,True,4,0.30610266840350464,14989.723710380656
4,2020-01-26,0,67.01853376758355,7698.761083510504,True,5,0.36347263981674144,14989.723710380656
5,2020-01-27,0,67.01853376758355,7698.761083510504,True,6,0.4315946291046381,14989.723710380656
6,2020-01-28,0,67.01853376758355,7698.761083510504,True,7,0.5124836067622497,14989.723710380656
7,2020-01-29,0,67.01853376758355,7698.761083510504,True,8,0.6085321060363407,14989.723710380656
8,2020-01-30,0,67.01853376758355,7698.761083510504,True,9,0.7225809494141547,14989.723710380656
9,2020-01-31,0,67.01853376758355,7698.761083510504,True,10,0.858003215353207,14989.723710380656
10,2020-02-01,0,67.01853376758355,7698.761083510504,True,11,1.0188039203799142,14989.723710380656
11,2020-02-02,0,67.01853376758355,7698.761083510504,True,12,1.209738352952994,14989.723710380656
12,2020-02-03,0,67.01853376758355,7698.761083510504,True,13,1.436452542130443,14989.723710380656
13,2020-02-04,0,67.01853376758355,7698.761083510504,True,14,1.7056499916564043,14989.723710380656
14,2020-02-05,0,67.01853376758355,7698.761083510504,True,15,2.025289576892022,14989.723710380656
15,2020-02-06,0,67.01853376758355,7698.761083510504,True,16,2.4048204095228525,14989.723710380656
16,2020-02-07,0,67.01853376758355,7698.761083510504,True,17,2.8554605483210995,14989.723710380656
17,2020-02-08,0,67.01853376758355,7698.761083510504,True,18,3.390527702767627,14989.723710380656
18,2020-02-09,0,67.01853376758355,7698.761083510504,True,19,4.025831574180682,14989.723710380656
19,2020-02-10,0,67.01853376758355,7698.761083510504,True,20,4.780139245690101,14989.723710380656
20,2020-02-11,0,67.01853376758355,7698.761083510504,True,21,5.675727113479044,14989.723710380656
21,2020-02-12,0,67.01853376758355,7698.761083510504,True,22,6.739035299296377,14989.723710380656
22,2020-02-13,0,67.01853376758355,7698.761083510504,True,23,8.00144335742608,14989.723710380656
23,2020-02-14,0,67.01853376758355,7698.761083510504,True,24,9.500189454382829,14989.723710380656
24,2020-02-15,0,67.01853376758355,7698.761083510504,True,25,11.279459129862783,14989.723710380656
25,2020-02-16,0,67.01853376758355,7698.761083510504,True,26,13.391674322298549,14989.723710380656
26,2020-02-17,0,67.01853376758355,7698.761083510504,True,27,15.89901864534049,14989.723710380656
27,2020-02-18,0,67.01853376758355,7698.761083510504,True,28,18.87524101707246,14989.723710380656
28,2020-02-19,0,67.01853376758355,7698.761083510504,True,29,22.40778675116808,14989.723710380656
29,2020-02-20,0,67.01853376758355,7698.761083510504,True,30,26.6003131838949,14989.723710380656
30,2020-02-21,0,67.01853376758355,7698.761083510504,True,31,31.575655870446724,14989.723710380656
31,2020-02-22,0,67.01853376758355,7698.761083510504,True,32,37.4793213277276,14989.723710380656
32,2020-02-23,0,67.01853376758355,7698.761083510504,True,33,44.48359313928319,14989.723710380656
33,2020-02-24,0,67.01853376758355,7698.761083510504,True,34,52.79234976112071,14989.723710380656
34,2020-02-25,2,67.01853376758355,7698.761083510504,True,35,62.646704182254354,14989.723710380656
35,2020-02-26,2,67.01853376758355,7698.761083510504,True,36,74.33158704218413,14989.723710380656
36,2020-02-27,3,67.01853376758355,7698.761083510504,True,37,88.18340484848193,14989.723710380656
37,2020-02-28,3,67.01853376758355,7698.761083510504,True,38,104.59891199303073,14989.723710380656
38,2020-02-29,9,67.01853376758355,7698.761083510504,True,39,124.04543701406986,14989.723710380656
39,2020-03-01,14,67.01853376758355,7698.761083510504,True,40,147.0725966640985,14989.723710380656
40,2020-03-02,18,67.01853376758355,7698.761083510504,True,41,174.3256111533526,14989.723710380656
41,2020-03-03,21,67.01853376758355,7698.761083510504,True,42,206.56029404314452,14989.723710380656
42,2020-03-04,29,67.01853376758355,7698.761083510504,True,43,244.65972208312274,14989.723710380656
