,Report_Date,Equatorial Guinea_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,64.35567301213474,9.336722284350433,True,1,0.00022331221099943993,18.405561676611732
1,2020-01-23,0,64.35567301213474,9.336722284350433,True,2,0.0002670574405525366,18.405561676611732
2,2020-01-24,0,64.35567301213474,9.336722284350433,True,3,0.00031937189420058027,18.405561676611732
3,2020-01-25,0,64.35567301213474,9.336722284350433,True,4,0.00038193412854072576,18.405561676611732
4,2020-01-26,0,64.35567301213474,9.336722284350433,True,5,0.00045675147204364054,18.405561676611732
5,2020-01-27,0,64.35567301213474,9.336722284350433,True,6,0.0005462244085625808,18.405561676611732
6,2020-01-28,0,64.35567301213474,9.336722284350433,True,7,0.0006532235640692587,18.405561676611732
7,2020-01-29,0,64.35567301213474,9.336722284350433,True,8,0.0007811817615698037,18.405561676611732
8,2020-01-30,0,64.35567301213474,9.336722284350433,True,9,0.0009342040903236312,18.405561676611732
9,2020-01-31,0,64.35567301213474,9.336722284350433,True,10,0.0011171995101840247,18.405561676611732
10,2020-02-01,0,64.35567301213474,9.336722284350433,True,11,0.001336038198108313,18.405561676611732
11,2020-02-02,0,64.35567301213474,9.336722284350433,True,12,0.001597739663046588,18.405561676611732
12,2020-02-03,0,64.35567301213474,9.336722284350433,True,13,0.0019106976329084729,18.405561676611732
13,2020-02-04,0,64.35567301213474,9.336722284350433,True,14,0.00228494888322439,18.405561676611732
14,2020-02-05,0,64.35567301213474,9.336722284350433,True,15,0.0027324945670592978,18.405561676611732
15,2020-02-06,0,64.35567301213474,9.336722284350433,True,16,0.0032676842617115113,18.405561676611732
16,2020-02-07,0,64.35567301213474,9.336722284350433,True,17,0.003907674919170542,18.405561676611732
17,2020-02-08,0,64.35567301213474,9.336722284350433,True,18,0.0046729792521851615,18.405561676611732
18,2020-02-09,0,64.35567301213474,9.336722284350433,True,19,0.005588120873793161,18.405561676611732
19,2020-02-10,0,64.35567301213474,9.336722284350433,True,20,0.0066824168138976655,18.405561676611732
20,2020-02-11,0,64.35567301213474,9.336722284350433,True,21,0.007990911952620396,18.405561676611732
21,2020-02-12,0,64.35567301213474,9.336722284350433,True,22,0.009555494540417878,18.405561676611732
22,2020-02-13,0,64.35567301213474,9.336722284350433,True,23,0.011426227436570104,18.405561676611732
23,2020-02-14,0,64.35567301213474,9.336722284350433,True,24,0.013662936121266804,18.405561676611732
24,2020-02-15,0,64.35567301213474,9.336722284350433,True,25,0.016337102064692514,18.405561676611732
25,2020-02-16,0,64.35567301213474,9.336722284350433,True,26,0.01953411882039037,18.405561676611732
26,2020-02-17,0,64.35567301213474,9.336722284350433,True,27,0.02335597840310637,18.405561676611732
27,2020-02-18,0,64.35567301213474,9.336722284350433,True,28,0.02792446725791116,18.405561676611732
28,2020-02-19,0,64.35567301213474,9.336722284350433,True,29,0.033384964545998465,18.405561676611732
29,2020-02-20,0,64.35567301213474,9.336722284350433,True,30,0.039910950627865004,18.405561676611732
30,2020-02-21,0,64.35567301213474,9.336722284350433,True,31,0.04770935048634282,18.405561676611732
31,2020-02-22,0,64.35567301213474,9.336722284350433,True,32,0.057026855213899365,18.405561676611732
32,2020-02-23,0,64.35567301213474,9.336722284350433,True,33,0.0681573841596879,18.405561676611732
33,2020-02-24,0,64.35567301213474,9.336722284350433,True,34,0.08145087008944957,18.405561676611732
34,2020-02-25,0,64.35567301213474,9.336722284350433,True,35,0.09732356840332435,18.405561676611732
35,2020-02-26,0,64.35567301213474,9.336722284350433,True,36,0.11627010693496255,18.405561676611732
36,2020-02-27,0,64.35567301213474,9.336722284350433,True,37,0.13887750184272163,18.405561676611732
37,2020-02-28,0,64.35567301213474,9.336722284350433,True,38,0.16584136275140143,18.405561676611732
38,2020-02-29,0,64.35567301213474,9.336722284350433,True,39,0.19798448962124204,18.405561676611732
39,2020-03-01,0,64.35567301213474,9.336722284350433,True,40,0.23627801497342452,18.405561676611732
40,2020-03-02,0,64.35567301213474,9.336722284350433,True,41,0.2818651545773896,18.405561676611732
41,2020-03-03,0,64.35567301213474,9.336722284350433,True,42,0.3360874794328733,18.405561676611732
42,2020-03-04,0,64.35567301213474,9.336722284350433,True,43,0.4005133884280515,18.405561676611732
43,2020-03-05,0,64.35567301213474,9.336722284350433,True,44,0.47696811522420474,18.405561676611732
44,2020-03-06,0,64.35567301213474,9.336722284350433,True,45,0.5675641102374399,18.405561676611732
45,2020-03-07,0,64.35567301213474,9.336722284350433,True,46,0.674729961596162,18.405561676611732
46,2020-03-08,0,64.35567301213474,9.336722284350433,True,47,0.8012351225475933,18.405561676611732
47,2020-03-09,0,64.35567301213474,9.336722284350433,True,48,0.9502065744679841,18.405561676611732
48,2020-03-10,0,64.35567301213474,9.336722284350433,True,49,1.1251321818214934,18.405561676611732
49,2020-03-11,0,64.35567301213474,9.336722284350433,True,50,1.3298439519568448,18.405561676611732
50,2020-03-12,0,64.35567301213474,9.336722284350433,True,51,1.5684728553206255,18.405561676611732
51,2020-03-13,0,64.35567301213474,9.336722284350433,True,52,1.8453655841508154,18.405561676611732
52,2020-03-14,0,64.35567301213474,9.336722284350433,True,53,2.1649531022087074,18.405561676611732
53,2020-03-15,1,64.35567301213474,9.336722284350433,True,54,2.531561734055006,18.405561676611732
54,2020-03-16,1,64.35567301213474,9.336722284350433,True,55,2.9491606868357363,18.405561676611732
55,2020-03-17,1,64.35567301213474,9.336722284350433,True,56,3.4210461301135426,18.405561676611732
56,2020-03-18,4,64.35567301213474,9.336722284350433,True,57,3.949471837451124,18.405561676611732
57,2020-03-19,6,64.35567301213474,9.336722284350433,True,58,4.535249741781809,18.405561676611732
58,2020-03-20,6,64.35567301213474,9.336722284350433,True,59,5.177359142818758,18.405561676611732
59,2020-03-21,6,64.35567301213474,9.336722284350433,True,60,5.8726176631122105,18.405561676611732
60,2020-03-22,6,64.35567301213474,9.336722284350433,True,61,6.61547579923676,18.405561676611732
61,2020-03-23,9,64.35567301213474,9.336722284350433,True,62,7.397994918812621,18.405561676611732
62,2020-03-24,9,64.35567301213474,9.336722284350433,True,63,8.210051988083537,18.405561676611732
63,2020-03-25,9,64.35567301213474,9.336722284350433,True,64,9.039782952000056,18.405561676611732
64,2020-03-26,12,64.35567301213474,9.336722284350433,True,65,9.874235495048007,18.405561676611732
65,2020-03-27,12,64.35567301213474,9.336722284350433,True,66,10.70016068249863,18.405561676611732
66,2020-03-28,12,64.35567301213474,9.336722284350433,True,67,11.504843478076669,18.405561676611732
67,2020-03-29,12,64.35567301213474,9.336722284350433,True,68,12.276863598111358,18.405561676611732
68,2020-03-30,12,64.35567301213474,9.336722284350433,True,69,13.006693374294485,18.405561676611732
69,2020-03-31,12,64.35567301213474,9.336722284350433,True,70,13.687073334109954,18.405561676611732
70,2020-04-01,15,64.35567301213474,9.336722284350433,True,71,14.313148624604649,18.405561676611732
71,2020-04-02,15,64.35567301213474,9.336722284350433,True,72,14.882388586819582,18.405561676611732
72,2020-04-03,16,64.35567301213474,9.336722284350433,True,73,15.394339146307985,18.405561676611732
73,2020-04-04,16,64.35567301213474,9.336722284350433,True,74,15.850269822125409,18.405561676611732
74,2020-04-05,16,64.35567301213474,9.336722284350433,True,75,16.252775557265398,18.405561676611732
75,2020-04-06,16,64.35567301213474,9.336722284350433,True,76,16.60538267376689,18.405561676611732
76,2020-04-07,16,64.35567301213474,9.336722284350433,True,77,16.9121931874249,18.405561676611732
77,2020-04-08,18,64.35567301213474,9.336722284350433,True,78,17.177586679922282,18.405561676611732
