,Report_Date,Namibia_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
22,2020-02-13,0,68.3989059670963,10.168750658937055,True,23,0.009758938695133624,19.613557371266523
23,2020-02-14,0,68.3989059670963,10.168750658937055,True,24,0.011546888540298334,19.613557371266523
24,2020-02-15,0,68.3989059670963,10.168750658937055,True,25,0.013662191206951418,19.613557371266523
25,2020-02-16,0,68.3989059670963,10.168750658937055,True,26,0.016164693152470613,19.613557371266523
26,2020-02-17,0,68.3989059670963,10.168750658937055,True,27,0.019125146735278802,19.613557371266523
27,2020-02-18,0,68.3989059670963,10.168750658937055,True,28,0.02262718354339397,19.613557371266523
28,2020-02-19,0,68.3989059670963,10.168750658937055,True,29,0.02676963915206665,19.613557371266523
29,2020-02-20,0,68.3989059670963,10.168750658937055,True,30,0.03166928963847035,19.613557371266523
30,2020-02-21,0,68.3989059670963,10.168750658937055,True,31,0.03746406962333485,19.613557371266523
31,2020-02-22,0,68.3989059670963,10.168750658937055,True,32,0.044316852149044565,19.613557371266523
32,2020-02-23,0,68.3989059670963,10.168750658937055,True,33,0.05241988229803739,19.613557371266523
33,2020-02-24,0,68.3989059670963,10.168750658937055,True,34,0.06199996896156851,19.613557371266523
34,2020-02-25,0,68.3989059670963,10.168750658937055,True,35,0.07332455229329177,19.613557371266523
35,2020-02-26,0,68.3989059670963,10.168750658937055,True,36,0.08670877760845686,19.613557371266523
36,2020-02-27,0,68.3989059670963,10.168750658937055,True,37,0.10252371898100084,19.613557371266523
37,2020-02-28,0,68.3989059670963,10.168750658937055,True,38,0.12120590625710836,19.613557371266523
38,2020-02-29,0,68.3989059670963,10.168750658937055,True,39,0.14326831572432452,19.613557371266523
39,2020-03-01,0,68.3989059670963,10.168750658937055,True,40,0.16931298446858006,19.613557371266523
40,2020-03-02,0,68.3989059670963,10.168750658937055,True,41,0.20004539758191422,19.613557371266523
41,2020-03-03,0,68.3989059670963,10.168750658937055,True,42,0.2362907704003446,19.613557371266523
42,2020-03-04,0,68.3989059670963,10.168750658937055,True,43,0.2790122974631714,19.613557371266523
43,2020-03-05,0,68.3989059670963,10.168750658937055,True,44,0.3293313560948973,19.613557371266523
44,2020-03-06,0,68.3989059670963,10.168750658937055,True,45,0.3885495227642344,19.613557371266523
45,2020-03-07,0,68.3989059670963,10.168750658937055,True,46,0.45817206883270056,19.613557371266523
46,2020-03-08,0,68.3989059670963,10.168750658937055,True,47,0.5399323299410893,19.613557371266523
47,2020-03-09,0,68.3989059670963,10.168750658937055,True,48,0.6358159685219172,19.613557371266523
48,2020-03-10,0,68.3989059670963,10.168750658937055,True,49,0.7480836494353592,19.613557371266523
49,2020-03-11,0,68.3989059670963,10.168750658937055,True,50,0.8792900050510024,19.613557371266523
50,2020-03-12,0,68.3989059670963,10.168750658937055,True,51,1.0322959680897315,19.613557371266523
51,2020-03-13,0,68.3989059670963,10.168750658937055,True,52,1.2102706076277254,19.613557371266523
52,2020-03-14,2,68.3989059670963,10.168750658937055,True,53,1.4166775598951895,19.613557371266523
53,2020-03-15,2,68.3989059670963,10.168750658937055,True,54,1.6552400995751289,19.613557371266523
54,2020-03-16,2,68.3989059670963,10.168750658937055,True,55,1.9298780260870483,19.613557371266523
55,2020-03-17,2,68.3989059670963,10.168750658937055,True,56,2.2446091201010594,19.613557371266523
56,2020-03-18,2,68.3989059670963,10.168750658937055,True,57,2.6034083470855856,19.613557371266523
57,2020-03-19,3,68.3989059670963,10.168750658937055,True,58,3.010019731141089,19.613557371266523
58,2020-03-20,3,68.3989059670963,10.168750658937055,True,59,3.467719407387314,19.613557371266523
59,2020-03-21,3,68.3989059670963,10.168750658937055,True,60,3.979034190544852,19.613557371266523
60,2020-03-22,3,68.3989059670963,10.168750658937055,True,61,4.545428150051973,19.613557371266523
61,2020-03-23,4,68.3989059670963,10.168750658937055,True,62,5.166979633640049,19.613557371266523
62,2020-03-24,7,68.3989059670963,10.168750658937055,True,63,5.842081550001801,19.613557371266523
63,2020-03-25,7,68.3989059670963,10.168750658937055,True,64,6.567206182110187,19.613557371266523
64,2020-03-26,8,68.3989059670963,10.168750658937055,True,65,7.336779349375674,19.613557371266523
65,2020-03-27,8,68.3989059670963,10.168750658937055,True,66,8.14320441380175,19.613557371266523
66,2020-03-28,8,68.3989059670963,10.168750658937055,True,67,8.977062667926914,19.613557371266523
67,2020-03-29,11,68.3989059670963,10.168750658937055,True,68,9.827493669666948,19.613557371266523
68,2020-03-30,11,68.3989059670963,10.168750658937055,True,69,10.682730755376944,19.613557371266523
69,2020-03-31,11,68.3989059670963,10.168750658937055,True,70,11.530739495462456,19.613557371266523
70,2020-04-01,14,68.3989059670963,10.168750658937055,True,71,12.35988733463133,19.613557371266523
71,2020-04-02,14,68.3989059670963,10.168750658937055,True,72,13.159566559105023,19.613557371266523
72,2020-04-03,14,68.3989059670963,10.168750658937055,True,73,13.920701831178791,19.613557371266523
73,2020-04-04,14,68.3989059670963,10.168750658937055,True,74,14.636095190000308,19.613557371266523
74,2020-04-05,16,68.3989059670963,10.168750658937055,True,75,15.300589636761345,19.613557371266523
75,2020-04-06,16,68.3989059670963,10.168750658937055,True,76,15.911060109028403,19.613557371266523
76,2020-04-07,16,68.3989059670963,10.168750658937055,True,77,16.466261993754934,19.613557371266523
77,2020-04-08,16,68.3989059670963,10.168750658937055,True,78,16.966579295913697,19.613557371266523
