,Report_Date,Timor-Leste_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
55,2020-03-17,0,62.214314766808556,0.596411838484505,True,56,0.28686639277336556,1.1828101358469447
56,2020-03-18,0,62.214314766808556,0.596411838484505,True,57,0.3290924553398348,1.1828101358469447
57,2020-03-19,0,62.214314766808556,0.596411838484505,True,58,0.37496156512174733,1.1828101358469447
58,2020-03-20,0,62.214314766808556,0.596411838484505,True,59,0.42408489949817096,1.1828101358469447
59,2020-03-21,0,62.214314766808556,0.596411838484505,True,60,0.47589907464215997,1.1828101358469447
60,2020-03-22,1,62.214314766808556,0.596411838484505,True,61,0.5296818921964681,1.1828101358469447
61,2020-03-23,1,62.214314766808556,0.596411838484505,True,62,0.5845866844235907,1.1828101358469447
62,2020-03-24,1,62.214314766808556,0.596411838484505,True,63,0.639692721366511,1.1828101358469447
63,2020-03-25,1,62.214314766808556,0.596411838484505,True,64,0.6940657491021764,1.1828101358469447
64,2020-03-26,1,62.214314766808556,0.596411838484505,True,65,0.746820422320617,1.1828101358469447
65,2020-03-27,1,62.214314766808556,0.596411838484505,True,66,0.7971759505345091,1.1828101358469447
66,2020-03-28,1,62.214314766808556,0.596411838484505,True,67,0.8444978492879394,1.1828101358469447
67,2020-03-29,1,62.214314766808556,0.596411838484505,True,68,0.8883217374924578,1.1828101358469447
68,2020-03-30,1,62.214314766808556,0.596411838484505,True,69,0.9283586704446678,1.1828101358469447
69,2020-03-31,1,62.214314766808556,0.596411838484505,True,70,0.9644845500339787,1.1828101358469447
70,2020-04-01,1,62.214314766808556,0.596411838484505,True,71,0.9967180603228635,1.1828101358469447
71,2020-04-02,1,62.214314766808556,0.596411838484505,True,72,1.0251921766896601,1.1828101358469447
72,2020-04-03,1,62.214314766808556,0.596411838484505,True,73,1.05012383037304,1.1828101358469447
73,2020-04-04,1,62.214314766808556,0.596411838484505,True,74,1.0717852146859599,1.1828101358469447
74,2020-04-05,1,62.214314766808556,0.596411838484505,True,75,1.0904789296252262,1.1828101358469447
75,2020-04-06,1,62.214314766808556,0.596411838484505,True,76,1.1065179920582022,1.1828101358469447
76,2020-04-07,1,62.214314766808556,0.596411838484505,True,77,1.120210850491076,1.1828101358469447
77,2020-04-08,1,62.214314766808556,0.596411838484505,True,78,1.1318509724375576,1.1828101358469447
