,Report_Date,Western Sahara_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,89.98290614167705,4.452948077812626,False,1,0.001690272384865739,0.006171586278996128
1,2020-01-23,0,89.98290614167705,4.452948077812626,False,2,0.001861112214492745,0.006171586278996128
2,2020-01-24,0,89.98290614167705,4.452948077812626,False,3,0.0020492152560854485,0.006171586278996128
3,2020-01-25,0,89.98290614167705,4.452948077812626,False,4,0.0022563250979246298,0.006171586278996128
4,2020-01-26,0,89.98290614167705,4.452948077812626,False,5,0.002484361251917728,0.006171586278996128
5,2020-01-27,0,89.98290614167705,4.452948077812626,False,6,0.0027354368657971067,0.006171586278996128
6,2020-01-28,0,89.98290614167705,4.452948077812626,False,7,0.0030118782105211864,0.006171586278996128
7,2020-01-29,0,89.98290614167705,4.452948077812626,False,8,0.0033162461190793294,0.006171586278996128
8,2020-01-30,0,89.98290614167705,4.452948077812626,False,9,0.0036513595700240417,0.006171586278996128
9,2020-01-31,0,89.98290614167705,4.452948077812626,False,10,0.004020321627761889,0.006171586278996128
10,2020-02-01,0,89.98290614167705,4.452948077812626,False,11,0.004426547972057247,0.006171586278996128
11,2020-02-02,0,89.98290614167705,4.452948077812626,False,12,0.004873798271476685,0.006171586278996128
12,2020-02-03,0,89.98290614167705,4.452948077812626,False,13,0.005366210679768766,0.006171586278996128
13,2020-02-04,0,89.98290614167705,4.452948077812626,False,14,0.005908339760581637,0.006171586278996128
14,2020-02-05,0,89.98290614167705,4.452948077812626,False,15,0.00650519817461969,0.006171586278996128
15,2020-02-06,0,89.98290614167705,4.452948077812626,False,16,0.0071623024944834105,0.006171586278996128
16,2020-02-07,0,89.98290614167705,4.452948077812626,False,17,0.007885723546174648,0.006171586278996128
17,2020-02-08,0,89.98290614167705,4.452948077812626,False,18,0.008682141712729883,0.006171586278996128
18,2020-02-09,0,89.98290614167705,4.452948077812626,False,19,0.009558907674804737,0.006171586278996128
19,2020-02-10,0,89.98290614167705,4.452948077812626,False,20,0.010524109105397018,0.006171586278996128
20,2020-02-11,0,89.98290614167705,4.452948077812626,False,21,0.011586643881364473,0.006171586278996128
21,2020-02-12,0,89.98290614167705,4.452948077812626,False,22,0.012756300423037225,0.006171586278996128
22,2020-02-13,0,89.98290614167705,4.452948077812626,False,23,0.014043845825070945,0.006171586278996128
23,2020-02-14,0,89.98290614167705,4.452948077812626,False,24,0.015461122496706593,0.006171586278996128
24,2020-02-15,0,89.98290614167705,4.452948077812626,False,25,0.017021154087692072,0.006171586278996128
25,2020-02-16,0,89.98290614167705,4.452948077812626,False,26,0.018738261537082645,0.006171586278996128
26,2020-02-17,0,89.98290614167705,4.452948077812626,False,27,0.020628190145649317,0.006171586278996128
27,2020-02-18,0,89.98290614167705,4.452948077812626,False,28,0.02270824863821512,0.006171586278996128
28,2020-02-19,0,89.98290614167705,4.452948077812626,False,29,0.024997461249242705,0.006171586278996128
29,2020-02-20,0,89.98290614167705,4.452948077812626,False,30,0.027516733932511545,0.006171586278996128
30,2020-02-21,0,89.98290614167705,4.452948077812626,False,31,0.0302890358625535,0.006171586278996128
31,2020-02-22,0,89.98290614167705,4.452948077812626,False,32,0.033339597460110046,0.006171586278996128
32,2020-02-23,0,89.98290614167705,4.452948077812626,False,33,0.036696126234241906,0.006171586278996128
33,2020-02-24,0,89.98290614167705,4.452948077812626,False,34,0.04038904178734849,0.006171586278996128
34,2020-02-25,0,89.98290614167705,4.452948077812626,False,35,0.04445173137308518,0.006171586278996128
35,2020-02-26,0,89.98290614167705,4.452948077812626,False,36,0.048920827427091175,0.006171586278996128
36,2020-02-27,0,89.98290614167705,4.452948077812626,False,37,0.053836508501742236,0.006171586278996128
37,2020-02-28,0,89.98290614167705,4.452948077812626,False,38,0.05924282502293277,0.006171586278996128
38,2020-02-29,0,89.98290614167705,4.452948077812626,False,39,0.06518805124202981,0.006171586278996128
39,2020-03-01,0,89.98290614167705,4.452948077812626,False,40,0.07172506467101407,0.006171586278996128
40,2020-03-02,0,89.98290614167705,4.452948077812626,False,41,0.07891175415312895,0.006171586278996128
41,2020-03-03,0,89.98290614167705,4.452948077812626,False,42,0.08681145752284132,0.006171586278996128
42,2020-03-04,0,89.98290614167705,4.452948077812626,False,43,0.09549342953312624,0.006171586278996128
43,2020-03-05,0,89.98290614167705,4.452948077812626,False,44,0.10503334035808595,0.006171586278996128
44,2020-03-06,0,89.98290614167705,4.452948077812626,False,45,0.11551380449505118,0.006171586278996128
45,2020-03-07,0,89.98290614167705,4.452948077812626,False,46,0.12702493926997172,0.006171586278996128
46,2020-03-08,0,89.98290614167705,4.452948077812626,False,47,0.13966495136735255,0.006171586278996128
47,2020-03-09,0,89.98290614167705,4.452948077812626,False,48,0.15354074883230986,0.006171586278996128
48,2020-03-10,0,89.98290614167705,4.452948077812626,False,49,0.1687685747954584,0.006171586278996128
49,2020-03-11,0,89.98290614167705,4.452948077812626,False,50,0.18547465771645164,0.006171586278996128
50,2020-03-12,0,89.98290614167705,4.452948077812626,False,51,0.20379587119200965,0.006171586278996128
51,2020-03-13,0,89.98290614167705,4.452948077812626,False,52,0.2238803942909147,0.006171586278996128
52,2020-03-14,0,89.98290614167705,4.452948077812626,False,53,0.24588836092386723,0.006171586278996128
53,2020-03-15,0,89.98290614167705,4.452948077812626,False,54,0.26999248389501806,0.006171586278996128
54,2020-03-16,0,89.98290614167705,4.452948077812626,False,55,0.29637863598505254,0.006171586278996128
55,2020-03-17,0,89.98290614167705,4.452948077812626,False,56,0.32524636666356554,0.006171586278996128
56,2020-03-18,0,89.98290614167705,4.452948077812626,False,57,0.3568093288175305,0.006171586278996128
57,2020-03-19,0,89.98290614167705,4.452948077812626,False,58,0.391295585231989,0.006171586278996128
58,2020-03-20,0,89.98290614167705,4.452948077812626,False,59,0.4289477595192793,0.006171586278996128
59,2020-03-21,0,89.98290614167705,4.452948077812626,False,60,0.4700229908566104,0.006171586278996128
60,2020-03-22,0,89.98290614167705,4.452948077812626,False,61,0.5147926464050374,0.006171586278996128
61,2020-03-23,0,89.98290614167705,4.452948077812626,False,62,0.5635417398596234,0.006171586278996128
62,2020-03-24,0,89.98290614167705,4.452948077812626,False,63,0.6165679995158919,0.006171586278996128
63,2020-03-25,0,89.98290614167705,4.452948077812626,False,64,0.6741805249214077,0.006171586278996128
64,2020-03-26,0,89.98290614167705,4.452948077812626,False,65,0.7366979681094842,0.006171586278996128
65,2020-03-27,0,89.98290614167705,4.452948077812626,False,66,0.8044461741931817,0.006171586278996128
66,2020-03-28,0,89.98290614167705,4.452948077812626,False,67,0.8777552174521135,0.006171586278996128
67,2020-03-29,0,89.98290614167705,4.452948077812626,False,68,0.9569557737906403,0.006171586278996128
68,2020-03-30,0,89.98290614167705,4.452948077812626,False,69,1.0423747794713174,0.006171586278996128
69,2020-03-31,0,89.98290614167705,4.452948077812626,False,70,1.134330340237839,0.006171586278996128
70,2020-04-01,0,89.98290614167705,4.452948077812626,False,71,1.2331258751850427,0.006171586278996128
71,2020-04-02,0,89.98290614167705,4.452948077812626,False,72,1.3390435066951503,0.006171586278996128
72,2020-04-03,0,89.98290614167705,4.452948077812626,False,73,1.4523367418287902,0.006171586278996128
73,2020-04-04,0,89.98290614167705,4.452948077812626,False,74,1.5732225316729762,0.006171586278996128
74,2020-04-05,4,89.98290614167705,4.452948077812626,False,75,1.7018728426189835,0.006171586278996128
75,2020-04-06,4,89.98290614167705,4.452948077812626,False,76,1.838405925895022,0.006171586278996128
76,2020-04-07,4,89.98290614167705,4.452948077812626,False,77,1.982877526513188,0.006171586278996128
77,2020-04-08,4,89.98290614167705,4.452948077812626,False,78,2.1352723267190576,0.006171586278996128
