,Report_Date,China_xinjiang_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,16.47057930834275,38.25318071053648,True,1,2.1005789219683555,76.50635616648728
1,2020-01-23,2,16.47057930834275,38.25318071053648,True,2,2.6266391025478746,76.50635616648728
2,2020-01-24,2,16.47057930834275,38.25318071053648,True,3,3.278638369727843,76.50635616648728
3,2020-01-25,3,16.47057930834275,38.25318071053648,True,4,4.083535091155914,76.50635616648728
4,2020-01-26,4,16.47057930834275,38.25318071053648,True,5,5.0723443788291265,76.50635616648728
5,2020-01-27,5,16.47057930834275,38.25318071053648,True,6,6.279827688461254,76.50635616648728
6,2020-01-28,10,16.47057930834275,38.25318071053648,True,7,7.7435956453701955,76.50635616648728
7,2020-01-29,13,16.47057930834275,38.25318071053648,True,8,9.50238731918434,76.50635616648728
8,2020-01-30,14,16.47057930834275,38.25318071053648,True,9,11.593300445832934,76.50635616648728
9,2020-01-31,17,16.47057930834275,38.25318071053648,True,10,14.047839602351361,76.50635616648728
10,2020-02-01,18,16.47057930834275,38.25318071053648,True,11,16.88686336214287,76.50635616648728
11,2020-02-02,21,16.47057930834275,38.25318071053648,True,12,20.114865240571632,76.50635616648728
12,2020-02-03,24,16.47057930834275,38.25318071053648,True,13,23.714475463205325,76.50635616648728
13,2020-02-04,29,16.47057930834275,38.25318071053648,True,14,27.642485656802855,76.50635616648728
14,2020-02-05,32,16.47057930834275,38.25318071053648,True,15,31.828851909821324,76.50635616648728
15,2020-02-06,36,16.47057930834275,38.25318071053648,True,16,36.17979489691145,76.50635616648728
16,2020-02-07,39,16.47057930834275,38.25318071053648,True,17,40.585216191935686,76.50635616648728
17,2020-02-08,42,16.47057930834275,38.25318071053648,True,18,44.929410373133756,76.50635616648728
18,2020-02-09,45,16.47057930834275,38.25318071053648,True,19,49.102966519620196,76.50635616648728
19,2020-02-10,49,16.47057930834275,38.25318071053648,True,20,53.013336435541675,76.50635616648728
20,2020-02-11,55,16.47057930834275,38.25318071053648,True,21,56.592012732568456,76.50635616648728
21,2020-02-12,59,16.47057930834275,38.25318071053648,True,22,59.79737065270367,76.50635616648728
22,2020-02-13,63,16.47057930834275,38.25318071053648,True,23,62.6134588377216,76.50635616648728
23,2020-02-14,65,16.47057930834275,38.25318071053648,True,24,65.04589365567747,76.50635616648728
24,2020-02-15,70,16.47057930834275,38.25318071053648,True,25,67.1163152335018,76.50635616648728
25,2020-02-16,71,16.47057930834275,38.25318071053648,True,26,68.85668765086413,76.50635616648728
26,2020-02-17,75,16.47057930834275,38.25318071053648,True,27,70.30430292599765,76.50635616648728
27,2020-02-18,76,16.47057930834275,38.25318071053648,True,28,71.49789925838758,76.50635616648728
28,2020-02-19,76,16.47057930834275,38.25318071053648,True,29,72.47495807049275,76.50635616648728
29,2020-02-20,76,16.47057930834275,38.25318071053648,True,30,73.27003839740014,76.50635616648728
30,2020-02-21,76,16.47057930834275,38.25318071053648,True,31,73.91392062540578,76.50635616648728
31,2020-02-22,76,16.47057930834275,38.25318071053648,True,32,74.43332379534678,76.50635616648728
32,2020-02-23,76,16.47057930834275,38.25318071053648,True,33,74.85099361084542,76.50635616648728
33,2020-02-24,76,16.47057930834275,38.25318071053648,True,34,75.1860052164853,76.50635616648728
34,2020-02-25,76,16.47057930834275,38.25318071053648,True,35,75.45417058802481,76.50635616648728
35,2020-02-26,76,16.47057930834275,38.25318071053648,True,36,75.66847832502376,76.50635616648728
36,2020-02-27,76,16.47057930834275,38.25318071053648,True,37,75.83952213139966,76.50635616648728
37,2020-02-28,76,16.47057930834275,38.25318071053648,True,38,75.9758941711278,76.50635616648728
