,Report_Date,Latvia_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,68.83658246380664,357.8998327779349,True,1,0.008461008944358785,687.9014684139671
1,2020-01-23,0,68.83658246380664,357.8998327779349,True,2,0.010001312931873677,687.9014684139671
2,2020-01-24,0,68.83658246380664,357.8998327779349,True,3,0.011822020498288269,687.9014684139671
3,2020-01-25,0,68.83658246380664,357.8998327779349,True,4,0.013974175680387271,687.9014684139671
4,2020-01-26,0,68.83658246380664,357.8998327779349,True,5,0.016518113725821442,687.9014684139671
5,2020-01-27,0,68.83658246380664,357.8998327779349,True,6,0.019525152020930525,687.9014684139671
6,2020-01-28,0,68.83658246380664,357.8998327779349,True,7,0.023079588638913486,687.9014684139671
7,2020-01-29,0,68.83658246380664,357.8998327779349,True,8,0.027281064426059577,687.9014684139671
8,2020-01-30,0,68.83658246380664,357.8998327779349,True,9,0.03224735468999873,687.9014684139671
9,2020-01-31,0,68.83658246380664,357.8998327779349,True,10,0.03811766853396935,687.9014684139671
10,2020-02-01,0,68.83658246380664,357.8998327779349,True,11,0.04505654802348949,687.9014684139671
11,2020-02-02,0,68.83658246380664,357.8998327779349,True,12,0.05325847606281985,687.9014684139671
12,2020-02-03,0,68.83658246380664,357.8998327779349,True,13,0.06295332155188212,687.9014684139671
13,2020-02-04,0,68.83658246380664,357.8998327779349,True,14,0.07441277362199847,687.9014684139671
14,2020-02-05,0,68.83658246380664,357.8998327779349,True,15,0.08795794413427267,687.9014684139671
15,2020-02-06,0,68.83658246380664,357.8998327779349,True,16,0.10396834989646733,687.9014684139671
16,2020-02-07,0,68.83658246380664,357.8998327779349,True,17,0.12289252406324395,687.9014684139671
17,2020-02-08,0,68.83658246380664,357.8998327779349,True,18,0.14526055092030662,687.9014684139671
18,2020-02-09,0,68.83658246380664,357.8998327779349,True,19,0.17169887086355984,687.9014684139671
19,2020-02-10,0,68.83658246380664,357.8998327779349,True,20,0.20294776419694488,687.9014684139671
20,2020-02-11,0,68.83658246380664,357.8998327779349,True,21,0.2398819949137931,687.9014684139671
21,2020-02-12,0,68.83658246380664,357.8998327779349,True,22,0.28353518064233374,687.9014684139671
22,2020-02-13,0,68.83658246380664,357.8998327779349,True,23,0.33512855440870276,687.9014684139671
23,2020-02-14,0,68.83658246380664,357.8998327779349,True,24,0.3961049000301457,687.9014684139671
24,2020-02-15,0,68.83658246380664,357.8998327779349,True,25,0.468168578274979,687.9014684139671
25,2020-02-16,0,68.83658246380664,357.8998327779349,True,26,0.5533327181241297,687.9014684139671
26,2020-02-17,0,68.83658246380664,357.8998327779349,True,27,0.6539748294409964,687.9014684139671
27,2020-02-18,0,68.83658246380664,357.8998327779349,True,28,0.7729023031076826,687.9014684139671
28,2020-02-19,0,68.83658246380664,357.8998327779349,True,29,0.9134295051867273,687.9014684139671
29,2020-02-20,0,68.83658246380664,357.8998327779349,True,30,1.0794684456245809,687.9014684139671
30,2020-02-21,0,68.83658246380664,357.8998327779349,True,31,1.2756353115166834,687.9014684139671
