,Report_Date,UK_channel islands_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
45,2020-03-07,0,83.38645007960301,569.1680684784249,False,46,6.487739075538304,1138.3361369568495
46,2020-03-08,0,83.38645007960301,569.1680684784249,False,47,7.44195728287099,1138.3361369568495
47,2020-03-09,0,83.38645007960301,569.1680684784249,False,48,8.535463753047377,1138.3361369568495
48,2020-03-10,1,83.38645007960301,569.1680684784249,False,49,9.78825718153984,1138.3361369568495
49,2020-03-11,2,83.38645007960301,569.1680684784249,False,50,11.223102875765802,1138.3361369568495
50,2020-03-12,2,83.38645007960301,569.1680684784249,False,51,12.865882547930896,1138.3361369568495
51,2020-03-13,2,83.38645007960301,569.1680684784249,False,52,14.745977850311466,1138.3361369568495
52,2020-03-14,2,83.38645007960301,569.1680684784249,False,53,16.896687391418492,1138.3361369568495
53,2020-03-15,3,83.38645007960301,569.1680684784249,False,54,19.355675494786638,1138.3361369568495
54,2020-03-16,6,83.38645007960301,569.1680684784249,False,55,22.1654489203293,1138.3361369568495
55,2020-03-17,6,83.38645007960301,569.1680684784249,False,56,25.373855017938233,1138.3361369568495
56,2020-03-18,6,83.38645007960301,569.1680684784249,False,57,29.034591162322474,1138.3361369568495
57,2020-03-19,11,83.38645007960301,569.1680684784249,False,58,33.2077106527257,1138.3361369568495
58,2020-03-20,14,83.38645007960301,569.1680684784249,False,59,37.960104377216766,1138.3361369568495
59,2020-03-21,32,83.38645007960301,569.1680684784249,False,60,43.36593028688739,1138.3361369568495
60,2020-03-22,32,83.38645007960301,569.1680684784249,False,61,49.506954005214176,1138.3361369568495
61,2020-03-23,36,83.38645007960301,569.1680684784249,False,62,56.47275372425316,1138.3361369568495
62,2020-03-24,36,83.38645007960301,569.1680684784249,False,63,64.36073110312313,1138.3361369568495
63,2020-03-25,46,83.38645007960301,569.1680684784249,False,64,73.27585764861686,1138.3361369568495
64,2020-03-26,66,83.38645007960301,569.1680684784249,False,65,83.33007387302507,1138.3361369568495
65,2020-03-27,88,83.38645007960301,569.1680684784249,False,66,94.64124775574017,1138.3361369568495
66,2020-03-28,97,83.38645007960301,569.1680684784249,False,67,107.33159168613201,1138.3361369568495
67,2020-03-29,108,83.38645007960301,569.1680684784249,False,68,121.52543586000169,1138.3361369568495
68,2020-03-30,141,83.38645007960301,569.1680684784249,False,69,137.346264476984,1138.3361369568495
69,2020-03-31,141,83.38645007960301,569.1680684784249,False,70,154.9129430143209,1138.3361369568495
70,2020-04-01,172,83.38645007960301,569.1680684784249,False,71,174.33510441384678,1138.3361369568495
71,2020-04-02,193,83.38645007960301,569.1680684784249,False,72,195.70772263933324,1138.3361369568495
72,2020-04-03,232,83.38645007960301,569.1680684784249,False,73,219.10498537688952,1138.3361369568495
73,2020-04-04,262,83.38645007960301,569.1680684784249,False,74,244.5736820620244,1138.3361369568495
74,2020-04-05,309,83.38645007960301,569.1680684784249,False,75,272.12644254645147,1138.3361369568495
75,2020-04-06,323,83.38645007960301,569.1680684784249,False,76,301.73528320116714,1138.3361369568495
76,2020-04-07,335,83.38645007960301,569.1680684784249,False,77,333.32602247270614,1138.3361369568495
77,2020-04-08,351,83.38645007960301,569.1680684784249,False,78,366.77419336685625,1138.3361369568495
