,Report_Date,UK_falkland islands (islas malvinas)_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,89.55665970357231,2.30357770820832,False,1,0.0003092162396615514,0.0010540507813013374
1,2020-01-23,0,89.55665970357231,2.30357770820832,False,2,0.0003446536833494528,0.0010540507813013374
2,2020-01-24,0,89.55665970357231,2.30357770820832,False,3,0.0003841520641272387,0.0010540507813013374
3,2020-01-25,0,89.55665970357231,2.30357770820832,False,4,0.000428176661089628,0.0010540507813013374
4,2020-01-26,0,89.55665970357231,2.30357770820832,False,5,0.00047724604247794517,0.0010540507813013374
5,2020-01-27,0,89.55665970357231,2.30357770820832,False,6,0.0005319381641503428,0.0010540507813013374
6,2020-01-28,0,89.55665970357231,2.30357770820832,False,7,0.0005928971647997785,0.0010540507813013374
7,2020-01-29,0,89.55665970357231,2.30357770820832,False,8,0.000660840937239689,0.0010540507813013374
8,2020-01-30,0,89.55665970357231,2.30357770820832,False,9,0.0007365695640386034,0.0010540507813013374
9,2020-01-31,0,89.55665970357231,2.30357770820832,False,10,0.0008209747157419275,0.0010540507813013374
10,2020-02-01,0,89.55665970357231,2.30357770820832,False,11,0.0009150501209783497,0.0010540507813013374
11,2020-02-02,0,89.55665970357231,2.30357770820832,False,12,0.0010199032300266958,0.0010540507813013374
12,2020-02-03,0,89.55665970357231,2.30357770820832,False,13,0.001136768207044638,0.0010540507813013374
13,2020-02-04,0,89.55665970357231,2.30357770820832,False,14,0.001267020401273374,0.0010540507813013374
14,2020-02-05,0,89.55665970357231,2.30357770820832,False,15,0.0014121924642847008,0.0010540507813013374
15,2020-02-06,0,89.55665970357231,2.30357770820832,False,16,0.0015739922988944656,0.0010540507813013374
16,2020-02-07,0,89.55665970357231,2.30357770820832,False,17,0.0017543230459083857,0.0010540507813013374
17,2020-02-08,0,89.55665970357231,2.30357770820832,False,18,0.0019553053375859723,0.0010540507813013374
18,2020-02-09,0,89.55665970357231,2.30357770820832,False,19,0.0021793020718127412,0.0010540507813013374
19,2020-02-10,0,89.55665970357231,2.30357770820832,False,20,0.0024289459886808486,0.0010540507813013374
20,2020-02-11,0,89.55665970357231,2.30357770820832,False,21,0.0027071703617270806,0.0010540507813013374
21,2020-02-12,0,89.55665970357231,2.30357770820832,False,22,0.0030172431497093276,0.0010540507813013374
22,2020-02-13,0,89.55665970357231,2.30357770820832,False,23,0.003362804991771775,0.0010540507813013374
23,2020-02-14,0,89.55665970357231,2.30357770820832,False,24,0.0037479114694136157,0.0010540507813013374
24,2020-02-15,0,89.55665970357231,2.30357770820832,False,25,0.004177080103095182,0.0010540507813013374
25,2020-02-16,0,89.55665970357231,2.30357770820832,False,26,0.004655342599841622,0.0010540507813013374
26,2020-02-17,0,89.55665970357231,2.30357770820832,False,27,0.005188302921074239,0.0010540507813013374
27,2020-02-18,0,89.55665970357231,2.30357770820832,False,28,0.005782201797322679,0.0010540507813013374
28,2020-02-19,0,89.55665970357231,2.30357770820832,False,29,0.0064439883786127005,0.0010540507813013374
29,2020-02-20,0,89.55665970357231,2.30357770820832,False,30,0.007181399776285615,0.0010540507813013374
30,2020-02-21,0,89.55665970357231,2.30357770820832,False,31,0.008003049323798013,0.0010540507813013374
31,2020-02-22,0,89.55665970357231,2.30357770820832,False,32,0.008918524460561716,0.0010540507813013374
32,2020-02-23,0,89.55665970357231,2.30357770820832,False,33,0.009938495223836004,0.0010540507813013374
33,2020-02-24,0,89.55665970357231,2.30357770820832,False,34,0.011074834418581323,0.0010540507813013374
34,2020-02-25,0,89.55665970357231,2.30357770820832,False,35,0.012340750623245734,0.0010540507813013374
35,2020-02-26,0,89.55665970357231,2.30357770820832,False,36,0.01375093527953736,0.0010540507813013374
36,2020-02-27,0,89.55665970357231,2.30357770820832,False,37,0.015321725204728277,0.0010540507813013374
37,2020-02-28,0,89.55665970357231,2.30357770820832,False,38,0.017071281953738426,0.0010540507813013374
38,2020-02-29,0,89.55665970357231,2.30357770820832,False,39,0.019019789542228747,0.0010540507813013374
39,2020-03-01,0,89.55665970357231,2.30357770820832,False,40,0.021189672117336703,0.0010540507813013374
40,2020-03-02,0,89.55665970357231,2.30357770820832,False,41,0.023605833224530574,0.0010540507813013374
41,2020-03-03,0,89.55665970357231,2.30357770820832,False,42,0.026295918360964145,0.0010540507813013374
42,2020-03-04,0,89.55665970357231,2.30357770820832,False,43,0.029290602519611943,0.0010540507813013374
43,2020-03-05,0,89.55665970357231,2.30357770820832,False,44,0.03262390440423921,0.0010540507813013374
44,2020-03-06,0,89.55665970357231,2.30357770820832,False,45,0.03633352892034384,0.0010540507813013374
45,2020-03-07,0,89.55665970357231,2.30357770820832,False,46,0.040461239406116886,0.0010540507813013374
46,2020-03-08,0,89.55665970357231,2.30357770820832,False,47,0.045053260841301214,0.0010540507813013374
47,2020-03-09,0,89.55665970357231,2.30357770820832,False,48,0.050160714937713784,0.0010540507813013374
48,2020-03-10,0,89.55665970357231,2.30357770820832,False,49,0.05584008754571973,0.0010540507813013374
49,2020-03-11,0,89.55665970357231,2.30357770820832,False,50,0.062153728173588114,0.0010540507813013374
50,2020-03-12,0,89.55665970357231,2.30357770820832,False,51,0.06917038057330491,0.0010540507813013374
51,2020-03-13,0,89.55665970357231,2.30357770820832,False,52,0.07696574225297635,0.0010540507813013374
52,2020-03-14,0,89.55665970357231,2.30357770820832,False,53,0.08562304938223715,0.0010540507813013374
53,2020-03-15,0,89.55665970357231,2.30357770820832,False,54,0.09523368180705834,0.0010540507813013374
54,2020-03-16,0,89.55665970357231,2.30357770820832,False,55,0.10589778072299584,0.0010540507813013374
55,2020-03-17,0,89.55665970357231,2.30357770820832,False,56,0.11772486890688208,0.0010540507813013374
56,2020-03-18,0,89.55665970357231,2.30357770820832,False,57,0.13083446021143094,0.0010540507813013374
57,2020-03-19,0,89.55665970357231,2.30357770820832,False,58,0.1453566412243538,0.0010540507813013374
58,2020-03-20,0,89.55665970357231,2.30357770820832,False,59,0.16143260353298805,0.0010540507813013374
59,2020-03-21,0,89.55665970357231,2.30357770820832,False,60,0.17921509988630988,0.0010540507813013374
60,2020-03-22,0,89.55665970357231,2.30357770820832,False,61,0.1988687917095446,0.0010540507813013374
61,2020-03-23,0,89.55665970357231,2.30357770820832,False,62,0.2205704489511998,0.0010540507813013374
62,2020-03-24,0,89.55665970357231,2.30357770820832,False,63,0.24450895624481875,0.0010540507813013374
63,2020-03-25,0,89.55665970357231,2.30357770820832,False,64,0.27088507205658624,0.0010540507813013374
64,2020-03-26,0,89.55665970357231,2.30357770820832,False,65,0.2999108801931698,0.0010540507813013374
65,2020-03-27,0,89.55665970357231,2.30357770820832,False,66,0.33180886623925054,0.0010540507813013374
66,2020-03-28,0,89.55665970357231,2.30357770820832,False,67,0.3668105458370642,0.0010540507813013374
67,2020-03-29,0,89.55665970357231,2.30357770820832,False,68,0.40515456806961186,0.0010540507813013374
