,Report_Date,Fiji_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,86.6562885247401,32.507684274206454,False,1,0.0007425364549684577,0.18384431136983542
1,2020-01-23,0,86.6562885247401,32.507684274206454,False,2,0.000848039741686254,0.18384431136983542
2,2020-01-24,0,86.6562885247401,32.507684274206454,False,3,0.000968533238802935,0.18384431136983542
3,2020-01-25,0,86.6562885247401,32.507684274206454,False,4,0.0011061467305556855,0.18384431136983542
4,2020-01-26,0,86.6562885247401,32.507684274206454,False,5,0.0012633125767083468,0.18384431136983542
5,2020-01-27,0,86.6562885247401,32.507684274206454,False,6,0.001442808692745694,0.18384431136983542
6,2020-01-28,0,86.6562885247401,32.507684274206454,False,7,0.0016478076333944183,0.18384431136983542
7,2020-01-29,0,86.6562885247401,32.507684274206454,False,8,0.0018819326455796841,0.18384431136983542
8,2020-01-30,0,86.6562885247401,32.507684274206454,False,9,0.0021493216796560754,0.18384431136983542
9,2020-01-31,0,86.6562885247401,32.507684274206454,False,10,0.0024547004878187183,0.18384431136983542
10,2020-02-01,0,86.6562885247401,32.507684274206454,False,11,0.002803466098437045,0.18384431136983542
11,2020-02-02,0,86.6562885247401,32.507684274206454,False,12,0.0032017821374287847,0.18384431136983542
12,2020-02-03,0,86.6562885247401,32.507684274206454,False,13,0.003656687675855521,0.18384431136983542
13,2020-02-04,0,86.6562885247401,32.507684274206454,False,14,0.004176221520255166,0.18384431136983542
14,2020-02-05,0,86.6562885247401,32.507684274206454,False,15,0.004769564132900941,0.18384431136983542
15,2020-02-06,0,86.6562885247401,32.507684274206454,False,16,0.005447199677812052,0.18384431136983542
16,2020-02-07,0,86.6562885247401,32.507684274206454,False,17,0.0062211010401806545,0.18384431136983542
17,2020-02-08,0,86.6562885247401,32.507684274206454,False,18,0.007104941067864481,0.18384431136983542
18,2020-02-09,0,86.6562885247401,32.507684274206454,False,19,0.00811433374045015,0.18384431136983542
19,2020-02-10,0,86.6562885247401,32.507684274206454,False,20,0.009267109491722486,0.18384431136983542
20,2020-02-11,0,86.6562885247401,32.507684274206454,False,21,0.01058362950376175,0.18384431136983542
21,2020-02-12,0,86.6562885247401,32.507684274206454,False,22,0.012087144465003091,0.18384431136983542
22,2020-02-13,0,86.6562885247401,32.507684274206454,False,23,0.013804204051300797,0.18384431136983542
23,2020-02-14,0,86.6562885247401,32.507684274206454,False,24,0.015765124260534977,0.18384431136983542
24,2020-02-15,0,86.6562885247401,32.507684274206454,False,25,0.018004520721210227,0.18384431136983542
25,2020-02-16,0,86.6562885247401,32.507684274206454,False,26,0.020561917219011513,0.18384431136983542
26,2020-02-17,0,86.6562885247401,32.507684274206454,False,27,0.023482439959251276,0.18384431136983542
27,2020-02-18,0,86.6562885247401,32.507684274206454,False,28,0.026817609526164733,0.18384431136983542
28,2020-02-19,0,86.6562885247401,32.507684274206454,False,29,0.030626244132493083,0.18384431136983542
29,2020-02-20,0,86.6562885247401,32.507684274206454,False,30,0.03497548959695709,0.18384431136983542
30,2020-02-21,0,86.6562885247401,32.507684274206454,False,31,0.03994199356703165,0.18384431136983542
31,2020-02-22,0,86.6562885247401,32.507684274206454,False,32,0.04561324384542331,0.18384431136983542
32,2020-02-23,0,86.6562885247401,32.507684274206454,False,33,0.05208909330762306,0.18384431136983542
33,2020-02-24,0,86.6562885247401,32.507684274206454,False,34,0.05948349684237634,0.18384431136983542
34,2020-02-25,0,86.6562885247401,32.507684274206454,False,35,0.06792648903433693,0.18384431136983542
35,2020-02-26,0,86.6562885247401,32.507684274206454,False,36,0.07756643496475596,0.18384431136983542
36,2020-02-27,0,86.6562885247401,32.507684274206454,False,37,0.08857259055507942,0.18384431136983542
37,2020-02-28,0,86.6562885247401,32.507684274206454,False,38,0.10113801333781933,0.18384431136983542
38,2020-02-29,0,86.6562885247401,32.507684274206454,False,39,0.11548286941856709,0.18384431136983542
39,2020-03-01,0,86.6562885247401,32.507684274206454,False,40,0.1318581876892988,0.18384431136983542
40,2020-03-02,0,86.6562885247401,32.507684274206454,False,41,0.15055011804432034,0.18384431136983542
41,2020-03-03,0,86.6562885247401,32.507684274206454,False,42,0.17188475638817258,0.18384431136983542
42,2020-03-04,0,86.6562885247401,32.507684274206454,False,43,0.19623360552507477,0.18384431136983542
43,2020-03-05,0,86.6562885247401,32.507684274206454,False,44,0.22401974744803288,0.18384431136983542
44,2020-03-06,0,86.6562885247401,32.507684274206454,False,45,0.2557248089022856,0.18384431136983542
45,2020-03-07,0,86.6562885247401,32.507684274206454,False,46,0.2918968080940628,0.18384431136983542
46,2020-03-08,0,86.6562885247401,32.507684274206454,False,47,0.3331589756482943,0.18384431136983542
47,2020-03-09,0,86.6562885247401,32.507684274206454,False,48,0.3802196468353096,0.18384431136983542
48,2020-03-10,0,86.6562885247401,32.507684274206454,False,49,0.43388332394264567,0.18384431136983542
49,2020-03-11,0,86.6562885247401,32.507684274206454,False,50,0.495063006477225,0.18384431136983542
50,2020-03-12,0,86.6562885247401,32.507684274206454,False,51,0.5647938813547533,0.18384431136983542
51,2020-03-13,0,86.6562885247401,32.507684274206454,False,52,0.6442484537011229,0.18384431136983542
52,2020-03-14,0,86.6562885247401,32.507684274206454,False,53,0.7347531792320027,0.18384431136983542
53,2020-03-15,0,86.6562885247401,32.507684274206454,False,54,0.837806628723721,0.18384431136983542
54,2020-03-16,0,86.6562885247401,32.507684274206454,False,55,0.9550991705382428,0.18384431136983542
55,2020-03-17,0,86.6562885247401,32.507684274206454,False,56,1.0885340944978108,0.18384431136983542
56,2020-03-18,0,86.6562885247401,32.507684274206454,False,57,1.2402500148268296,0.18384431136983542
57,2020-03-19,1,86.6562885247401,32.507684274206454,False,58,1.4126442758131212,0.18384431136983542
58,2020-03-20,1,86.6562885247401,32.507684274206454,False,59,1.6083969350068243,0.18384431136983542
59,2020-03-21,1,86.6562885247401,32.507684274206454,False,60,1.830494708405623,0.18384431136983542
60,2020-03-22,2,86.6562885247401,32.507684274206454,False,61,2.082254023345594,0.18384431136983542
61,2020-03-23,3,86.6562885247401,32.507684274206454,False,62,2.3673420315832066,0.18384431136983542
62,2020-03-24,4,86.6562885247401,32.507684274206454,False,63,2.689794083006649,0.18384431136983542
63,2020-03-25,5,86.6562885247401,32.507684274206454,False,64,3.0540257487877436,0.18384431136983542
64,2020-03-26,5,86.6562885247401,32.507684274206454,False,65,3.464837016740132,0.18384431136983542
65,2020-03-27,5,86.6562885247401,32.507684274206454,False,66,3.927405775429331,0.18384431136983542
66,2020-03-28,5,86.6562885247401,32.507684274206454,False,67,4.447267184436583,0.18384431136983542
67,2020-03-29,5,86.6562885247401,32.507684274206454,False,68,5.030275040889106,0.18384431136983542
68,2020-03-30,5,86.6562885247401,32.507684274206454,False,69,5.6825408638765875,0.18384431136983542
69,2020-03-31,5,86.6562885247401,32.507684274206454,False,70,6.41034622162609,0.18384431136983542
70,2020-04-01,5,86.6562885247401,32.507684274206454,False,71,7.220023941812697,0.18384431136983542
71,2020-04-02,7,86.6562885247401,32.507684274206454,False,72,8.117804418303956,0.18384431136983542
72,2020-04-03,7,86.6562885247401,32.507684274206454,False,73,9.109624417693427,0.18384431136983542
73,2020-04-04,12,86.6562885247401,32.507684274206454,False,74,10.20089775020278,0.18384431136983542
74,2020-04-05,12,86.6562885247401,32.507684274206454,False,75,11.396250017537485,0.18384431136983542
75,2020-04-06,14,86.6562885247401,32.507684274206454,False,76,12.69922341675759,0.18384431136983542
76,2020-04-07,15,86.6562885247401,32.507684274206454,False,77,14.111962157181965,0.18384431136983542
77,2020-04-08,15,86.6562885247401,32.507684274206454,False,78,15.634894136460092,0.18384431136983542
