,Report_Date,Philippines_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
22,2020-02-13,3,79.47493187155115,4641.828840515184,False,23,2.597734300816236,9283.657681030367
23,2020-02-14,3,79.47493187155115,4641.828840515184,False,24,3.0025393361195336,9283.657681030367
24,2020-02-15,3,79.47493187155115,4641.828840515184,False,25,3.4704015681789846,9283.657681030367
25,2020-02-16,3,79.47493187155115,4641.828840515184,False,26,4.011135605196094,9283.657681030367
26,2020-02-17,3,79.47493187155115,4641.828840515184,False,27,4.636081000128207,9283.657681030367
27,2020-02-18,3,79.47493187155115,4641.828840515184,False,28,5.358338295285308,9283.657681030367
28,2020-02-19,3,79.47493187155115,4641.828840515184,False,29,6.193041303739639,9283.657681030367
29,2020-02-20,3,79.47493187155115,4641.828840515184,False,30,7.157671089444807,9283.657681030367
30,2020-02-21,3,79.47493187155115,4641.828840515184,False,31,8.272417897041315,9283.657681030367
31,2020-02-22,3,79.47493187155115,4641.828840515184,False,32,9.560598173694434,9283.657681030367
32,2020-02-23,3,79.47493187155115,4641.828840515184,False,33,11.049134828075585,9283.657681030367
33,2020-02-24,3,79.47493187155115,4641.828840515184,False,34,12.769109994058464,9283.657681030367
34,2020-02-25,3,79.47493187155115,4641.828840515184,False,35,14.756400815503538,9283.657681030367
35,2020-02-26,3,79.47493187155115,4641.828840515184,False,36,17.05241014745656,9283.657681030367
36,2020-02-27,3,79.47493187155115,4641.828840515184,False,37,19.704905577494095,9283.657681030367
37,2020-02-28,3,79.47493187155115,4641.828840515184,False,38,22.76898180133255,9283.657681030367
38,2020-02-29,3,79.47493187155115,4641.828840515184,False,39,26.3081631218126,9283.657681030367
39,2020-03-01,3,79.47493187155115,4641.828840515184,False,40,30.395664648558736,9283.657681030367
40,2020-03-02,3,79.47493187155115,4641.828840515184,False,41,35.11583260598672,9283.657681030367
41,2020-03-03,3,79.47493187155115,4641.828840515184,False,42,40.565785932005234,9283.657681030367
42,2020-03-04,3,79.47493187155115,4641.828840515184,False,43,46.85728295450187,9283.657681030367
43,2020-03-05,3,79.47493187155115,4641.828840515184,False,44,54.118838204764614,9283.657681030367
44,2020-03-06,5,79.47493187155115,4641.828840515184,False,45,62.49811513967092,9283.657681030367
45,2020-03-07,6,79.47493187155115,4641.828840515184,False,46,72.16462038788946,9283.657681030367
46,2020-03-08,10,79.47493187155115,4641.828840515184,False,47,83.31272369290384,9283.657681030367
47,2020-03-09,20,79.47493187155115,4641.828840515184,False,48,96.16502444608409,9283.657681030367
48,2020-03-10,33,79.47493187155115,4641.828840515184,False,49,110.9760798680327,9283.657681030367
49,2020-03-11,49,79.47493187155115,4641.828840515184,False,50,128.03650058544227,9283.657681030367
50,2020-03-12,52,79.47493187155115,4641.828840515184,False,51,147.67740540503237,9283.657681030367
51,2020-03-13,64,79.47493187155115,4641.828840515184,False,52,170.27520707765638,9283.657681030367
52,2020-03-14,111,79.47493187155115,4641.828840515184,False,53,196.25667305845903,9283.657681030367
53,2020-03-15,140,79.47493187155115,4641.828840515184,False,54,226.10416770734125,9283.657681030367
54,2020-03-16,142,79.47493187155115,4641.828840515184,False,55,260.3609328174531,9283.657681030367
55,2020-03-17,187,79.47493187155115,4641.828840515184,False,56,299.6361994937964,9283.657681030367
56,2020-03-18,202,79.47493187155115,4641.828840515184,False,57,344.6098440687593,9283.657681030367
57,2020-03-19,217,79.47493187155115,4641.828840515184,False,58,396.03620234445,9283.657681030367
58,2020-03-20,230,79.47493187155115,4641.828840515184,False,59,454.7465396113982,9283.657681030367
59,2020-03-21,307,79.47493187155115,4641.828840515184,False,60,521.6495403685125,9283.657681030367
60,2020-03-22,380,79.47493187155115,4641.828840515184,False,61,597.7290366224634,9283.657681030367
61,2020-03-23,462,79.47493187155115,4641.828840515184,False,62,684.0380472346479,9283.657681030367
62,2020-03-24,552,79.47493187155115,4641.828840515184,False,63,781.6880699911951,9283.657681030367
63,2020-03-25,636,79.47493187155115,4641.828840515184,False,64,891.8324784935645,9283.657681030367
64,2020-03-26,707,79.47493187155115,4641.828840515184,False,65,1015.642863076675,9283.657681030367
65,2020-03-27,803,79.47493187155115,4641.828840515184,False,66,1154.2772640028484,9283.657681030367
66,2020-03-28,1075,79.47493187155115,4641.828840515184,False,67,1308.8395285507745,9283.657681030367
67,2020-03-29,1418,79.47493187155115,4641.828840515184,False,68,1480.3295343635302,9283.657681030367
68,2020-03-30,1546,79.47493187155115,4641.828840515184,False,69,1669.584801599005,9283.657681030367
69,2020-03-31,2084,79.47493187155115,4641.828840515184,False,70,1877.2150799206513,9283.657681030367
70,2020-04-01,2311,79.47493187155115,4641.828840515184,False,71,2103.5328074404524,9283.657681030367
71,2020-04-02,2633,79.47493187155115,4641.828840515184,False,72,2348.4837904974765,9283.657681030367
72,2020-04-03,3018,79.47493187155115,4641.828840515184,False,73,2611.5838535553603,9283.657681030367
73,2020-04-04,3094,79.47493187155115,4641.828840515184,False,74,2891.8682840589036,9283.657681030367
74,2020-04-05,3246,79.47493187155115,4641.828840515184,False,75,3187.861324813031,9283.657681030367
75,2020-04-06,3660,79.47493187155115,4641.828840515184,False,76,3497.5724388682306,9283.657681030367
76,2020-04-07,3764,79.47493187155115,4641.828840515184,False,77,3818.5243888815403,9283.657681030367
77,2020-04-08,3870,79.47493187155115,4641.828840515184,False,78,4147.815338338791,9283.657681030367
