,Report_Date,New Zealand_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,77.87573593095695,1259.2809371345688,True,1,0.029197955385807935,2057.8868834227824
1,2020-01-23,0,77.87573593095695,1259.2809371345688,True,2,0.03384982978680043,2057.8868834227824
2,2020-01-24,0,77.87573593095695,1259.2809371345688,True,3,0.039242838214859514,2057.8868834227824
3,2020-01-25,0,77.87573593095695,1259.2809371345688,True,4,0.0454950537556566,2057.8868834227824
4,2020-01-26,0,77.87573593095695,1259.2809371345688,True,5,0.05274335883311022,2057.8868834227824
5,2020-01-27,0,77.87573593095695,1259.2809371345688,True,6,0.06114644111387427,2057.8868834227824
6,2020-01-28,0,77.87573593095695,1259.2809371345688,True,7,0.07088826643025917,2057.8868834227824
7,2020-01-29,0,77.87573593095695,1259.2809371345688,True,8,0.08218210461848072,2057.8868834227824
8,2020-01-30,0,77.87573593095695,1259.2809371345688,True,9,0.09527519622569532,2057.8868834227824
9,2020-01-31,0,77.87573593095695,1259.2809371345688,True,10,0.11045416200448789,2057.8868834227824
10,2020-02-01,0,77.87573593095695,1259.2809371345688,True,11,0.12805127328721372,2057.8868834227824
11,2020-02-02,0,77.87573593095695,1259.2809371345688,True,12,0.1484517200610657,2057.8868834227824
12,2020-02-03,0,77.87573593095695,1259.2809371345688,True,13,0.17210203524736986,2057.8868834227824
13,2020-02-04,0,77.87573593095695,1259.2809371345688,True,14,0.1995198587858583,2057.8868834227824
14,2020-02-05,0,77.87573593095695,1259.2809371345688,True,15,0.23130525416683037,2057.8868834227824
15,2020-02-06,0,77.87573593095695,1259.2809371345688,True,16,0.26815382365127327,2057.8868834227824
16,2020-02-07,0,77.87573593095695,1259.2809371345688,True,17,0.31087190727213315,2057.8868834227824
17,2020-02-08,0,77.87573593095695,1259.2809371345688,True,18,0.3603941956231342,2057.8868834227824
18,2020-02-09,0,77.87573593095695,1259.2809371345688,True,19,0.4178041383357101,2057.8868834227824
19,2020-02-10,0,77.87573593095695,1259.2809371345688,True,20,0.4843575900719898,2057.8868834227824
