,Report_Date,New Zealand_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
20,2020-02-11,0,77.87573593095695,1259.2809371345688,True,21,0.5615102050217509,2057.8868834227824
21,2020-02-12,0,77.87573593095695,1259.2809371345688,True,22,0.6509491706467578,2057.8868834227824
22,2020-02-13,0,77.87573593095695,1259.2809371345688,True,23,0.7546299633100354,2057.8868834227824
23,2020-02-14,0,77.87573593095695,1259.2809371345688,True,24,0.8748189141998801,2057.8868834227824
24,2020-02-15,0,77.87573593095695,1259.2809371345688,True,25,1.0141424955590057,2057.8868834227824
25,2020-02-16,0,77.87573593095695,1259.2809371345688,True,26,1.1756443768302098,2057.8868834227824
26,2020-02-17,0,77.87573593095695,1259.2809371345688,True,27,1.362851460330526,2057.8868834227824
27,2020-02-18,0,77.87573593095695,1259.2809371345688,True,28,1.5798502890882007,2057.8868834227824
28,2020-02-19,0,77.87573593095695,1259.2809371345688,True,29,1.8313754283482906,2057.8868834227824
29,2020-02-20,0,77.87573593095695,1259.2809371345688,True,30,2.122911659966831,2057.8868834227824
30,2020-02-21,0,77.87573593095695,1259.2809371345688,True,31,2.460812098561855,2057.8868834227824
31,2020-02-22,0,77.87573593095695,1259.2809371345688,True,32,2.8524346429510583,2057.8868834227824
32,2020-02-23,0,77.87573593095695,1259.2809371345688,True,33,3.3062995189779487,2057.8868834227824
33,2020-02-24,0,77.87573593095695,1259.2809371345688,True,34,3.832271052777352,2057.8868834227824
34,2020-02-25,0,77.87573593095695,1259.2809371345688,True,35,4.441767238532715,2057.8868834227824
35,2020-02-26,0,77.87573593095695,1259.2809371345688,True,36,5.148001132208859,2057.8868834227824
36,2020-02-27,0,77.87573593095695,1259.2809371345688,True,37,5.966258610976838,2057.8868834227824
37,2020-02-28,1,77.87573593095695,1259.2809371345688,True,38,6.914217582479247,2057.8868834227824
38,2020-02-29,1,77.87573593095695,1259.2809371345688,True,39,8.012314299822448,2057.8868834227824
39,2020-03-01,1,77.87573593095695,1259.2809371345688,True,40,9.284163022279227,2057.8868834227824
40,2020-03-02,1,77.87573593095695,1259.2809371345688,True,41,10.757035834800062,2057.8868834227824
41,2020-03-03,1,77.87573593095695,1259.2809371345688,True,42,12.462409966757766,2057.8868834227824
42,2020-03-04,3,77.87573593095695,1259.2809371345688,True,43,14.436590381640965,2057.8868834227824
43,2020-03-05,3,77.87573593095695,1259.2809371345688,True,44,16.721415673898324,2057.8868834227824
44,2020-03-06,4,77.87573593095695,1259.2809371345688,True,45,19.365055309137315,2057.8868834227824
45,2020-03-07,5,77.87573593095695,1259.2809371345688,True,46,22.422905846941187,2057.8868834227824
46,2020-03-08,5,77.87573593095695,1259.2809371345688,True,47,25.95859281499386,2057.8868834227824
47,2020-03-09,5,77.87573593095695,1259.2809371345688,True,48,30.045083127098092,2057.8868834227824
48,2020-03-10,5,77.87573593095695,1259.2809371345688,True,49,34.765910056803186,2057.8868834227824
49,2020-03-11,5,77.87573593095695,1259.2809371345688,True,50,40.216508413750866,2057.8868834227824
50,2020-03-12,5,77.87573593095695,1259.2809371345688,True,51,46.50565125179176,2057.8868834227824
51,2020-03-13,5,77.87573593095695,1259.2809371345688,True,52,53.75697059936217,2057.8868834227824
52,2020-03-14,6,77.87573593095695,1259.2809371345688,True,53,62.110532681643505,2057.8868834227824
53,2020-03-15,8,77.87573593095695,1259.2809371345688,True,54,71.72442216284276,2057.8868834227824
54,2020-03-16,8,77.87573593095695,1259.2809371345688,True,55,82.77626930771211,2057.8868834227824
55,2020-03-17,12,77.87573593095695,1259.2809371345688,True,56,95.46462793364428,2057.8868834227824
56,2020-03-18,20,77.87573593095695,1259.2809371345688,True,57,110.0100800924014,2057.8868834227824
57,2020-03-19,28,77.87573593095695,1259.2809371345688,True,58,126.65590551125977,2057.8868834227824
58,2020-03-20,39,77.87573593095695,1259.2809371345688,True,59,145.66811063008998,2057.8868834227824
59,2020-03-21,52,77.87573593095695,1259.2809371345688,True,60,167.33456550225281,2057.8868834227824
60,2020-03-22,102,77.87573593095695,1259.2809371345688,True,61,191.96295057147893,2057.8868834227824
61,2020-03-23,102,77.87573593095695,1259.2809371345688,True,62,219.87717549795664,2057.8868834227824
62,2020-03-24,155,77.87573593095695,1259.2809371345688,True,63,251.41190790520432,2057.8868834227824
63,2020-03-25,205,77.87573593095695,1259.2809371345688,True,64,286.9048536569338,2057.8868834227824
64,2020-03-26,283,77.87573593095695,1259.2809371345688,True,65,326.6864777416784,2057.8868834227824
65,2020-03-27,368,77.87573593095695,1259.2809371345688,True,66,371.0669637375727,2057.8868834227824
66,2020-03-28,451,77.87573593095695,1259.2809371345688,True,67,420.32039717399164,2057.8868834227824
67,2020-03-29,514,77.87573593095695,1259.2809371345688,True,68,474.6664356947357,2057.8868834227824
68,2020-03-30,589,77.87573593095695,1259.2809371345688,True,69,534.2500968675462,2057.8868834227824
69,2020-03-31,647,77.87573593095695,1259.2809371345688,True,70,599.120733595375,2057.8868834227824
70,2020-04-01,708,77.87573593095695,1259.2809371345688,True,71,669.2117320207693,2057.8868834227824
71,2020-04-02,797,77.87573593095695,1259.2809371345688,True,72,744.322883040193,2057.8868834227824
72,2020-04-03,868,77.87573593095695,1259.2809371345688,True,73,824.1076470029673,2057.8868834227824
73,2020-04-04,950,77.87573593095695,1259.2809371345688,True,74,908.067543849037,2057.8868834227824
74,2020-04-05,1039,77.87573593095695,1259.2809371345688,True,75,995.5555677334834,2057.8868834227824
75,2020-04-06,1106,77.87573593095695,1259.2809371345688,True,76,1085.7898074617067,2057.8868834227824
76,2020-04-07,1160,77.87573593095695,1259.2809371345688,True,77,1177.8773947130169,2057.8868834227824
77,2020-04-08,1210,77.87573593095695,1259.2809371345688,True,78,1270.8476384056135,2057.8868834227824
