,Report_Date,Czechia_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,70.98694514425588,3515.8273538852086,True,1,0.08269664965590218,6612.800730011079
1,2020-01-23,0,70.98694514425588,3515.8273538852086,True,2,0.09725736566584439,6612.800730011079
2,2020-01-24,0,70.98694514425588,3515.8273538852086,True,3,0.11438180103792321,6612.800730011079
3,2020-01-25,0,70.98694514425588,3515.8273538852086,True,4,0.1345213363428938,6612.800730011079
4,2020-01-26,0,70.98694514425588,3515.8273538852086,True,5,0.15820681822995747,6612.800730011079
5,2020-01-27,0,70.98694514425588,3515.8273538852086,True,6,0.1860625471772954,6612.800730011079
6,2020-01-28,0,70.98694514425588,3515.8273538852086,True,7,0.21882272649082465,6612.800730011079
7,2020-01-29,0,70.98694514425588,3515.8273538852086,True,8,0.25735080528163223,6612.800730011079
8,2020-01-30,0,70.98694514425588,3515.8273538852086,True,9,0.3026622241021336,6612.800730011079
9,2020-01-31,0,70.98694514425588,3515.8273538852086,True,10,0.3559511611500824,6612.800730011079
10,2020-02-01,0,70.98694514425588,3515.8273538852086,True,11,0.41862198176055815,6612.800730011079
11,2020-02-02,0,70.98694514425588,3515.8273538852086,True,12,0.4923262169931365,6612.800730011079
12,2020-02-03,0,70.98694514425588,3515.8273538852086,True,13,0.5790060416342016,6612.800730011079
13,2020-02-04,0,70.98694514425588,3515.8273538852086,True,14,0.6809453915508347,6612.800730011079
14,2020-02-05,0,70.98694514425588,3515.8273538852086,True,15,0.8008300593424035,6612.800730011079
15,2020-02-06,0,70.98694514425588,3515.8273538852086,True,16,0.941818340633753,6612.800730011079
16,2020-02-07,0,70.98694514425588,3515.8273538852086,True,17,1.1076240769451087,6612.800730011079
17,2020-02-08,0,70.98694514425588,3515.8273538852086,True,18,1.3026142615906893,6612.800730011079
18,2020-02-09,0,70.98694514425588,3515.8273538852086,True,19,1.5319237502866982,6612.800730011079
19,2020-02-10,0,70.98694514425588,3515.8273538852086,True,20,1.8015900570651795,6612.800730011079
20,2020-02-11,0,70.98694514425588,3515.8273538852086,True,21,2.118711728998281,6612.800730011079
21,2020-02-12,0,70.98694514425588,3515.8273538852086,True,22,2.491634391911614,6612.800730011079
22,2020-02-13,0,70.98694514425588,3515.8273538852086,True,23,2.930169257075731,6612.800730011079
23,2020-02-14,0,70.98694514425588,3515.8273538852086,True,24,3.4458496908787333,6612.800730011079
24,2020-02-15,0,70.98694514425588,3515.8273538852086,True,25,4.052232392516274,6612.800730011079
25,2020-02-16,0,70.98694514425588,3515.8273538852086,True,26,4.765250817319602,6612.800730011079
26,2020-02-17,0,70.98694514425588,3515.8273538852086,True,27,5.6036297455607755,6612.800730011079
27,2020-02-18,0,70.98694514425588,3515.8273538852086,True,28,6.589371349696691,6612.800730011079
28,2020-02-19,0,70.98694514425588,3515.8273538852086,True,29,7.748324778830785,6612.800730011079
29,2020-02-20,0,70.98694514425588,3515.8273538852086,True,30,9.110853178898846,6612.800730011079
30,2020-02-21,0,70.98694514425588,3515.8273538852086,True,31,10.71261421964064,6612.800730011079
31,2020-02-22,0,70.98694514425588,3515.8273538852086,True,32,12.595472618825069,6612.800730011079
32,2020-02-23,0,70.98694514425588,3515.8273538852086,True,33,14.808565845752778,6612.800730011079
33,2020-02-24,0,70.98694514425588,3515.8273538852086,True,34,17.40954714082765,6612.800730011079
34,2020-02-25,0,70.98694514425588,3515.8273538852086,True,35,20.46603317495238,6612.800730011079
35,2020-02-26,0,70.98694514425588,3515.8273538852086,True,36,24.05728702762553,6612.800730011079
36,2020-02-27,0,70.98694514425588,3515.8273538852086,True,37,28.2761705737203,6612.800730011079
37,2020-02-28,0,70.98694514425588,3515.8273538852086,True,38,33.23140365511347,6612.800730011079
38,2020-02-29,0,70.98694514425588,3515.8273538852086,True,39,39.050170297370926,6612.800730011079
39,2020-03-01,3,70.98694514425588,3515.8273538852086,True,40,45.88111430345588,6612.800730011079
40,2020-03-02,3,70.98694514425588,3515.8273538852086,True,41,53.897767225433725,6612.800730011079
41,2020-03-03,5,70.98694514425588,3515.8273538852086,True,42,63.30245015019714,6612.800730011079
42,2020-03-04,8,70.98694514425588,3515.8273538852086,True,43,74.3306857897296,6612.800730011079
43,2020-03-05,12,70.98694514425588,3515.8273538852086,True,44,87.25614748930158,6612.800730011079
44,2020-03-06,18,70.98694514425588,3515.8273538852086,True,45,102.39615490215749,6612.800730011079
45,2020-03-07,19,70.98694514425588,3515.8273538852086,True,46,120.11769956130168,6612.800730011079
46,2020-03-08,31,70.98694514425588,3515.8273538852086,True,47,140.843944042081,6612.800730011079
47,2020-03-09,31,70.98694514425588,3515.8273538852086,True,48,165.06108173931332,6612.800730011079
48,2020-03-10,41,70.98694514425588,3515.8273538852086,True,49,193.32536566446876,6612.800730011079
49,2020-03-11,91,70.98694514425588,3515.8273538852086,True,50,226.2700088075251,6612.800730011079
50,2020-03-12,94,70.98694514425588,3515.8273538852086,True,51,264.6115202471964,6612.800730011079
51,2020-03-13,141,70.98694514425588,3515.8273538852086,True,52,309.15486608463965,6612.800730011079
52,2020-03-14,189,70.98694514425588,3515.8273538852086,True,53,360.7966308152467,6612.800730011079
53,2020-03-15,253,70.98694514425588,3515.8273538852086,True,54,420.52510649510646,6612.800730011079
54,2020-03-16,298,70.98694514425588,3515.8273538852086,True,55,489.415966286908,6612.800730011079
55,2020-03-17,396,70.98694514425588,3515.8273538852086,True,56,568.6219113232612,6612.800730011079
56,2020-03-18,464,70.98694514425588,3515.8273538852086,True,57,659.354459590447,6612.800730011079
57,2020-03-19,694,70.98694514425588,3515.8273538852086,True,58,762.8559405215402,6612.800730011079
58,2020-03-20,833,70.98694514425588,3515.8273538852086,True,59,880.3598628445319,6612.800730011079
59,2020-03-21,995,70.98694514425588,3515.8273538852086,True,60,1013.038251764275,6612.800730011079
60,2020-03-22,1120,70.98694514425588,3515.8273538852086,True,61,1161.9354284418996,6612.800730011079
61,2020-03-23,1236,70.98694514425588,3515.8273538852086,True,62,1327.8891319210818,6612.800730011079
62,2020-03-24,1394,70.98694514425588,3515.8273538852086,True,63,1511.4418940952519,6612.800730011079
63,2020-03-25,1654,70.98694514425588,3515.8273538852086,True,64,1712.748075008889,6612.800730011079
