,Report_Date,Netherlands_aruba_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,71.52759328579499,53.8060222449888,True,1,0.0012640343443862622,100.51986498183848
1,2020-01-23,0,71.52759328579499,53.8060222449888,True,2,0.0014847764689457867,100.51986498183848
2,2020-01-24,0,71.52759328579499,53.8060222449888,True,3,0.0017440668307767218,100.51986498183848
3,2020-01-25,0,71.52759328579499,53.8060222449888,True,4,0.0020486368782872784,100.51986498183848
4,2020-01-26,0,71.52759328579499,53.8060222449888,True,5,0.0024063934424089733,100.51986498183848
5,2020-01-27,0,71.52759328579499,53.8060222449888,True,6,0.002826623936675813,100.51986498183848
6,2020-01-28,0,71.52759328579499,53.8060222449888,True,7,0.003320237368452883,100.51986498183848
7,2020-01-29,0,71.52759328579499,53.8060222449888,True,8,0.003900047406076703,100.51986498183848
8,2020-01-30,0,71.52759328579499,53.8060222449888,True,9,0.00458110483375917,100.51986498183848
9,2020-01-31,0,71.52759328579499,53.8060222449888,True,10,0.005381088001724521,100.51986498183848
10,2020-02-01,0,71.52759328579499,53.8060222449888,True,11,0.006320761375618974,100.51986498183848
11,2020-02-02,0,71.52759328579499,53.8060222449888,True,12,0.0074245140446527625,100.51986498183848
12,2020-02-03,0,71.52759328579499,53.8060222449888,True,13,0.008720992106458594,100.51986498183848
13,2020-02-04,0,71.52759328579499,53.8060222449888,True,14,0.01024384125990181,100.51986498183848
14,2020-02-05,0,71.52759328579499,53.8060222449888,True,15,0.012032578765197123,100.51986498183848
15,2020-02-06,0,71.52759328579499,53.8060222449888,True,16,0.014133617243634725,100.51986498183848
16,2020-02-07,0,71.52759328579499,53.8060222449888,True,17,0.016601466668228933,100.51986498183848
17,2020-02-08,0,71.52759328579499,53.8060222449888,True,18,0.01950014543579699,100.51986498183848
18,2020-02-09,0,71.52759328579499,53.8060222449888,True,19,0.022904836719122242,100.51986498183848
19,2020-02-10,0,71.52759328579499,53.8060222449888,True,20,0.02690383250025223,100.51986498183848
20,2020-02-11,0,71.52759328579499,53.8060222449888,True,21,0.03160081492641417,100.51986498183848
21,2020-02-12,0,71.52759328579499,53.8060222449888,True,22,0.03711753307272196,100.51986498183848
22,2020-02-13,0,71.52759328579499,53.8060222449888,True,23,0.043596943027280476,100.51986498183848
23,2020-02-14,0,71.52759328579499,53.8060222449888,True,24,0.05120689064467832,100.51986498183848
24,2020-02-15,0,71.52759328579499,53.8060222449888,True,25,0.06014442957798598,100.51986498183848
25,2020-02-16,0,71.52759328579499,53.8060222449888,True,26,0.07064088255637685,100.51986498183848
26,2020-02-17,0,71.52759328579499,53.8060222449888,True,27,0.08296777160689474,100.51986498183848
27,2020-02-18,0,71.52759328579499,53.8060222449888,True,28,0.09744376332408683,100.51986498183848
28,2020-02-19,0,71.52759328579499,53.8060222449888,True,29,0.11444279867903025,100.51986498183848
29,2020-02-20,0,71.52759328579499,53.8060222449888,True,30,0.13440360353388756,100.51986498183848
30,2020-02-21,0,71.52759328579499,53.8060222449888,True,31,0.1578408062669738,100.51986498183848
31,2020-02-22,0,71.52759328579499,53.8060222449888,True,32,0.1853579229335674,100.51986498183848
32,2020-02-23,0,71.52759328579499,53.8060222449888,True,33,0.21766250829676562,100.51986498183848
33,2020-02-24,0,71.52759328579499,53.8060222449888,True,34,0.25558381278690245,100.51986498183848
34,2020-02-25,0,71.52759328579499,53.8060222449888,True,35,0.30009333063116295,100.51986498183848
35,2020-02-26,0,71.52759328579499,53.8060222449888,True,36,0.3523286722564132,100.51986498183848
36,2020-02-27,0,71.52759328579499,53.8060222449888,True,37,0.4136212432069313,100.51986498183848
37,2020-02-28,0,71.52759328579499,53.8060222449888,True,38,0.48552825994632376,100.51986498183848
38,2020-02-29,0,71.52759328579499,53.8060222449888,True,39,0.5698696764948298,100.51986498183848
39,2020-03-01,0,71.52759328579499,53.8060222449888,True,40,0.6687706296327779,100.51986498183848
