,Report_Date,Netherlands_aruba_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
40,2020-03-02,0,71.52759328579499,53.8060222449888,True,41,0.7847100267796636,100.51986498183848
41,2020-03-03,0,71.52759328579499,53.8060222449888,True,42,0.9205758889040401,100.51986498183848
42,2020-03-04,0,71.52759328579499,53.8060222449888,True,43,1.0797280060800354,100.51986498183848
43,2020-03-05,0,71.52759328579499,53.8060222449888,True,44,1.266068345421387,100.51986498183848
44,2020-03-06,0,71.52759328579499,53.8060222449888,True,45,1.4841194432584754,100.51986498183848
45,2020-03-07,0,71.52759328579499,53.8060222449888,True,46,1.739110680608122,100.51986498183848
46,2020-03-08,0,71.52759328579499,53.8060222449888,True,47,2.0370718387475484,100.51986498183848
47,2020-03-09,0,71.52759328579499,53.8060222449888,True,48,2.384932605142072,100.51986498183848
48,2020-03-10,0,71.52759328579499,53.8060222449888,True,49,2.7906256838796435,100.51986498183848
49,2020-03-11,0,71.52759328579499,53.8060222449888,True,50,3.2631897857370165,100.51986498183848
50,2020-03-12,0,71.52759328579499,53.8060222449888,True,51,3.8128669550317094,100.51986498183848
51,2020-03-13,2,71.52759328579499,53.8060222449888,True,52,4.451186365934221,100.51986498183848
52,2020-03-14,2,71.52759328579499,53.8060222449888,True,53,5.191023849970158,100.51986498183848
53,2020-03-15,2,71.52759328579499,53.8060222449888,True,54,6.046623016997682,100.51986498183848
54,2020-03-16,2,71.52759328579499,53.8060222449888,True,55,7.033560024123603,100.51986498183848
55,2020-03-17,3,71.52759328579499,53.8060222449888,True,56,8.168630112446094,100.51986498183848
56,2020-03-18,4,71.52759328579499,53.8060222449888,True,57,9.46963048489954,100.51986498183848
57,2020-03-19,4,71.52759328579499,53.8060222449888,True,58,10.955011760853447,100.51986498183848
58,2020-03-20,5,71.52759328579499,53.8060222449888,True,59,12.64337029353766,100.51986498183848
59,2020-03-21,5,71.52759328579499,53.8060222449888,True,60,14.552757602124437,100.51986498183848
60,2020-03-22,9,71.52759328579499,53.8060222449888,True,61,16.699792797851227,100.51986498183848
61,2020-03-23,9,71.52759328579499,53.8060222449888,True,62,19.098580822982008,100.51986498183848
62,2020-03-24,12,71.52759328579499,53.8060222449888,True,63,21.75946457216948,100.51986498183848
63,2020-03-25,17,71.52759328579499,53.8060222449888,True,64,24.687672092694243,100.51986498183848
64,2020-03-26,28,71.52759328579499,53.8060222449888,True,65,27.88195831047724,100.51986498183848
65,2020-03-27,33,71.52759328579499,53.8060222449888,True,66,31.333378357542962,100.51986498183848
66,2020-03-28,46,71.52759328579499,53.8060222449888,True,67,35.02435785179641,100.51986498183848
67,2020-03-29,50,71.52759328579499,53.8060222449888,True,68,38.92823387663862,100.51986498183848
68,2020-03-30,50,71.52759328579499,53.8060222449888,True,69,43.00941924757366,100.51986498183848
69,2020-03-31,55,71.52759328579499,53.8060222449888,True,70,47.22428683562033,100.51986498183848
70,2020-04-01,55,71.52759328579499,53.8060222449888,True,71,51.52278336901477,100.51986498183848
71,2020-04-02,60,71.52759328579499,53.8060222449888,True,72,55.850676387703814,100.51986498183848
72,2020-04-03,62,71.52759328579499,53.8060222449888,True,73,60.1522353316405,100.51986498183848
73,2020-04-04,64,71.52759328579499,53.8060222449888,True,74,64.37307237999741,100.51986498183848
74,2020-04-05,64,71.52759328579499,53.8060222449888,True,75,68.4628400065474,100.51986498183848
75,2020-04-06,71,71.52759328579499,53.8060222449888,True,76,72.37750793703566,100.51986498183848
76,2020-04-07,74,71.52759328579499,53.8060222449888,True,77,76.08101540372986,100.51986498183848
77,2020-04-08,77,71.52759328579499,53.8060222449888,True,78,79.54619640155968,100.51986498183848
