,Report_Date,Greece_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,67.58951407336097,1132.755953713477,True,1,0.07860454459477448,2172.1979374133657
1,2020-01-23,0,67.58951407336097,1132.755953713477,True,2,0.09171031919709272,2172.1979374133657
2,2020-01-24,0,67.58951407336097,1132.755953713477,True,3,0.107001122873337,2172.1979374133657
3,2020-01-25,0,67.58951407336097,1132.755953713477,True,4,0.12484121211030272,2172.1979374133657
4,2020-01-26,0,67.58951407336097,1132.755953713477,True,5,0.145655553506091,2172.1979374133657
5,2020-01-27,0,67.58951407336097,1132.755953713477,True,6,0.16993993737255067,2172.1979374133657
6,2020-01-28,0,67.58951407336097,1132.755953713477,True,7,0.1982727743891594,2172.1979374133657
7,2020-01-29,0,67.58951407336097,1132.755953713477,True,8,0.23132885475758366,2172.1979374133657
8,2020-01-30,0,67.58951407336097,1132.755953713477,True,9,0.2698953954755021,2172.1979374133657
9,2020-01-31,0,67.58951407336097,1132.755953713477,True,10,0.31489075506235736,2172.1979374133657
10,2020-02-01,0,67.58951407336097,1132.755953713477,True,11,0.3673862575312124,2172.1979374133657
11,2020-02-02,0,67.58951407336097,1132.755953713477,True,12,0.42863163999316106,2172.1979374133657
12,2020-02-03,0,67.58951407336097,1132.755953713477,True,13,0.5000847225906949,2172.1979374133657
13,2020-02-04,0,67.58951407336097,1132.755953713477,True,14,0.5834459972988784,2172.1979374133657
14,2020-02-05,0,67.58951407336097,1132.755953713477,True,15,0.6806989455755725,2172.1979374133657
15,2020-02-06,0,67.58951407336097,1132.755953713477,True,16,0.7941570262287453,2172.1979374133657
16,2020-02-07,0,67.58951407336097,1132.755953713477,True,17,0.9265184268434672,2172.1979374133657
17,2020-02-08,0,67.58951407336097,1132.755953713477,True,18,1.0809298476329636,2172.1979374133657
18,2020-02-09,0,67.58951407336097,1132.755953713477,True,19,1.2610607889308094,2172.1979374133657
19,2020-02-10,0,67.58951407336097,1132.755953713477,True,20,1.4711900463273093,2172.1979374133657
20,2020-02-11,0,67.58951407336097,1132.755953713477,True,21,1.7163063845651902,2172.1979374133657
21,2020-02-12,0,67.58951407336097,1132.755953713477,True,22,2.002225666870777,2172.1979374133657
22,2020-02-13,0,67.58951407336097,1132.755953713477,True,23,2.335727064651024,2172.1979374133657
23,2020-02-14,0,67.58951407336097,1132.755953713477,True,24,2.724711367622404,2172.1979374133657
24,2020-02-15,0,67.58951407336097,1132.755953713477,True,25,3.178384860313168,2172.1979374133657
25,2020-02-16,0,67.58951407336097,1132.755953713477,True,26,3.707472730615825,2172.1979374133657
26,2020-02-17,0,67.58951407336097,1132.755953713477,True,27,4.324466531448702,2172.1979374133657
27,2020-02-18,0,67.58951407336097,1132.755953713477,True,28,5.043910827220107,2172.1979374133657
28,2020-02-19,0,67.58951407336097,1132.755953713477,True,29,5.882734818911897,2172.1979374133657
29,2020-02-20,0,67.58951407336097,1132.755953713477,True,30,6.86063544642869,2172.1979374133657
30,2020-02-21,0,67.58951407336097,1132.755953713477,True,31,8.000519198344941,2172.1979374133657
31,2020-02-22,0,67.58951407336097,1132.755953713477,True,32,9.329010590963945,2172.1979374133657
32,2020-02-23,0,67.58951407336097,1132.755953713477,True,33,10.8770359699541,2172.1979374133657
33,2020-02-24,0,67.58951407336097,1132.755953713477,True,34,12.680491878309242,2172.1979374133657
34,2020-02-25,0,67.58951407336097,1132.755953713477,True,35,14.78100763689984,2172.1979374133657
35,2020-02-26,1,67.58951407336097,1132.755953713477,True,36,17.226811875833327,2172.1979374133657
36,2020-02-27,3,67.58951407336097,1132.755953713477,True,37,20.073712367012067,2172.1979374133657
37,2020-02-28,4,67.58951407336097,1132.755953713477,True,38,23.386197411327714,2172.1979374133657
38,2020-02-29,4,67.58951407336097,1132.755953713477,True,39,27.238664922471212,2172.1979374133657
39,2020-03-01,7,67.58951407336097,1132.755953713477,True,40,31.71678182408775,2172.1979374133657
40,2020-03-02,7,67.58951407336097,1132.755953713477,True,41,36.918970926316184,2172.1979374133657
41,2020-03-03,7,67.58951407336097,1132.755953713477,True,42,42.95801443110428,2172.1979374133657
42,2020-03-04,9,67.58951407336097,1132.755953713477,True,43,49.9627518538018,2172.1979374133657
43,2020-03-05,31,67.58951407336097,1132.755953713477,True,44,58.079834527787774,2172.1979374133657
44,2020-03-06,45,67.58951407336097,1132.755953713477,True,45,67.47547796199643,2172.1979374133657
45,2020-03-07,46,67.58951407336097,1132.755953713477,True,46,78.33712610163835,2172.1979374133657
46,2020-03-08,73,67.58951407336097,1132.755953713477,True,47,90.87490706672216,2172.1979374133657
47,2020-03-09,73,67.58951407336097,1132.755953713477,True,48,105.32271763189621,2172.1979374133657
48,2020-03-10,89,67.58951407336097,1132.755953713477,True,49,121.9387237147681,2172.1979374133657
49,2020-03-11,99,67.58951407336097,1132.755953713477,True,50,141.005007880249,2172.1979374133657
50,2020-03-12,99,67.58951407336097,1132.755953713477,True,51,162.82603576647355,2172.1979374133657
51,2020-03-13,190,67.58951407336097,1132.755953713477,True,52,187.72555770063474,2172.1979374133657
52,2020-03-14,228,67.58951407336097,1132.755953713477,True,53,216.0415197395649,2172.1979374133657
53,2020-03-15,331,67.58951407336097,1132.755953713477,True,54,248.11854468284776,2172.1979374133657
54,2020-03-16,331,67.58951407336097,1132.755953713477,True,55,284.29757780035385,2172.1979374133657
55,2020-03-17,387,67.58951407336097,1132.755953713477,True,56,324.90239740627385,2172.1979374133657
56,2020-03-18,418,67.58951407336097,1132.755953713477,True,57,370.22289111010014,2172.1979374133657
57,2020-03-19,418,67.58951407336097,1132.755953713477,True,58,420.49531380126433,2172.1979374133657
58,2020-03-20,495,67.58951407336097,1132.755953713477,True,59,475.88017881050666,2172.1979374133657
59,2020-03-21,530,67.58951407336097,1132.755953713477,True,60,536.438970333035,2172.1979374133657
60,2020-03-22,624,67.58951407336097,1132.755953713477,True,61,602.1114489265879,2172.1979374133657
61,2020-03-23,695,67.58951407336097,1132.755953713477,True,62,672.6958573201374,2172.1979374133657
62,2020-03-24,743,67.58951407336097,1132.755953713477,True,63,747.8346891234436,2172.1979374133657
63,2020-03-25,821,67.58951407336097,1132.755953713477,True,64,827.0087112646308,2172.1979374133657
64,2020-03-26,892,67.58951407336097,1132.755953713477,True,65,909.5415083208824,2172.1979374133657
65,2020-03-27,966,67.58951407336097,1132.755953713477,True,66,994.6158921150055,2172.1979374133657
66,2020-03-28,1061,67.58951407336097,1132.755953713477,True,67,1081.3021582514832,2172.1979374133657
67,2020-03-29,1156,67.58951407336097,1132.755953713477,True,68,1168.596571228986,2172.1979374133657
68,2020-03-30,1212,67.58951407336097,1132.755953713477,True,69,1255.4669256745158,2172.1979374133657
69,2020-03-31,1314,67.58951407336097,1132.755953713477,True,70,1340.900899290597,2172.1979374133657
70,2020-04-01,1415,67.58951407336097,1132.755953713477,True,71,1423.9524520304997,2172.1979374133657
71,2020-04-02,1544,67.58951407336097,1132.755953713477,True,72,1503.7818495321494,2172.1979374133657
72,2020-04-03,1613,67.58951407336097,1132.755953713477,True,73,1579.6859169183963,2172.1979374133657
73,2020-04-04,1673,67.58951407336097,1132.755953713477,True,74,1651.1166152787046,2172.1979374133657
74,2020-04-05,1735,67.58951407336097,1132.755953713477,True,75,1717.6876458607128,2172.1979374133657
75,2020-04-06,1755,67.58951407336097,1132.755953713477,True,76,1779.1702096636664,2172.1979374133657
76,2020-04-07,1832,67.58951407336097,1132.755953713477,True,77,1835.4800617798944,2172.1979374133657
77,2020-04-08,1884,67.58951407336097,1132.755953713477,True,78,1886.6585115037742,2172.1979374133657
