,Report_Date,Somalia_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,86.56114844891263,20.894951355049482,False,1,0.00047734169679389515,0.02543202793999445
1,2020-01-23,0,86.56114844891263,20.894951355049482,False,2,0.000545244505278291,0.02543202793999445
2,2020-01-24,0,86.56114844891263,20.894951355049482,False,3,0.0006228064797529037,0.02543202793999445
3,2020-01-25,0,86.56114844891263,20.894951355049482,False,4,0.0007114015914991565,0.02543202793999445
4,2020-01-26,0,86.56114844891263,20.894951355049482,False,5,0.0008125992394321853,0.02543202793999445
5,2020-01-27,0,86.56114844891263,20.894951355049482,False,6,0.000928192042794272,0.02543202793999445
6,2020-01-28,0,86.56114844891263,20.894951355049482,False,7,0.0010602275851379283,0.02543202793999445
7,2020-01-29,0,86.56114844891263,20.894951355049482,False,8,0.0012110446709754745,0.02543202793999445
8,2020-01-30,0,86.56114844891263,20.894951355049482,False,9,0.0013833147361138518,0.02543202793999445
9,2020-01-31,0,86.56114844891263,20.894951355049482,False,10,0.0015800891435988622,0.02543202793999445
10,2020-02-01,0,86.56114844891263,20.894951355049482,False,11,0.0018048532009442401,0.02543202793999445
11,2020-02-02,0,86.56114844891263,20.894951355049482,False,12,0.0020615878527191715,0.02543202793999445
12,2020-02-03,0,86.56114844891263,20.894951355049482,False,13,0.0023548401376625137,0.02543202793999445
13,2020-02-04,0,86.56114844891263,20.894951355049482,False,14,0.0026898036536137544,0.02543202793999445
14,2020-02-05,0,86.56114844891263,20.894951355049482,False,15,0.0030724104493482516,0.02543202793999445
15,2020-02-06,0,86.56114844891263,20.894951355049482,False,16,0.0035094359628853756,0.02543202793999445
16,2020-02-07,0,86.56114844891263,20.894951355049482,False,17,0.0040086188544153885,0.02543202793999445
17,2020-02-08,0,86.56114844891263,20.894951355049482,False,18,0.004578797842532413,0.02543202793999445
18,2020-02-09,0,86.56114844891263,20.894951355049482,False,19,0.005230067949345856,0.02543202793999445
19,2020-02-10,0,86.56114844891263,20.894951355049482,False,20,0.005973958898222353,0.02543202793999445
20,2020-02-11,0,86.56114844891263,20.894951355049482,False,21,0.0068236387929738905,0.02543202793999445
21,2020-02-12,0,86.56114844891263,20.894951355049482,False,22,0.007794146645552739,0.02543202793999445
22,2020-02-13,0,86.56114844891263,20.894951355049482,False,23,0.008902657817821022,0.02543202793999445
