,Report_Date,Grenada_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,71.58116913008897,9.223344067064703,True,1,0.00021665268607789983,17.21886320491694
1,2020-01-23,0,71.58116913008897,9.223344067064703,True,2,0.0002544567411541226,17.21886320491694
2,2020-01-24,0,71.58116913008897,9.223344067064703,True,3,0.0002988571761415182,17.21886320491694
3,2020-01-25,0,71.58116913008897,9.223344067064703,True,4,0.0003510049441557082,17.21886320491694
4,2020-01-26,0,71.58116913008897,9.223344067064703,True,5,0.00041225180414853306,17.21886320491694
5,2020-01-27,0,71.58116913008897,9.223344067064703,True,6,0.0004841853494981374,17.21886320491694
6,2020-01-28,0,71.58116913008897,9.223344067064703,True,7,0.0005686701447747787,17.21886320491694
7,2020-01-29,0,71.58116913008897,9.223344067064703,True,8,0.0006678960349663881,17.21886320491694
8,2020-01-30,0,71.58116913008897,9.223344067064703,True,9,0.0007844348765689666,17.21886320491694
9,2020-01-31,0,71.58116913008897,9.223344067064703,True,10,0.0009213071571467026,17.21886320491694
10,2020-02-01,0,71.58116913008897,9.223344067064703,True,11,0.0010820602247579299,17.21886320491694
11,2020-02-02,0,71.58116913008897,9.223344067064703,True,12,0.0012708601474682203,17.21886320491694
12,2020-02-03,0,71.58116913008897,9.223344067064703,True,13,0.0014925995735533878,17.21886320491694
13,2020-02-04,0,71.58116913008897,9.223344067064703,True,14,0.0017530243737068228,17.21886320491694
14,2020-02-05,0,71.58116913008897,9.223344067064703,True,15,0.0020588823278280756,17.21886320491694
15,2020-02-06,0,71.58116913008897,9.223344067064703,True,16,0.0024180976826709997,17.21886320491694
16,2020-02-07,0,71.58116913008897,9.223344067064703,True,17,0.0028399760665727383,17.21886320491694
17,2020-02-08,0,71.58116913008897,9.223344067064703,True,18,0.0033354450196601475,17.21886320491694
18,2020-02-09,0,71.58116913008897,9.223344067064703,True,19,0.003917336300815818,17.21886320491694
19,2020-02-10,0,71.58116913008897,9.223344067064703,True,20,0.004600717187566201,17.21886320491694
20,2020-02-11,0,71.58116913008897,9.223344067064703,True,21,0.005403279216353107,17.21886320491694
21,2020-02-12,0,71.58116913008897,9.223344067064703,True,22,0.0063457942462619155,17.21886320491694
22,2020-02-13,0,71.58116913008897,9.223344067064703,True,23,0.007452649400879617,17.21886320491694
23,2020-02-14,0,71.58116913008897,9.223344067064703,True,24,0.008752474386250193,17.21886320491694
24,2020-02-15,0,71.58116913008897,9.223344067064703,True,25,0.010278876937767856,17.21886320491694
25,2020-02-16,0,71.58116913008897,9.223344067064703,True,26,0.012071304759325586,17.21886320491694
26,2020-02-17,0,71.58116913008897,9.223344067064703,True,27,0.014176055331959423,17.21886320491694
27,2020-02-18,0,71.58116913008897,9.223344067064703,True,28,0.016647458437494444,17.21886320491694
28,2020-02-19,0,71.58116913008897,9.223344067064703,True,29,0.019549260217837972,17.21886320491694
29,2020-02-20,0,71.58116913008897,9.223344067064703,True,30,0.02295624212438192,17.21886320491694
30,2020-02-21,0,71.58116913008897,9.223344067064703,True,31,0.0269561132518115,17.21886320491694
