,Report_Date,Grenada_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
31,2020-02-22,0,71.58116913008897,9.223344067064703,True,32,0.03165172033370253,17.21886320491694
32,2020-02-23,0,71.58116913008897,9.223344067064703,True,33,0.03716362612241416,17.21886320491694
33,2020-02-24,0,71.58116913008897,9.223344067064703,True,34,0.043633113971246355,17.21886320491694
34,2020-02-25,0,71.58116913008897,9.223344067064703,True,35,0.05122568412335835,17.21886320491694
35,2020-02-26,0,71.58116913008897,9.223344067064703,True,36,0.060135115358746716,17.21886320491694
36,2020-02-27,0,71.58116913008897,9.223344067064703,True,37,0.07058817402232649,17.21886320491694
37,2020-02-28,0,71.58116913008897,9.223344067064703,True,38,0.08285006066794622,17.21886320491694
38,2020-02-29,0,71.58116913008897,9.223344067064703,True,39,0.09723069200996065,17.21886320491694
39,2020-03-01,0,71.58116913008897,9.223344067064703,True,40,0.11409192169039574,17.21886320491694
40,2020-03-02,0,71.58116913008897,9.223344067064703,True,41,0.13385580626539972,17.21886320491694
41,2020-03-03,0,71.58116913008897,9.223344067064703,True,42,0.15701402098058406,17.21886320491694
42,2020-03-04,0,71.58116913008897,9.223344067064703,True,43,0.1841385208367941,17.21886320491694
43,2020-03-05,0,71.58116913008897,9.223344067064703,True,44,0.21589352274538146,17.21886320491694
44,2020-03-06,0,71.58116913008897,9.223344067064703,True,45,0.2530488497072263,17.21886320491694
45,2020-03-07,0,71.58116913008897,9.223344067064703,True,46,0.29649462201912047,17.21886320491694
46,2020-03-08,0,71.58116913008897,9.223344067064703,True,47,0.34725719600205596,17.21886320491694
47,2020-03-09,0,71.58116913008897,9.223344067064703,True,48,0.4065161283757952,17.21886320491694
48,2020-03-10,0,71.58116913008897,9.223344067064703,True,49,0.4756217731320305,17.21886320491694
49,2020-03-11,0,71.58116913008897,9.223344067064703,True,50,0.5561128851317636,17.21886320491694
50,2020-03-12,0,71.58116913008897,9.223344067064703,True,51,0.6497332977282416,17.21886320491694
51,2020-03-13,0,71.58116913008897,9.223344067064703,True,52,0.7584463489007829,17.21886320491694
52,2020-03-14,0,71.58116913008897,9.223344067064703,True,53,0.8844452446306783,17.21886320491694
53,2020-03-15,0,71.58116913008897,9.223344067064703,True,54,1.030156972131282,17.21886320491694
54,2020-03-16,0,71.58116913008897,9.223344067064703,True,55,1.1982367286750775,17.21886320491694
55,2020-03-17,0,71.58116913008897,9.223344067064703,True,56,1.3915491607860824,17.21886320491694
56,2020-03-18,0,71.58116913008897,9.223344067064703,True,57,1.6131320992681089,17.21886320491694
57,2020-03-19,0,71.58116913008897,9.223344067064703,True,58,1.8661380653243094,17.21886320491694
58,2020-03-20,0,71.58116913008897,9.223344067064703,True,59,2.153748809966729,17.21886320491694
59,2020-03-21,0,71.58116913008897,9.223344067064703,True,60,2.479058790698929,17.21886320491694
60,2020-03-22,1,71.58116913008897,9.223344067064703,True,61,2.8449250825099863,17.21886320491694
61,2020-03-23,1,71.58116913008897,9.223344067064703,True,62,3.2537840476640203,17.21886320491694
62,2020-03-24,1,71.58116913008897,9.223344067064703,True,63,3.7074393280756213,17.21886320491694
63,2020-03-25,1,71.58116913008897,9.223344067064703,True,64,4.206831315245735,17.21886320491694
64,2020-03-26,7,71.58116913008897,9.223344067064703,True,65,4.751804748232084,17.21886320491694
65,2020-03-27,7,71.58116913008897,9.223344067064703,True,66,5.340897536919807,17.21886320491694
66,2020-03-28,7,71.58116913008897,9.223344067064703,True,67,5.971178841096604,17.21886320491694
67,2020-03-29,9,71.58116913008897,9.223344067064703,True,68,6.638166070740702,17.21886320491694
68,2020-03-30,9,71.58116913008897,9.223344067064703,True,69,7.335847141946619,17.21886320491694
69,2020-03-31,9,71.58116913008897,9.223344067064703,True,70,8.05682510444829,17.21886320491694
70,2020-04-01,9,71.58116913008897,9.223344067064703,True,71,8.792587602239218,17.21886320491694
71,2020-04-02,10,71.58116913008897,9.223344067064703,True,72,9.533885688622355,17.21886320491694
72,2020-04-03,12,71.58116913008897,9.223344067064703,True,73,10.271188887187154,17.21886320491694
73,2020-04-04,12,71.58116913008897,9.223344067064703,True,74,10.995170207913679,17.21886320491694
74,2020-04-05,12,71.58116913008897,9.223344067064703,True,75,11.69716946764821,17.21886320491694
75,2020-04-06,12,71.58116913008897,9.223344067064703,True,76,12.369587156086794,17.21886320491694
76,2020-04-07,12,71.58116913008897,9.223344067064703,True,77,13.006173191082297,17.21886320491694
77,2020-04-08,12,71.58116913008897,9.223344067064703,True,78,13.602192092756486,17.21886320491694
