,Report_Date,Slovakia_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,72.51977376187456,448.6164269311168,True,1,0.0426924776591031,803.9829547757771
1,2020-01-23,0,72.51977376187456,448.6164269311168,True,2,0.04906666818599592,803.9829547757771
2,2020-01-24,0,72.51977376187456,448.6164269311168,True,3,0.05639249594035217,803.9829547757771
3,2020-01-25,0,72.51977376187456,448.6164269311168,True,4,0.06481201677280682,803.9829547757771
4,2020-01-26,0,72.51977376187456,448.6164269311168,True,5,0.07448848579189651,803.9829547757771
5,2020-01-27,0,72.51977376187456,448.6164269311168,True,6,0.08560951899207365,803.9829547757771
6,2020-01-28,0,72.51977376187456,448.6164269311168,True,7,0.09839072576825654,803.9829547757771
7,2020-01-29,0,72.51977376187456,448.6164269311168,True,8,0.11307988224620315,803.9829547757771
8,2020-01-30,0,72.51977376187456,448.6164269311168,True,9,0.12996172567747707,803.9829547757771
9,2020-01-31,0,72.51977376187456,448.6164269311168,True,10,0.1493634619690478,803.9829547757771
10,2020-02-01,0,72.51977376187456,448.6164269311168,True,11,0.1716610919523803,803.9829547757771
11,2020-02-02,0,72.51977376187456,448.6164269311168,True,12,0.19728667748459033,803.9829547757771
12,2020-02-03,0,72.51977376187456,448.6164269311168,True,13,0.22673668618472514,803.9829547757771
13,2020-02-04,0,72.51977376187456,448.6164269311168,True,14,0.26058157384468467,803.9829547757771
14,2020-02-05,0,72.51977376187456,448.6164269311168,True,15,0.2994767866560681,803.9829547757771
15,2020-02-06,0,72.51977376187456,448.6164269311168,True,16,0.3441753917393009,803.9829547757771
16,2020-02-07,0,72.51977376187456,448.6164269311168,True,17,0.39554257446832697,803.9829547757771
17,2020-02-08,0,72.51977376187456,448.6164269311168,True,18,0.45457227521316673,803.9829547757771
18,2020-02-09,0,72.51977376187456,448.6164269311168,True,19,0.5224062768752273,803.9829547757771
19,2020-02-10,0,72.51977376187456,448.6164269311168,True,20,0.6003560985067633,803.9829547757771
20,2020-02-11,0,72.51977376187456,448.6164269311168,True,21,0.6899280999599505,803.9829547757771
21,2020-02-12,0,72.51977376187456,448.6164269311168,True,22,0.7928522584998803,803.9829547757771
22,2020-02-13,0,72.51977376187456,448.6164269311168,True,23,0.9111151412442613,803.9829547757771
23,2020-02-14,0,72.51977376187456,448.6164269311168,True,24,1.0469976677493453,803.9829547757771
24,2020-02-15,0,72.51977376187456,448.6164269311168,True,25,1.2031183355835415,803.9829547757771
25,2020-02-16,0,72.51977376187456,448.6164269311168,True,26,1.3824826687525191,803.9829547757771
26,2020-02-17,0,72.51977376187456,448.6164269311168,True,27,1.5885397446251384,803.9829547757771
27,2020-02-18,0,72.51977376187456,448.6164269311168,True,28,1.8252467595520003,803.9829547757771
28,2020-02-19,0,72.51977376187456,448.6164269311168,True,29,2.0971427062602737,803.9829547757771
29,2020-02-20,0,72.51977376187456,448.6164269311168,True,30,2.409432356364133,803.9829547757771
30,2020-02-21,0,72.51977376187456,448.6164269311168,True,31,2.768081867149987,803.9829547757771
