,Report_Date,Liechtenstein_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,62.82081722586743,42.66206925681768,True,1,0.0010248449057777514,84.48710521269479
1,2020-01-23,0,62.82081722586743,42.66206925681768,True,2,0.0012309730603459617,84.48710521269479
2,2020-01-24,0,62.82081722586743,42.66206925681768,True,3,0.0014785592731822465,84.48710521269479
3,2020-01-25,0,62.82081722586743,42.66206925681768,True,4,0.0017759415854322943,84.48710521269479
4,2020-01-26,0,62.82081722586743,42.66206925681768,True,5,0.0021331348435580672,84.48710521269479
5,2020-01-27,0,62.82081722586743,42.66206925681768,True,6,0.00256216784762621,84.48710521269479
6,2020-01-28,0,62.82081722586743,42.66206925681768,True,7,0.003077488261006637,84.48710521269479
7,2020-01-29,0,62.82081722586743,42.66206925681768,True,8,0.003696448888221635,84.48710521269479
8,2020-01-30,0,62.82081722586743,42.66206925681768,True,9,0.004439891654558319,84.48710521269479
9,2020-01-31,0,62.82081722586743,42.66206925681768,True,10,0.00533284889201391,84.48710521269479
10,2020-02-01,0,62.82081722586743,42.66206925681768,True,11,0.0064053854586792105,84.48710521269479
11,2020-02-02,0,62.82081722586743,42.66206925681768,True,12,0.007693609921040693,84.48710521269479
12,2020-02-03,0,62.82081722586743,42.66206925681768,True,13,0.009240888663717252,84.48710521269479
13,2020-02-04,0,62.82081722586743,42.66206925681768,True,14,0.011099303540623578,84.48710521269479
14,2020-02-05,0,62.82081722586743,42.66206925681768,True,15,0.013331401761244189,84.48710521269479
15,2020-02-06,0,62.82081722586743,42.66206925681768,True,16,0.01601229637109124,84.48710521269479
16,2020-02-07,0,62.82081722586743,42.66206925681768,True,17,0.019232187238048613,84.48710521269479
17,2020-02-08,0,62.82081722586743,42.66206925681768,True,18,0.02309938625070677,84.48710521269479
18,2020-02-09,0,62.82081722586743,42.66206925681768,True,19,0.02774394688577832,84.48710521269479
19,2020-02-10,0,62.82081722586743,42.66206925681768,True,20,0.03332201789163475,84.48710521269479
20,2020-02-11,0,62.82081722586743,42.66206925681768,True,21,0.040021064120521394,84.48710521269479
21,2020-02-12,0,62.82081722586743,42.66206925681768,True,22,0.04806612515888362,84.48710521269479
22,2020-02-13,0,62.82081722586743,42.66206925681768,True,23,0.057727315070134094,84.48710521269479
23,2020-02-14,0,62.82081722586743,42.66206925681768,True,24,0.0693288050705086,84.48710521269479
24,2020-02-15,0,62.82081722586743,42.66206925681768,True,25,0.08325957616286796,84.48710521269479
25,2020-02-16,0,62.82081722586743,42.66206925681768,True,26,0.09998628154616772,84.48710521269479
26,2020-02-17,0,62.82081722586743,42.66206925681768,True,27,0.12006861987289548,84.48710521269479
27,2020-02-18,0,62.82081722586743,42.66206925681768,True,28,0.1441776909114552,84.48710521269479
28,2020-02-19,0,62.82081722586743,42.66206925681768,True,29,0.17311788541034615,84.48710521269479
29,2020-02-20,0,62.82081722586743,42.66206925681768,True,30,0.20785295102384518,84.48710521269479
30,2020-02-21,0,62.82081722586743,42.66206925681768,True,31,0.24953697533327,84.48710521269479
31,2020-02-22,0,62.82081722586743,42.66206925681768,True,32,0.2995511333178613,84.48710521269479
32,2020-02-23,0,62.82081722586743,42.66206925681768,True,33,0.359547156186179,84.48710521269479
33,2020-02-24,0,62.82081722586743,42.66206925681768,True,34,0.43149858444053807,84.48710521269479
34,2020-02-25,0,62.82081722586743,42.66206925681768,True,35,0.5177609592852609,84.48710521269479
35,2020-02-26,0,62.82081722586743,42.66206925681768,True,36,0.6211421656955763,84.48710521269479
36,2020-02-27,0,62.82081722586743,42.66206925681768,True,37,0.7449841416187387,84.48710521269479
37,2020-02-28,0,62.82081722586743,42.66206925681768,True,38,0.8932570728523221,84.48710521269479
38,2020-02-29,0,62.82081722586743,42.66206925681768,True,39,1.0706669479485493,84.48710521269479
39,2020-03-01,0,62.82081722586743,42.66206925681768,True,40,1.2827768767465062,84.48710521269479
40,2020-03-02,0,62.82081722586743,42.66206925681768,True,41,1.5361417780776927,84.48710521269479
41,2020-03-03,0,62.82081722586743,42.66206925681768,True,42,1.838454783623524,84.48710521269479
42,2020-03-04,1,62.82081722586743,42.66206925681768,True,43,2.1987018184068017,84.48710521269479
43,2020-03-05,1,62.82081722586743,42.66206925681768,True,44,2.6273181049722125,84.48710521269479
44,2020-03-06,1,62.82081722586743,42.66206925681768,True,45,3.1363365807872032,84.48710521269479
45,2020-03-07,1,62.82081722586743,42.66206925681768,True,46,3.7395132138668052,84.48710521269479
46,2020-03-08,1,62.82081722586743,42.66206925681768,True,47,4.45240782435762,84.48710521269479
