,Report_Date,UK_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
22,2020-02-13,9,83.38180566232498,94640.0394218193,False,23,45.3104840702633,189280.07884363885
23,2020-02-14,9,83.38180566232498,94640.0394218193,False,24,52.01737467217931,189280.07884363885
24,2020-02-15,9,83.38180566232498,94640.0394218193,False,25,59.716710784303636,189280.07884363885
25,2020-02-16,9,83.38180566232498,94640.0394218193,False,26,68.55524895206334,189280.07884363885
26,2020-02-17,9,83.38180566232498,94640.0394218193,False,27,78.70141548688699,189280.07884363885
27,2020-02-18,9,83.38180566232498,94640.0394218193,False,28,90.34849611416442,189280.07884363885
28,2020-02-19,9,83.38180566232498,94640.0394218193,False,29,103.71829191593068,189280.07884363885
29,2020-02-20,9,83.38180566232498,94640.0394218193,False,30,119.06530871665845,189280.07884363885
30,2020-02-21,9,83.38180566232498,94640.0394218193,False,31,136.68155640428458,189280.07884363885
31,2020-02-22,9,83.38180566232498,94640.0394218193,False,32,156.9020452172051,189280.07884363885
32,2020-02-23,9,83.38180566232498,94640.0394218193,False,33,180.11107787925727,189280.07884363885
33,2020-02-24,13,83.38180566232498,94640.0394218193,False,34,206.74944974558392,189280.07884363885
34,2020-02-25,13,83.38180566232498,94640.0394218193,False,35,237.32268394299297,189280.07884363885
35,2020-02-26,13,83.38180566232498,94640.0394218193,False,36,272.41044494434067,189280.07884363885
36,2020-02-27,15,83.38180566232498,94640.0394218193,False,37,312.67729217640107,189280.07884363885
37,2020-02-28,20,83.38180566232498,94640.0394218193,False,38,358.8849551508179,189280.07884363885
38,2020-02-29,23,83.38180566232498,94640.0394218193,False,39,411.9063331897188,189280.07884363885
39,2020-03-01,36,83.38180566232498,94640.0394218193,False,40,472.74144595891175,189280.07884363885
40,2020-03-02,40,83.38180566232498,94640.0394218193,False,41,542.5355854561825,189280.07884363885
41,2020-03-03,51,83.38180566232498,94640.0394218193,False,42,622.5999453783122,189280.07884363885
42,2020-03-04,85,83.38180566232498,94640.0394218193,False,43,714.4350292024494,189280.07884363885
43,2020-03-05,115,83.38180566232498,94640.0394218193,False,44,819.7571628176169,189280.07884363885
44,2020-03-06,163,83.38180566232498,94640.0394218193,False,45,940.5284596273491,189280.07884363885
45,2020-03-07,206,83.38180566232498,94640.0394218193,False,46,1078.9906036127213,189280.07884363885
46,2020-03-08,273,83.38180566232498,94640.0394218193,False,47,1237.702826015568,189280.07884363885
47,2020-03-09,321,83.38180566232498,94640.0394218193,False,48,1419.5844501933493,189280.07884363885
48,2020-03-10,382,83.38180566232498,94640.0394218193,False,49,1627.962361659651,189280.07884363885
49,2020-03-11,456,83.38180566232498,94640.0394218193,False,50,1866.6237196201423,189280.07884363885
50,2020-03-12,456,83.38180566232498,94640.0394218193,False,51,2139.8741537530545,189280.07884363885
51,2020-03-13,798,83.38180566232498,94640.0394218193,False,52,2452.6015745211394,189280.07884363885
52,2020-03-14,1140,83.38180566232498,94640.0394218193,False,53,2810.3455531237946,189280.07884363885
53,2020-03-15,1140,83.38180566232498,94640.0394218193,False,54,3219.371981336419,189280.07884363885
54,2020-03-16,1543,83.38180566232498,94640.0394218193,False,55,3686.7523815449413,189280.07884363885
55,2020-03-17,1950,83.38180566232498,94640.0394218193,False,56,4220.446779403884,189280.07884363885
56,2020-03-18,2626,83.38180566232498,94640.0394218193,False,57,4829.388448767531,189280.07884363885
57,2020-03-19,2689,83.38180566232498,94640.0394218193,False,58,5523.568061865123,189280.07884363885
58,2020-03-20,3983,83.38180566232498,94640.0394218193,False,59,6314.113798173053,189280.07884363885
59,2020-03-21,5018,83.38180566232498,94640.0394218193,False,60,7213.362757828091,189280.07884363885
60,2020-03-22,5683,83.38180566232498,94640.0394218193,False,61,8234.917573896797,189280.07884363885
61,2020-03-23,6650,83.38180566232498,94640.0394218193,False,62,9393.680424455866,189280.07884363885
62,2020-03-24,8077,83.38180566232498,94640.0394218193,False,63,10705.854742108506,189280.07884363885
63,2020-03-25,9529,83.38180566232498,94640.0394218193,False,64,12188.902882490964,189280.07884363885
64,2020-03-26,11658,83.38180566232498,94640.0394218193,False,65,13861.445986215434,189280.07884363885
65,2020-03-27,14543,83.38180566232498,94640.0394218193,False,66,15743.090478039227,189280.07884363885
66,2020-03-28,17089,83.38180566232498,94640.0394218193,False,67,17854.16442654294,189280.07884363885
67,2020-03-29,19522,83.38180566232498,94640.0394218193,False,68,20215.3467909972,189280.07884363885
68,2020-03-30,22141,83.38180566232498,94640.0394218193,False,69,22847.173981598426,189280.07884363885
69,2020-03-31,25150,83.38180566232498,94640.0394218193,False,70,25769.411816177926,189280.07884363885
70,2020-04-01,29474,83.38180566232498,94640.0394218193,False,71,29000.287549757457,189280.07884363885
71,2020-04-02,33718,83.38180566232498,94640.0394218193,False,72,32555.586752363757,189280.07884363885
72,2020-04-03,38168,83.38180566232498,94640.0394218193,False,73,36447.633686236295,189280.07884363885
73,2020-04-04,41903,83.38180566232498,94640.0394218193,False,74,40684.19121740786,189280.07884363885
74,2020-04-05,47806,83.38180566232498,94640.0394218193,False,75,45267.33612415859,189280.07884363885
75,2020-04-06,51608,83.38180566232498,94640.0394218193,False,76,50192.385874558495,189280.07884363885
76,2020-04-07,55242,83.38180566232498,94640.0394218193,False,77,55446.97043541444,189280.07884363885
77,2020-04-08,60733,83.38180566232498,94640.0394218193,False,78,61010.35353247299,189280.07884363885
