,Report_Date,Denmark_faroe islands_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
41,2020-03-03,0,61.652179871879724,100.92272490931941,True,42,5.015303393594916,200.38310637343423
42,2020-03-04,1,61.652179871879724,100.92272490931941,True,43,6.014332438117483,200.38310637343423
43,2020-03-05,1,61.652179871879724,100.92272490931941,True,44,7.205079597601901,200.38310637343423
44,2020-03-06,1,61.652179871879724,100.92272490931941,True,45,8.6211981726493,200.38310637343423
45,2020-03-07,1,61.652179871879724,100.92272490931941,True,46,10.300917004354568,200.38310637343423
46,2020-03-08,2,61.652179871879724,100.92272490931941,True,47,12.287094344233932,200.38310637343423
47,2020-03-09,2,61.652179871879724,100.92272490931941,True,48,14.626993045874626,200.38310637343423
48,2020-03-10,2,61.652179871879724,100.92272490931941,True,49,17.37165547844787,200.38310637343423
49,2020-03-11,2,61.652179871879724,100.92272490931941,True,50,20.574737439441936,200.38310637343423
50,2020-03-12,2,61.652179871879724,100.92272490931941,True,51,24.290653647298722,200.38310637343423
51,2020-03-13,3,61.652179871879724,100.92272490931941,True,52,28.571904405533505,200.38310637343423
52,2020-03-14,9,61.652179871879724,100.92272490931941,True,53,33.46550755630888,200.38310637343423
53,2020-03-15,11,61.652179871879724,100.92272490931941,True,54,39.00856530515805,200.38310637343423
54,2020-03-16,18,61.652179871879724,100.92272490931941,True,55,45.22315916372081,200.38310637343423
55,2020-03-17,47,61.652179871879724,100.92272490931941,True,56,52.110980718950934,200.38310637343423
56,2020-03-18,58,61.652179871879724,100.92272490931941,True,57,59.64834002046543,200.38310637343423
57,2020-03-19,72,61.652179871879724,100.92272490931941,True,58,67.78238744379674,200.38310637343423
58,2020-03-20,80,61.652179871879724,100.92272490931941,True,59,76.42945759716322,200.38310637343423
59,2020-03-21,92,61.652179871879724,100.92272490931941,True,60,85.47631578061316,200.38310637343423
60,2020-03-22,115,61.652179871879724,100.92272490931941,True,61,94.78471926064063,200.38310637343423
61,2020-03-23,118,61.652179871879724,100.92272490931941,True,62,104.19913530393683,200.38310637343423
62,2020-03-24,122,61.652179871879724,100.92272490931941,True,63,113.55681389492898,200.38310637343423
63,2020-03-25,132,61.652179871879724,100.92272490931941,True,64,122.6988826695198,200.38310637343423
64,2020-03-26,140,61.652179871879724,100.92272490931941,True,65,131.4808898251946,200.38310637343423
65,2020-03-27,144,61.652179871879724,100.92272490931941,True,66,139.78135215086115,200.38310637343423
66,2020-03-28,155,61.652179871879724,100.92272490931941,True,67,147.50732358457591,200.38310637343423
67,2020-03-29,159,61.652179871879724,100.92272490931941,True,68,154.5966300397678,200.38310637343423
68,2020-03-30,168,61.652179871879724,100.92272490931941,True,69,161.01702634096011,200.38310637343423
69,2020-03-31,169,61.652179871879724,100.92272490931941,True,70,166.76296914801142,200.38310637343423
70,2020-04-01,173,61.652179871879724,100.92272490931941,True,71,171.8508996908374,200.38310637343423
71,2020-04-02,177,61.652179871879724,100.92272490931941,True,72,176.3139111427748,200.38310637343423
72,2020-04-03,179,61.652179871879724,100.92272490931941,True,73,180.19650918610583,200.38310637343423
73,2020-04-04,181,61.652179871879724,100.92272490931941,True,74,183.54994483663268,200.38310637343423
74,2020-04-05,181,61.652179871879724,100.92272490931941,True,75,186.4283735687775,200.38310637343423
75,2020-04-06,183,61.652179871879724,100.92272490931941,True,76,188.88591394292195,200.38310637343423
76,2020-04-07,184,61.652179871879724,100.92272490931941,True,77,190.97455603774125,200.38310637343423
77,2020-04-08,184,61.652179871879724,100.92272490931941,True,78,192.74280123862357,200.38310637343423
