,Report_Date,Bangladesh_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,93.15232684801889,584.5183188948945,False,1,0.014271835953805647,1169.0366377897885
1,2020-01-23,0,93.15232684801889,584.5183188948945,False,2,0.016136033061783465,1169.0366377897885
2,2020-01-24,0,93.15232684801889,584.5183188948945,False,3,0.018243729088491097,1169.0366377897885
3,2020-01-25,0,93.15232684801889,584.5183188948945,False,4,0.020626728477591182,1169.0366377897885
4,2020-01-26,0,93.15232684801889,584.5183188948945,False,5,0.02332098949394002,1169.0366377897885
5,2020-01-27,0,93.15232684801889,584.5183188948945,False,6,0.026367166651733002,1169.0366377897885
6,2020-01-28,0,93.15232684801889,584.5183188948945,False,7,0.02981122395301658,1169.0366377897885
7,2020-01-29,0,93.15232684801889,584.5183188948945,False,8,0.033705128174041865,1169.0366377897885
8,2020-01-30,0,93.15232684801889,584.5183188948945,False,9,0.03810763264023143,1169.0366377897885
9,2020-01-31,0,93.15232684801889,584.5183188948945,False,10,0.04308516329008015,1169.0366377897885
10,2020-02-01,0,93.15232684801889,584.5183188948945,False,11,0.04871282036426511,1169.0366377897885
11,2020-02-02,0,93.15232684801889,584.5183188948945,False,12,0.05507551079131359,1169.0366377897885
12,2020-02-03,0,93.15232684801889,584.5183188948945,False,13,0.062269228300959115,1169.0366377897885
13,2020-02-04,0,93.15232684801889,584.5183188948945,False,14,0.07040250050962077,1169.0366377897885
14,2020-02-05,0,93.15232684801889,584.5183188948945,False,15,0.07959802472169854,1169.0366377897885
15,2020-02-06,0,93.15232684801889,584.5183188948945,False,16,0.08999451701206237,1169.0366377897885
16,2020-02-07,0,93.15232684801889,584.5183188948945,False,17,0.1017488023402217,1169.0366377897885
17,2020-02-08,0,93.15232684801889,584.5183188948945,False,18,0.11503817704123409,1169.0366377897885
18,2020-02-09,0,93.15232684801889,584.5183188948945,False,19,0.1300630790941039,1169.0366377897885
19,2020-02-10,0,93.15232684801889,584.5183188948945,False,20,0.1470501061431277,1169.0366377897885
20,2020-02-11,0,93.15232684801889,584.5183188948945,False,21,0.16625542640617855,1169.0366377897885
21,2020-02-12,0,93.15232684801889,584.5183188948945,False,22,0.18796863341872555,1169.0366377897885
22,2020-02-13,0,93.15232684801889,584.5183188948945,False,23,0.212517102114327,1169.0366377897885
23,2020-02-14,0,93.15232684801889,584.5183188948945,False,24,0.24027091112146556,1169.0366377897885
24,2020-02-15,0,93.15232684801889,584.5183188948945,False,25,0.2716484044630451,1169.0366377897885
25,2020-02-16,0,93.15232684801889,584.5183188948945,False,26,0.3071224751896109,1169.0366377897885
26,2020-02-17,0,93.15232684801889,584.5183188948945,False,27,0.3472276639831009,1169.0366377897885
27,2020-02-18,0,93.15232684801889,584.5183188948945,False,28,0.39256817756980333,1169.0366377897885
28,2020-02-19,0,93.15232684801889,584.5183188948945,False,29,0.44382694502745473,1169.0366377897885
29,2020-02-20,0,93.15232684801889,584.5183188948945,False,30,0.5017758449238273,1169.0366377897885
30,2020-02-21,0,93.15232684801889,584.5183188948945,False,31,0.5672872528583071,1169.0366377897885
31,2020-02-22,0,93.15232684801889,584.5183188948945,False,32,0.6413470775828647,1169.0366377897885
32,2020-02-23,0,93.15232684801889,584.5183188948945,False,33,0.7250694746562851,1169.0366377897885
33,2020-02-24,0,93.15232684801889,584.5183188948945,False,34,0.8197134497483747,1169.0366377897885
34,2020-02-25,0,93.15232684801889,584.5183188948945,False,35,0.9267015894804941,1169.0366377897885
35,2020-02-26,0,93.15232684801889,584.5183188948945,False,36,1.0476411862907253,1169.0366377897885
36,2020-02-27,0,93.15232684801889,584.5183188948945,False,37,1.184348055470211,1169.0366377897885
37,2020-02-28,0,93.15232684801889,584.5183188948945,False,38,1.3388733774452022,1169.0366377897885
38,2020-02-29,0,93.15232684801889,584.5183188948945,False,39,1.513533936768495,1169.0366377897885
39,2020-03-01,0,93.15232684801889,584.5183188948945,False,40,1.7109461712870841,1169.0366377897885
40,2020-03-02,0,93.15232684801889,584.5183188948945,False,41,1.9340644906630091,1169.0366377897885
41,2020-03-03,0,93.15232684801889,584.5183188948945,False,42,2.1862243728455595,1169.0366377897885
42,2020-03-04,0,93.15232684801889,584.5183188948945,False,43,2.4711908001030856,1169.0366377897885
43,2020-03-05,0,93.15232684801889,584.5183188948945,False,44,2.793212652523964,1169.0366377897885
44,2020-03-06,0,93.15232684801889,584.5183188948945,False,45,3.157083735953071,1169.0366377897885
45,2020-03-07,0,93.15232684801889,584.5183188948945,False,46,3.568211182287307,1169.0366377897885
46,2020-03-08,3,93.15232684801889,584.5183188948945,False,47,4.032692021635049,1169.0366377897885
47,2020-03-09,3,93.15232684801889,584.5183188948945,False,48,4.557398786222891,1169.0366377897885
48,2020-03-10,3,93.15232684801889,584.5183188948945,False,49,5.15007506257004,1169.0366377897885
49,2020-03-11,3,93.15232684801889,584.5183188948945,False,50,5.819441957895768,1169.0366377897885
50,2020-03-12,3,93.15232684801889,584.5183188948945,False,51,6.575316484370689,1169.0366377897885
51,2020-03-13,3,93.15232684801889,584.5183188948945,False,52,7.428742884605623,1169.0366377897885
52,2020-03-14,3,93.15232684801889,584.5183188948945,False,53,8.392137915816601,1169.0366377897885
53,2020-03-15,5,93.15232684801889,584.5183188948945,False,54,9.479451068301268,1169.0366377897885
54,2020-03-16,8,93.15232684801889,584.5183188948945,False,55,10.70634060337577,1169.0366377897885
55,2020-03-17,10,93.15232684801889,584.5183188948945,False,56,12.090366140641038,1169.0366377897885
56,2020-03-18,14,93.15232684801889,584.5183188948945,False,57,13.651198284377687,1169.0366377897885
57,2020-03-19,17,93.15232684801889,584.5183188948945,False,58,15.410845429500432,1169.0366377897885
58,2020-03-20,20,93.15232684801889,584.5183188948945,False,59,17.393897399196597,1169.0366377897885
59,2020-03-21,25,93.15232684801889,584.5183188948945,False,60,19.627784903845885,1169.0366377897885
60,2020-03-22,27,93.15232684801889,584.5183188948945,False,61,22.14305293283635,1169.0366377897885
61,2020-03-23,33,93.15232684801889,584.5183188948945,False,62,24.97364505035743,1169.0366377897885
62,2020-03-24,39,93.15232684801889,584.5183188948945,False,63,28.157194110920376,1169.0366377897885
63,2020-03-25,39,93.15232684801889,584.5183188948945,False,64,31.735313084538703,1169.0366377897885
64,2020-03-26,44,93.15232684801889,584.5183188948945,False,65,35.75387742917696,1169.0366377897885
65,2020-03-27,48,93.15232684801889,584.5183188948945,False,66,40.26328771802779,1169.0366377897885
66,2020-03-28,48,93.15232684801889,584.5183188948945,False,67,45.318697982791896,1169.0366377897885
67,2020-03-29,48,93.15232684801889,584.5183188948945,False,68,50.98019145669282,1169.0366377897885
68,2020-03-30,49,93.15232684801889,584.5183188948945,False,69,57.312881117142986,1169.0366377897885
