,Report_Date,Netherlands_curacao_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,66.73126013715495,7.676424439893887,True,1,0.00018243628378114064,14.971216123876475
1,2020-01-23,0,66.73126013715495,7.676424439893887,True,2,0.00021678920263632772,14.971216123876475
2,2020-01-24,0,66.73126013715495,7.676424439893887,True,3,0.00025761069894491065,14.971216123876475
3,2020-01-25,0,66.73126013715495,7.676424439893887,True,4,0.0003061187465857663,14.971216123876475
4,2020-01-26,0,66.73126013715495,7.676424439893887,True,5,0.00036376063433270824,14.971216123876475
5,2020-01-27,0,66.73126013715495,7.676424439893887,True,6,0.0004322561326850095,14.971216123876475
6,2020-01-28,0,66.73126013715495,7.676424439893887,True,7,0.000513648783404968,14.971216123876475
7,2020-01-29,0,66.73126013715495,7.676424439893887,True,8,0.0006103668389236881,14.971216123876475
8,2020-01-30,0,66.73126013715495,7.676424439893887,True,9,0.0007252956653684276,14.971216123876475
9,2020-01-31,0,66.73126013715495,7.676424439893887,True,10,0.0008618637631206689,14.971216123876475
10,2020-02-01,0,66.73126013715495,7.676424439893887,True,11,0.0010241449624540035,14.971216123876475
11,2020-02-02,0,66.73126013715495,7.676424439893887,True,12,0.001216979830645243,14.971216123876475
12,2020-02-03,0,66.73126013715495,7.676424439893887,True,13,0.0014461198948319193,14.971216123876475
13,2020-02-04,0,66.73126013715495,7.676424439893887,True,14,0.0017183989581041612,14.971216123876475
14,2020-02-05,0,66.73126013715495,7.676424439893887,True,15,0.0020419365840462353,14.971216123876475
15,2020-02-06,0,66.73126013715495,7.676424439893887,True,16,0.002426379769701183,14.971216123876475
16,2020-02-07,0,66.73126013715495,7.676424439893887,True,17,0.002883189945098739,14.971216123876475
17,2020-02-08,0,66.73126013715495,7.676424439893887,True,18,0.003425983759869756,14.971216123876475
18,2020-02-09,0,66.73126013715495,7.676424439893887,True,19,0.004070937679921997,14.971216123876475
19,2020-02-10,0,66.73126013715495,7.676424439893887,True,20,0.0048372682612094035,14.971216123876475
20,2020-02-11,0,66.73126013715495,7.676424439893887,True,21,0.0057478021411478345,14.971216123876475
21,2020-02-12,0,66.73126013715495,7.676424439893887,True,22,0.006829652345971781,14.971216123876475
22,2020-02-13,0,66.73126013715495,7.676424439893887,True,23,0.008115020516386226,14.971216123876475
23,2020-02-14,0,66.73126013715495,7.676424439893887,True,24,0.009642148173861335,14.971216123876475
24,2020-02-15,0,66.73126013715495,7.676424439893887,True,25,0.011456444262708513,14.971216123876475
25,2020-02-16,0,66.73126013715495,7.676424439893887,True,26,0.013611820991781242,14.971216123876475
26,2020-02-17,0,66.73126013715495,7.676424439893887,True,27,0.016172275551518858,14.971216123876475
27,2020-02-18,0,66.73126013715495,7.676424439893887,True,28,0.019213761684681505,14.971216123876475
28,2020-02-19,0,66.73126013715495,7.676424439893887,True,29,0.02282640242412144,14.971216123876475
29,2020-02-20,0,66.73126013715495,7.676424439893887,True,30,0.02711710364398487,14.971216123876475
30,2020-02-21,0,66.73126013715495,7.676424439893887,True,31,0.03221263743644966,14.971216123876475
31,2020-02-22,0,66.73126013715495,7.676424439893887,True,32,0.03826327470545966,14.971216123876475
32,2020-02-23,0,66.73126013715495,7.676424439893887,True,33,0.04544705765643432,14.971216123876475
33,2020-02-24,0,66.73126013715495,7.676424439893887,True,34,0.05397481481756256,14.971216123876475
34,2020-02-25,0,66.73126013715495,7.676424439893887,True,35,0.06409603341498653,14.971216123876475
35,2020-02-26,0,66.73126013715495,7.676424439893887,True,36,0.07610571560951783,14.971216123876475
36,2020-02-27,0,66.73126013715495,7.676424439893887,True,37,0.09035235513630163,14.971216123876475
37,2020-02-28,0,66.73126013715495,7.676424439893887,True,38,0.10724717753208404,14.971216123876475
38,2020-02-29,0,66.73126013715495,7.676424439893887,True,39,0.1272747878356639,14.971216123876475
39,2020-03-01,0,66.73126013715495,7.676424439893887,True,40,0.15100536075330775,14.971216123876475
40,2020-03-02,0,66.73126013715495,7.676424439893887,True,41,0.17910848468135512,14.971216123876475
41,2020-03-03,0,66.73126013715495,7.676424439893887,True,42,0.21236872567847204,14.971216123876475
42,2020-03-04,0,66.73126013715495,7.676424439893887,True,43,0.25170290113203897,14.971216123876475
43,2020-03-05,0,66.73126013715495,7.676424439893887,True,44,0.29817893330711975,14.971216123876475
44,2020-03-06,0,66.73126013715495,7.676424439893887,True,45,0.3530359748987432,14.971216123876475
45,2020-03-07,0,66.73126013715495,7.676424439893887,True,46,0.4177052436852243,14.971216123876475
46,2020-03-08,0,66.73126013715495,7.676424439893887,True,47,0.4938306505040992,14.971216123876475
