,Report_Date,France_new caledonia_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,65.31228623135044,10.927425530928094,True,1,0.00026067413769367267,21.46148613306829
1,2020-01-23,0,65.31228623135044,10.927425530928094,True,2,0.0003109225504703122,21.46148613306829
2,2020-01-24,0,65.31228623135044,10.927425530928094,True,3,0.000370856849860419,21.46148613306829
3,2020-01-25,0,65.31228623135044,10.927425530928094,True,4,0.0004423440183881942,21.46148613306829
4,2020-01-26,0,65.31228623135044,10.927425530928094,True,5,0.0005276108754680164,21.46148613306829
5,2020-01-27,0,65.31228623135044,10.927425530928094,True,6,0.0006293134189289984,21.46148613306829
6,2020-01-28,0,65.31228623135044,10.927425530928094,True,7,0.0007506195235891615,21.46148613306829
7,2020-01-29,0,65.31228623135044,10.927425530928094,True,8,0.0008953075675898817,21.46148613306829
8,2020-01-30,0,65.31228623135044,10.927425530928094,True,9,0.0010678840510250434,21.46148613306829
9,2020-01-31,0,65.31228623135044,10.927425530928094,True,10,0.0012737238596881582,21.46148613306829
10,2020-02-01,0,65.31228623135044,10.927425530928094,True,11,0.0015192375274169646,21.46148613306829
11,2020-02-02,0,65.31228623135044,10.927425530928094,True,12,0.0018120706847625267,21.46148613306829
12,2020-02-03,0,65.31228623135044,10.927425530928094,True,13,0.0021613418746792724,21.46148613306829
13,2020-02-04,0,65.31228623135044,10.927425530928094,True,14,0.0025779260973367575,21.46148613306829
14,2020-02-05,0,65.31228623135044,10.927425530928094,True,15,0.0030747928510616103,21.46148613306829
15,2020-02-06,0,65.31228623135044,10.927425530928094,True,16,0.0036674091061283504,21.46148613306829
16,2020-02-07,0,65.31228623135044,10.927425530928094,True,17,0.004374219631139499,21.46148613306829
17,2020-02-08,0,65.31228623135044,10.927425530928094,True,18,0.005217219444861067,21.46148613306829
18,2020-02-09,0,65.31228623135044,10.927425530928094,True,19,0.006222635955834229,21.46148613306829
19,2020-02-10,0,65.31228623135044,10.927425530928094,True,20,0.007421741654708871,21.46148613306829
20,2020-02-11,0,65.31228623135044,10.927425530928094,True,21,0.008851822128644075,21.46148613306829
21,2020-02-12,0,65.31228623135044,10.927425530928094,True,22,0.010557328774656616,21.46148613306829
22,2020-02-13,0,65.31228623135044,10.927425530928094,True,23,0.01259125101425083,21.46148613306829
23,2020-02-14,0,65.31228623135044,10.927425530928094,True,24,0.01501674918327321,21.46148613306829
24,2020-02-15,0,65.31228623135044,10.927425530928094,True,25,0.017909096729417647,21.46148613306829
25,2020-02-16,0,65.31228623135044,10.927425530928094,True,26,0.021357989045708577,21.46148613306829
26,2020-02-17,0,65.31228623135044,10.927425530928094,True,27,0.025470286356794478,21.46148613306829
27,2020-02-18,0,65.31228623135044,10.927425530928094,True,28,0.030373269706783366,21.46148613306829
28,2020-02-19,0,65.31228623135044,10.927425530928094,True,29,0.03621850240431997,21.46148613306829
29,2020-02-20,0,65.31228623135044,10.927425530928094,True,30,0.043186404352222006,21.46148613306829
30,2020-02-21,0,65.31228623135044,10.927425530928094,True,31,0.05149166353790536,21.46148613306829
31,2020-02-22,0,65.31228623135044,10.927425530928094,True,32,0.061389627471119604,21.46148613306829
32,2020-02-23,0,65.31228623135044,10.927425530928094,True,33,0.07318383720762339,21.46148613306829
33,2020-02-24,0,65.31228623135044,10.927425530928094,True,34,0.08723488716074475,21.46148613306829
34,2020-02-25,0,65.31228623135044,10.927425530928094,True,35,0.10397081408441143,21.46148613306829
35,2020-02-26,0,65.31228623135044,10.927425530928094,True,36,0.12389923664650662,21.46148613306829
36,2020-02-27,0,65.31228623135044,10.927425530928094,True,37,0.1476214801784776,21.46148613306829
37,2020-02-28,0,65.31228623135044,10.927425530928094,True,38,0.17584892542627478,21.46148613306829
38,2020-02-29,0,65.31228623135044,10.927425530928094,True,39,0.20942180954551168,21.46148613306829
39,2020-03-01,0,65.31228623135044,10.927425530928094,True,40,0.24933067382778723,21.46148613306829
40,2020-03-02,0,65.31228623135044,10.927425530928094,True,41,0.29674058414932064,21.46148613306829
41,2020-03-03,0,65.31228623135044,10.927425530928094,True,42,0.3530181312656252,21.46148613306829
42,2020-03-04,0,65.31228623135044,10.927425530928094,True,43,0.419761028281986,21.46148613306829
43,2020-03-05,0,65.31228623135044,10.927425530928094,True,44,0.49882983576473994,21.46148613306829
44,2020-03-06,0,65.31228623135044,10.927425530928094,True,45,0.5923809291803771,21.46148613306829
45,2020-03-07,0,65.31228623135044,10.927425530928094,True,46,0.7028992421893641,21.46148613306829
46,2020-03-08,0,65.31228623135044,10.927425530928094,True,47,0.8332285349189686,21.46148613306829
47,2020-03-09,0,65.31228623135044,10.927425530928094,True,48,0.9865959162721737,21.46148613306829
48,2020-03-10,0,65.31228623135044,10.927425530928094,True,49,1.1666260789295724,21.46148613306829
49,2020-03-11,0,65.31228623135044,10.927425530928094,True,50,1.3773392080013063,21.46148613306829
50,2020-03-12,0,65.31228623135044,10.927425530928094,True,51,1.6231248893724988,21.46148613306829
51,2020-03-13,0,65.31228623135044,10.927425530928094,True,52,1.9086827675619857,21.46148613306829
52,2020-03-14,0,65.31228623135044,10.927425530928094,True,53,2.2389195310951457,21.46148613306829
53,2020-03-15,0,65.31228623135044,10.927425530928094,True,54,2.6187915687732444,21.46148613306829
54,2020-03-16,0,65.31228623135044,10.927425530928094,True,55,3.053084069541284,21.46148613306829
55,2020-03-17,0,65.31228623135044,10.927425530928094,True,56,3.5461212916065827,21.46148613306829
56,2020-03-18,0,65.31228623135044,10.927425530928094,True,57,4.101410020339612,21.46148613306829
57,2020-03-19,2,65.31228623135044,10.927425530928094,True,58,4.7212293169868556,21.46148613306829
58,2020-03-20,2,65.31228623135044,10.927425530928094,True,59,5.406194138588004,21.46148613306829
59,2020-03-21,4,65.31228623135044,10.927425530928094,True,60,6.154836540670545,21.46148613306829
60,2020-03-22,4,65.31228623135044,10.927425530928094,True,61,6.9632625553311716,21.46148613306829
61,2020-03-23,8,65.31228623135044,10.927425530928094,True,62,7.824950643352101,21.46148613306829
62,2020-03-24,10,65.31228623135044,10.927425530928094,True,63,8.73075369697083,21.46148613306829
63,2020-03-25,14,65.31228623135044,10.927425530928094,True,64,9.669147388167499,21.46148613306829
64,2020-03-26,14,65.31228623135044,10.927425530928094,True,65,10.626733545987953,21.46148613306829
65,2020-03-27,15,65.31228623135044,10.927425530928094,True,66,11.588963808249135,21.46148613306829
66,2020-03-28,15,65.31228623135044,10.927425530928094,True,67,12.541006298443422,21.46148613306829
67,2020-03-29,15,65.31228623135044,10.927425530928094,True,68,13.468648434899924,21.46148613306829
68,2020-03-30,15,65.31228623135044,10.927425530928094,True,69,14.35912125908404,21.46148613306829
69,2020-03-31,16,65.31228623135044,10.927425530928094,True,70,15.201747322452793,21.46148613306829
70,2020-04-01,16,65.31228623135044,10.927425530928094,True,71,15.988349956408753,21.46148613306829
71,2020-04-02,18,65.31228623135044,10.927425530928094,True,72,16.713405997370835,21.46148613306829
72,2020-04-03,18,65.31228623135044,10.927425530928094,True,73,17.373964970970622,21.46148613306829
73,2020-04-04,17,65.31228623135044,10.927425530928094,True,74,17.9693866070552,21.46148613306829
74,2020-04-05,18,65.31228623135044,10.927425530928094,True,75,18.50096179574738,21.46148613306829
75,2020-04-06,18,65.31228623135044,10.927425530928094,True,76,18.97148106260196,21.46148613306829
76,2020-04-07,18,65.31228623135044,10.927425530928094,True,77,19.384803745087847,21.46148613306829
77,2020-04-08,18,65.31228623135044,10.927425530928094,True,78,19.74546551127794,21.46148613306829
