,Report_Date,Indonesia_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
27,2020-02-18,0,74.29643581861001,2235.0819956928794,True,28,3.4224274167789717,3992.597986100957
28,2020-02-19,0,74.29643581861001,2235.0819956928794,True,29,3.9955493424668043,3992.597986100957
29,2020-02-20,0,74.29643581861001,2235.0819956928794,True,30,4.664546413809592,3992.597986100957
30,2020-02-21,0,74.29643581861001,2235.0819956928794,True,31,5.44542081532044,3992.597986100957
31,2020-02-22,0,74.29643581861001,2235.0819956928794,True,32,6.356832411704363,3992.597986100957
32,2020-02-23,0,74.29643581861001,2235.0819956928794,True,33,7.420535358670483,3992.597986100957
33,2020-02-24,0,74.29643581861001,2235.0819956928794,True,34,8.661884704686901,3992.597986100957
34,2020-02-25,0,74.29643581861001,2235.0819956928794,True,35,10.110423569972761,3992.597986100957
35,2020-02-26,0,74.29643581861001,2235.0819956928794,True,36,11.800562855595972,3992.597986100957
36,2020-02-27,0,74.29643581861001,2235.0819956928794,True,37,13.772366887789397,3992.597986100957
37,2020-02-28,0,74.29643581861001,2235.0819956928794,True,38,16.072459905560336,3992.597986100957
38,2020-02-29,0,74.29643581861001,2235.0819956928794,True,39,18.75506979622688,3992.597986100957
39,2020-03-01,0,74.29643581861001,2235.0819956928794,True,40,21.883226885658686,3992.597986100957
40,2020-03-02,2,74.29643581861001,2235.0819956928794,True,41,25.530136767330347,3992.597986100957
41,2020-03-03,2,74.29643581861001,2235.0819956928794,True,42,29.780746919120126,3992.597986100957
42,2020-03-04,2,74.29643581861001,2235.0819956928794,True,43,34.7335269450795,3992.597986100957
43,2020-03-05,2,74.29643581861001,2235.0819956928794,True,44,40.502481327040655,3992.597986100957
44,2020-03-06,4,74.29643581861001,2235.0819956928794,True,45,47.21941108479151,3992.597986100957
45,2020-03-07,4,74.29643581861001,2235.0819956928794,True,46,55.0364360676229,3992.597986100957
46,2020-03-08,6,74.29643581861001,2235.0819956928794,True,47,64.12878187777292,3992.597986100957
47,2020-03-09,19,74.29643581861001,2235.0819956928794,True,48,74.69782356209494,3992.597986100957
48,2020-03-10,27,74.29643581861001,2235.0819956928794,True,49,86.97436083437529,3992.597986100957
49,2020-03-11,34,74.29643581861001,2235.0819956928794,True,50,101.22207504972008,3992.597986100957
50,2020-03-12,34,74.29643581861001,2235.0819956928794,True,51,117.74108451308199,3992.597986100957
51,2020-03-13,69,74.29643581861001,2235.0819956928794,True,52,136.87146983709675,3992.597986100957
52,2020-03-14,96,74.29643581861001,2235.0819956928794,True,53,158.9965828176592,3992.597986100957
53,2020-03-15,117,74.29643581861001,2235.0819956928794,True,54,184.5458788210586,3992.597986100957
54,2020-03-16,134,74.29643581861001,2235.0819956928794,True,55,213.99692297721134,3992.597986100957
55,2020-03-17,172,74.29643581861001,2235.0819956928794,True,56,247.87611524569726,3992.597986100957
56,2020-03-18,227,74.29643581861001,2235.0819956928794,True,57,286.75756225700684,3992.597986100957
57,2020-03-19,311,74.29643581861001,2235.0819956928794,True,58,331.2594028080471,3992.597986100957
58,2020-03-20,369,74.29643581861001,2235.0819956928794,True,59,382.03678347191516,3992.597986100957
59,2020-03-21,450,74.29643581861001,2235.0819956928794,True,60,439.77060376874044,3992.597986100957
60,2020-03-22,514,74.29643581861001,2235.0819956928794,True,61,505.1511393252085,3992.597986100957
61,2020-03-23,579,74.29643581861001,2235.0819956928794,True,62,578.8557487921815,3992.597986100957
62,2020-03-24,686,74.29643581861001,2235.0819956928794,True,63,661.5201252919052,3992.597986100957
63,2020-03-25,790,74.29643581861001,2235.0819956928794,True,64,753.70301471788,3992.597986100957
64,2020-03-26,893,74.29643581861001,2235.0819956928794,True,65,855.8450265149756,3992.597986100957
65,2020-03-27,1046,74.29643581861001,2235.0819956928794,True,66,968.2231096726375,3992.597986100957
66,2020-03-28,1155,74.29643581861001,2235.0819956928794,True,67,1090.903403090777,3992.597986100957
67,2020-03-29,1285,74.29643581861001,2235.0819956928794,True,68,1223.6963631605242,3992.597986100957
68,2020-03-30,1414,74.29643581861001,2235.0819956928794,True,69,1366.119104485665,3992.597986100957
69,2020-03-31,1528,74.29643581861001,2235.0819956928794,True,70,1517.3704761081176,3992.597986100957
70,2020-04-01,1677,74.29643581861001,2235.0819956928794,True,71,1676.3242345883739,3992.597986100957
71,2020-04-02,1790,74.29643581861001,2235.0819956928794,True,72,1841.5445395918705,3992.597986100957
72,2020-04-03,1986,74.29643581861001,2235.0819956928794,True,73,2011.3258374705258,3992.597986100957
73,2020-04-04,2092,74.29643581861001,2235.0819956928794,True,74,2183.756222607999,3992.597986100957
74,2020-04-05,2273,74.29643581861001,2235.0819956928794,True,75,2356.800055494106,3992.597986100957
75,2020-04-06,2491,74.29643581861001,2235.0819956928794,True,76,2528.3926370886443,3992.597986100957
76,2020-04-07,2738,74.29643581861001,2235.0819956928794,True,77,2696.5377683882334,3992.597986100957
77,2020-04-08,2956,74.29643581861001,2235.0819956928794,True,78,2859.3985413650526,3992.597986100957
