,Report_Date,China_anhui_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,1,14.327346750225072,495.66169935612726,True,1,22.377668621671678,991.3233978213291
1,2020-01-23,9,14.327346750225072,495.66169935612726,True,2,29.472344774388333,991.3233978213291
2,2020-01-24,15,14.327346750225072,495.66169935612726,True,3,38.726436374858864,991.3233978213291
3,2020-01-25,39,14.327346750225072,495.66169935612726,True,4,50.732979859034444,991.3233978213291
4,2020-01-26,60,14.327346750225072,495.66169935612726,True,5,66.20326846164116,991.3233978213291
5,2020-01-27,70,14.327346750225072,495.66169935612726,True,6,85.9598743863993,991.3233978213291
6,2020-01-28,106,14.327346750225072,495.66169935612726,True,7,110.90550825720867,991.3233978213291
7,2020-01-29,152,14.327346750225072,495.66169935612726,True,8,141.95531951037404,991.3233978213291
8,2020-01-30,200,14.327346750225072,495.66169935612726,True,9,179.9215581109169,991.3233978213291
9,2020-01-31,237,14.327346750225072,495.66169935612726,True,10,225.34792260906707,991.3233978213291
10,2020-02-01,297,14.327346750225072,495.66169935612726,True,11,278.30956307018386,991.3233978213291
11,2020-02-02,340,14.327346750225072,495.66169935612726,True,12,338.22221117999425,991.3233978213291
12,2020-02-03,408,14.327346750225072,495.66169935612726,True,13,403.72945784131934,991.3233978213291
13,2020-02-04,480,14.327346750225072,495.66169935612726,True,14,472.7404938743332,991.3233978213291
14,2020-02-05,530,14.327346750225072,495.66169935612726,True,15,542.6537332295925,991.3233978213291
15,2020-02-06,591,14.327346750225072,495.66169935612726,True,16,610.7297643302114,991.3233978213291
16,2020-02-07,665,14.327346750225072,495.66169935612726,True,17,674.5071173975995,991.3233978213291
17,2020-02-08,733,14.327346750225072,495.66169935612726,True,18,732.1327578184444,991.3233978213291
18,2020-02-09,779,14.327346750225072,495.66169935612726,True,19,782.5215633387375,991.3233978213291
19,2020-02-10,830,14.327346750225072,495.66169935612726,True,20,825.3353034089218,991.3233978213291
20,2020-02-11,860,14.327346750225072,495.66169935612726,True,21,860.8342028999682,991.3233978213291
21,2020-02-12,889,14.327346750225072,495.66169935612726,True,22,889.676174778227,991.3233978213291
22,2020-02-13,910,14.327346750225072,495.66169935612726,True,23,912.7252781010142,991.3233978213291
23,2020-02-14,934,14.327346750225072,495.66169935612726,True,24,930.902810911866,991.3233978213291
24,2020-02-15,950,14.327346750225072,495.66169935612726,True,25,945.0893430410241,991.3233978213291
25,2020-02-16,962,14.327346750225072,495.66169935612726,True,26,956.0710690018421,991.3233978213291
26,2020-02-17,973,14.327346750225072,495.66169935612726,True,27,964.5183462846812,991.3233978213291
27,2020-02-18,982,14.327346750225072,495.66169935612726,True,28,970.9845204988251,991.3233978213291
28,2020-02-19,986,14.327346750225072,495.66169935612726,True,29,975.9157790050361,991.3233978213291
29,2020-02-20,987,14.327346750225072,495.66169935612726,True,30,979.6657846797092,991.3233978213291
30,2020-02-21,988,14.327346750225072,495.66169935612726,True,31,982.5113310948219,991.3233978213291
31,2020-02-22,989,14.327346750225072,495.66169935612726,True,32,984.6670178136397,991.3233978213291
32,2020-02-23,989,14.327346750225072,495.66169935612726,True,33,986.2980584367391,991.3233978213291
33,2020-02-24,989,14.327346750225072,495.66169935612726,True,34,987.5309776934481,991.3233978213291
34,2020-02-25,989,14.327346750225072,495.66169935612726,True,35,988.4622894474576,991.3233978213291
35,2020-02-26,989,14.327346750225072,495.66169935612726,True,36,989.1653970487565,991.3233978213291
36,2020-02-27,989,14.327346750225072,495.66169935612726,True,37,989.6960028884045,991.3233978213291
37,2020-02-28,990,14.327346750225072,495.66169935612726,True,38,990.0963060971937,991.3233978213291
38,2020-02-29,990,14.327346750225072,495.66169935612726,True,39,990.3982356573873,991.3233978213291
39,2020-03-01,990,14.327346750225072,495.66169935612726,True,40,990.6259269411418,991.3233978213291
40,2020-03-02,990,14.327346750225072,495.66169935612726,True,41,990.7976110188397,991.3233978213291
41,2020-03-03,990,14.327346750225072,495.66169935612726,True,42,990.9270516241729,991.3233978213291
42,2020-03-04,990,14.327346750225072,495.66169935612726,True,43,991.024635610781,991.3233978213291
43,2020-03-05,990,14.327346750225072,495.66169935612726,True,44,991.0981990593315,991.3233978213291
44,2020-03-06,990,14.327346750225072,495.66169935612726,True,45,991.1536523262018,991.3233978213291
45,2020-03-07,990,14.327346750225072,495.66169935612726,True,46,991.1954525177234,991.3233978213291
46,2020-03-08,990,14.327346750225072,495.66169935612726,True,47,991.2269603781651,991.3233978213291
47,2020-03-09,990,14.327346750225072,495.66169935612726,True,48,991.2507097236263,991.3233978213291
48,2020-03-10,990,14.327346750225072,495.66169935612726,True,49,991.2686107698656,991.3233978213291
49,2020-03-11,990,14.327346750225072,495.66169935612726,True,50,991.2821035265858,991.3233978213291
50,2020-03-12,990,14.327346750225072,495.66169935612726,True,51,991.2922734943935,991.3233978213291
51,2020-03-13,990,14.327346750225072,495.66169935612726,True,52,991.2999389136493,991.3233978213291
52,2020-03-14,990,14.327346750225072,495.66169935612726,True,53,991.3057165516044,991.3233978213291
53,2020-03-15,990,14.327346750225072,495.66169935612726,True,54,991.3100713021719,991.3233978213291
54,2020-03-16,990,14.327346750225072,495.66169935612726,True,55,991.313353578582,991.3233978213291
55,2020-03-17,990,14.327346750225072,495.66169935612726,True,56,991.315827501675,991.3233978213291
56,2020-03-18,990,14.327346750225072,495.66169935612726,True,57,991.3176921486312,991.3233978213291
57,2020-03-19,990,14.327346750225072,495.66169935612726,True,58,991.3190975700581,991.3233978213291
58,2020-03-20,990,14.327346750225072,495.66169935612726,True,59,991.3201568632267,991.3233978213291
59,2020-03-21,990,14.327346750225072,495.66169935612726,True,60,991.320955272379,991.3233978213291
60,2020-03-22,990,14.327346750225072,495.66169935612726,True,61,991.3215570480714,991.3233978213291
61,2020-03-23,990,14.327346750225072,495.66169935612726,True,62,991.3220106173437,991.3233978213291
62,2020-03-24,990,14.327346750225072,495.66169935612726,True,63,991.3223524806548,991.3233978213291
63,2020-03-25,990,14.327346750225072,495.66169935612726,True,64,991.3226101491249,991.3233978213291
64,2020-03-26,990,14.327346750225072,495.66169935612726,True,65,991.3228043584137,991.3233978213291
65,2020-03-27,990,14.327346750225072,495.66169935612726,True,66,991.3229507373775,991.3233978213291
66,2020-03-28,990,14.327346750225072,495.66169935612726,True,67,991.3230610657729,991.3233978213291
67,2020-03-29,990,14.327346750225072,495.66169935612726,True,68,991.3231442222168,991.3233978213291
68,2020-03-30,990,14.327346750225072,495.66169935612726,True,69,991.3232068986816,991.3233978213291
69,2020-03-31,990,14.327346750225072,495.66169935612726,True,70,991.3232541390267,991.3233978213291
70,2020-04-01,990,14.327346750225072,495.66169935612726,True,71,991.3232897448984,991.3233978213291
71,2020-04-02,990,14.327346750225072,495.66169935612726,True,72,991.3233165816637,991.3233978213291
72,2020-04-03,990,14.327346750225072,495.66169935612726,True,73,991.3233368090007,991.3233978213291
73,2020-04-04,990,14.327346750225072,495.66169935612726,True,74,991.3233520546966,991.3233978213291
74,2020-04-05,990,14.327346750225072,495.66169935612726,True,75,991.3233635456423,991.3233978213291
75,2020-04-06,990,14.327346750225072,495.66169935612726,True,76,991.323372206568,991.3233978213291
76,2020-04-07,990,14.327346750225072,495.66169935612726,True,77,991.3233787344582,991.3233978213291
77,2020-04-08,990,14.327346750225072,495.66169935612726,True,78,991.3233836546425,991.3233978213291
