,Report_Date,Qatar_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
47,2020-03-09,18,116.00664180918135,46026.21808493588,False,48,107.78354022656005,92052.43616987174
48,2020-03-10,24,116.00664180918135,46026.21808493588,False,49,119.01391584089852,92052.43616987174
49,2020-03-11,262,116.00664180918135,46026.21808493588,False,50,131.4127544327481,92052.43616987174
50,2020-03-12,262,116.00664180918135,46026.21808493588,False,51,145.1012620419316,92052.43616987174
51,2020-03-13,320,116.00664180918135,46026.21808493588,False,52,160.21313724540252,92052.43616987174
52,2020-03-14,337,116.00664180918135,46026.21808493588,False,53,176.89584114550337,92052.43616987174
53,2020-03-15,401,116.00664180918135,46026.21808493588,False,54,195.31199259969242,92052.43616987174
54,2020-03-16,439,116.00664180918135,46026.21808493588,False,55,215.64090018775423,92052.43616987174
55,2020-03-17,439,116.00664180918135,46026.21808493588,False,56,238.0802432748542,92052.43616987174
56,2020-03-18,452,116.00664180918135,46026.21808493588,False,57,262.8479154097645,92052.43616987174
57,2020-03-19,460,116.00664180918135,46026.21808493588,False,58,290.1840441843567,92052.43616987174
58,2020-03-20,470,116.00664180918135,46026.21808493588,False,59,320.3532025559403,92052.43616987174
59,2020-03-21,481,116.00664180918135,46026.21808493588,False,60,353.64682747585204,92052.43616987174
60,2020-03-22,494,116.00664180918135,46026.21808493588,False,61,390.3858624471118,92052.43616987174
61,2020-03-23,501,116.00664180918135,46026.21808493588,False,62,430.9236413142834,92052.43616987174
62,2020-03-24,526,116.00664180918135,46026.21808493588,False,63,475.6490311238717,92052.43616987174
63,2020-03-25,537,116.00664180918135,46026.21808493588,False,64,524.9898522261343,92052.43616987174
64,2020-03-26,549,116.00664180918135,46026.21808493588,False,65,579.4165938480519,92052.43616987174
65,2020-03-27,562,116.00664180918135,46026.21808493588,False,66,639.4464430651716,92052.43616987174
66,2020-03-28,590,116.00664180918135,46026.21808493588,False,67,705.6476443309427,92052.43616987174
67,2020-03-29,634,116.00664180918135,46026.21808493588,False,68,778.6442053575904,92052.43616987174
68,2020-03-30,693,116.00664180918135,46026.21808493588,False,69,859.120963028437,92052.43616987174
69,2020-03-31,781,116.00664180918135,46026.21808493588,False,70,947.8290199742726,92052.43616987174
70,2020-04-01,835,116.00664180918135,46026.21808493588,False,71,1045.5915582489095,92052.43616987174
71,2020-04-02,949,116.00664180918135,46026.21808493588,False,72,1153.31003093716,92052.43616987174
72,2020-04-03,1075,116.00664180918135,46026.21808493588,False,73,1271.9707252269186,92052.43616987174
73,2020-04-04,1325,116.00664180918135,46026.21808493588,False,74,1402.6516811368426,92052.43616987174
74,2020-04-05,1604,116.00664180918135,46026.21808493588,False,75,1546.5299383275208,92052.43616987174
75,2020-04-06,1832,116.00664180918135,46026.21808493588,False,76,1704.8890688069719,92052.43616987174
76,2020-04-07,2057,116.00664180918135,46026.21808493588,False,77,1879.1269353981245,92052.43616987174
77,2020-04-08,2210,116.00664180918135,46026.21808493588,False,78,2070.763594058814,92052.43616987174
