,Report_Date,Qatar_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,116.00664180918135,46026.21808493588,False,1,1.0172648024835231,92052.43616987174
1,2020-01-23,0,116.00664180918135,46026.21808493588,False,2,1.1233933976002077,92052.43616987174
2,2020-01-24,0,116.00664180918135,46026.21808493588,False,3,1.2405939642199437,92052.43616987174
3,2020-01-25,0,116.00664180918135,46026.21808493588,False,4,1.3700215640495792,92052.43616987174
4,2020-01-26,0,116.00664180918135,46026.21808493588,False,5,1.5129517511506183,92052.43616987174
5,2020-01-27,0,116.00664180918135,46026.21808493588,False,6,1.6707931397385856,92052.43616987174
6,2020-01-28,0,116.00664180918135,46026.21808493588,False,7,1.8451012825038244,92052.43616987174
7,2020-01-29,0,116.00664180918135,46026.21808493588,False,8,2.0375939960337224,92052.43616987174
8,2020-01-30,0,116.00664180918135,46026.21808493588,False,9,2.250168284133745,92052.43616987174
9,2020-01-31,0,116.00664180918135,46026.21808493588,False,10,2.4849190255383435,92052.43616987174
10,2020-02-01,0,116.00664180918135,46026.21808493588,False,11,2.744159609825276,92052.43616987174
11,2020-02-02,0,116.00664180918135,46026.21808493588,False,12,3.0304447244661943,92052.43616987174
12,2020-02-03,0,116.00664180918135,46026.21808493588,False,13,3.346595517047706,92052.43616987174
13,2020-02-04,0,116.00664180918135,46026.21808493588,False,14,3.695727379984484,92052.43616987174
14,2020-02-05,0,116.00664180918135,46026.21808493588,False,15,4.081280630744106,92052.43616987174
15,2020-02-06,0,116.00664180918135,46026.21808493588,False,16,4.507054388959491,92052.43616987174
16,2020-02-07,0,116.00664180918135,46026.21808493588,False,17,4.977243983091325,92052.43616987174
17,2020-02-08,0,116.00664180918135,46026.21808493588,False,18,5.496482253819408,92052.43616987174
18,2020-02-09,0,116.00664180918135,46026.21808493588,False,19,6.069885159417765,92052.43616987174
19,2020-02-10,0,116.00664180918135,46026.21808493588,False,20,6.7031021303659974,92052.43616987174
20,2020-02-11,0,116.00664180918135,46026.21808493588,False,21,7.402371666766614,92052.43616987174
21,2020-02-12,0,116.00664180918135,46026.21808493588,False,22,8.174582723212236,92052.43616987174
22,2020-02-13,0,116.00664180918135,46026.21808493588,False,23,9.02734248205707,92052.43616987174
23,2020-02-14,0,116.00664180918135,46026.21808493588,False,24,9.969051178120512,92052.43616987174
24,2020-02-15,0,116.00664180918135,46026.21808493588,False,25,11.008984706263202,92052.43616987174
25,2020-02-16,0,116.00664180918135,46026.21808493588,False,26,12.157385818659522,92052.43616987174
26,2020-02-17,0,116.00664180918135,46026.21808493588,False,27,13.425564801635334,92052.43616987174
27,2020-02-18,0,116.00664180918135,46026.21808493588,False,28,14.826010613401301,92052.43616987174
28,2020-02-19,0,116.00664180918135,46026.21808493588,False,29,16.372513564713795,92052.43616987174
29,2020-02-20,0,116.00664180918135,46026.21808493588,False,30,18.08030073533542,92052.43616987174
30,2020-02-21,0,116.00664180918135,46026.21808493588,False,31,19.966185441122885,92052.43616987174
31,2020-02-22,0,116.00664180918135,46026.21808493588,False,32,22.048732200702755,92052.43616987174
32,2020-02-23,0,116.00664180918135,46026.21808493588,False,33,24.348438798157215,92052.43616987174
33,2020-02-24,0,116.00664180918135,46026.21808493588,False,34,26.88793720017644,92052.43616987174
34,2020-02-25,0,116.00664180918135,46026.21808493588,False,35,29.69221526408643,92052.43616987174
35,2020-02-26,0,116.00664180918135,46026.21808493588,False,36,32.78886136847485,92052.43616987174
36,2020-02-27,0,116.00664180918135,46026.21808493588,False,37,36.208334312362574,92052.43616987174
37,2020-02-28,0,116.00664180918135,46026.21808493588,False,38,39.98426106365797,92052.43616987174
38,2020-02-29,1,116.00664180918135,46026.21808493588,False,39,44.15376519474249,92052.43616987174
39,2020-03-01,3,116.00664180918135,46026.21808493588,False,40,48.757829124324935,92052.43616987174
40,2020-03-02,3,116.00664180918135,46026.21808493588,False,41,53.84169359211481,92052.43616987174
41,2020-03-03,7,116.00664180918135,46026.21808493588,False,42,59.455298128431295,92052.43616987174
42,2020-03-04,8,116.00664180918135,46026.21808493588,False,43,65.65376664666692,92052.43616987174
43,2020-03-05,8,116.00664180918135,46026.21808493588,False,44,72.49794268468942,92052.43616987174
44,2020-03-06,8,116.00664180918135,46026.21808493588,False,45,80.05497925391094,92052.43616987174
45,2020-03-07,8,116.00664180918135,46026.21808493588,False,46,88.39898872395678,92052.43616987174
46,2020-03-08,15,116.00664180918135,46026.21808493588,False,47,97.61175867858823,92052.43616987174
