,Report_Date,China_ningxia_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,1,15.484207008759526,37.35482993526207,True,1,3.6011913435590452,74.70963546288478
1,2020-01-23,1,15.484207008759526,37.35482993526207,True,2,4.376486692545331,74.70963546288478
2,2020-01-24,2,15.484207008759526,37.35482993526207,True,3,5.3062389874527,74.70963546288478
3,2020-01-25,3,15.484207008759526,37.35482993526207,True,4,6.415493449163161,74.70963546288478
4,2020-01-26,4,15.484207008759526,37.35482993526207,True,5,7.730804760802097,74.70963546288478
5,2020-01-27,7,15.484207008759526,37.35482993526207,True,6,9.279142952149476,74.70963546288478
6,2020-01-28,11,15.484207008759526,37.35482993526207,True,7,11.086256863839905,74.70963546288478
7,2020-01-29,12,15.484207008759526,37.35482993526207,True,8,13.174444086822657,74.70963546288478
8,2020-01-30,17,15.484207008759526,37.35482993526207,True,9,15.559766210709189,74.70963546288478
9,2020-01-31,21,15.484207008759526,37.35482993526207,True,10,18.248889041037426,74.70963546288478
10,2020-02-01,26,15.484207008759526,37.35482993526207,True,11,21.235907201223352,74.70963546288478
11,2020-02-02,28,15.484207008759526,37.35482993526207,True,12,24.499692115949948,74.70963546288478
12,2020-02-03,31,15.484207008759526,37.35482993526207,True,13,28.002413999566915,74.70963546288478
13,2020-02-04,34,15.484207008759526,37.35482993526207,True,14,31.689851852145562,74.70963546288478
14,2020-02-05,34,15.484207008759526,37.35482993526207,True,15,35.49386493007581,74.70963546288478
15,2020-02-06,40,15.484207008759526,37.35482993526207,True,16,39.33696912202504,74.70963546288478
16,2020-02-07,43,15.484207008759526,37.35482993526207,True,17,43.138450619498855,74.70963546288478
17,2020-02-08,45,15.484207008759526,37.35482993526207,True,18,46.82103279812596,74.70963546288478
18,2020-02-09,45,15.484207008759526,37.35482993526207,True,19,50.31695472349564,74.70963546288478
19,2020-02-10,49,15.484207008759526,37.35482993526207,True,20,53.57248707936076,74.70963546288478
20,2020-02-11,53,15.484207008759526,37.35482993526207,True,21,56.55033359799354,74.70963546288478
21,2020-02-12,58,15.484207008759526,37.35482993526207,True,22,59.22987704966442,74.70963546288478
22,2020-02-13,64,15.484207008759526,37.35482993526207,True,23,61.6056540696829,74.70963546288478
23,2020-02-14,67,15.484207008759526,37.35482993526207,True,24,63.68467694497497,74.70963546288478
24,2020-02-15,70,15.484207008759526,37.35482993526207,True,25,65.48325131822897,74.70963546288478
25,2020-02-16,70,15.484207008759526,37.35482993526207,True,26,67.02382375605308,74.70963546288478
26,2020-02-17,70,15.484207008759526,37.35482993526207,True,27,68.33221263633459,74.70963546288478
27,2020-02-18,70,15.484207008759526,37.35482993526207,True,28,69.43539684632832,74.70963546288478
28,2020-02-19,71,15.484207008759526,37.35482993526207,True,29,70.35989750135977,74.70963546288478
29,2020-02-20,71,15.484207008759526,37.35482993526207,True,30,71.13069953651825,74.70963546288478
30,2020-02-21,71,15.484207008759526,37.35482993526207,True,31,71.77061676757903,74.70963546288478
31,2020-02-22,71,15.484207008759526,37.35482993526207,True,32,72.29999301587415,74.70963546288478
32,2020-02-23,71,15.484207008759526,37.35482993526207,True,33,72.73664001566348,74.70963546288478
33,2020-02-24,71,15.484207008759526,37.35482993526207,True,34,73.0959298186711,74.70963546288478
34,2020-02-25,71,15.484207008759526,37.35482993526207,True,35,73.39097858727763,74.70963546288478
35,2020-02-26,71,15.484207008759526,37.35482993526207,True,36,73.63287634850437,74.70963546288478
36,2020-02-27,72,15.484207008759526,37.35482993526207,True,37,73.83093188720068,74.70963546288478
37,2020-02-28,72,15.484207008759526,37.35482993526207,True,38,73.99291316632507,74.70963546288478
38,2020-02-29,73,15.484207008759526,37.35482993526207,True,39,74.12527179059997,74.70963546288478
39,2020-03-01,73,15.484207008759526,37.35482993526207,True,40,74.23334564091665,74.70963546288478
40,2020-03-02,74,15.484207008759526,37.35482993526207,True,41,74.32153749692203,74.70963546288478
41,2020-03-03,74,15.484207008759526,37.35482993526207,True,42,74.39346976178838,74.70963546288478
42,2020-03-04,75,15.484207008759526,37.35482993526207,True,43,74.45211673063193,74.70963546288478
43,2020-03-05,75,15.484207008759526,37.35482993526207,True,44,74.49991652335993,74.70963546288478
44,2020-03-06,75,15.484207008759526,37.35482993526207,True,45,74.53886506593354,74.70963546288478
45,2020-03-07,75,15.484207008759526,37.35482993526207,True,46,74.5705945128847,74.70963546288478
46,2020-03-08,75,15.484207008759526,37.35482993526207,True,47,74.59643836757736,74.70963546288478
47,2020-03-09,75,15.484207008759526,37.35482993526207,True,48,74.61748534647624,74.70963546288478
48,2020-03-10,75,15.484207008759526,37.35482993526207,True,49,74.6346237945463,74.70963546288478
49,2020-03-11,75,15.484207008759526,37.35482993526207,True,50,74.64857821794448,74.70963546288478
50,2020-03-12,75,15.484207008759526,37.35482993526207,True,51,74.65993927267294,74.70963546288478
51,2020-03-13,75,15.484207008759526,37.35482993526207,True,52,74.66918834155173,74.70963546288478
52,2020-03-14,75,15.484207008759526,37.35482993526207,True,53,74.67671764973456,74.70963546288478
53,2020-03-15,75,15.484207008759526,37.35482993526207,True,54,74.68284671122512,74.70963546288478
54,2020-03-16,75,15.484207008759526,37.35482993526207,True,55,74.68783576407476,74.70963546288478
55,2020-03-17,75,15.484207008759526,37.35482993526207,True,56,74.69189673799572,74.70963546288478
56,2020-03-18,75,15.484207008759526,37.35482993526207,True,57,74.69520220254967,74.70963546288478
57,2020-03-19,75,15.484207008759526,37.35482993526207,True,58,74.69789266439689,74.70963546288478
58,2020-03-20,75,15.484207008759526,37.35482993526207,True,59,74.70008251599087,74.70963546288478
59,2020-03-21,75,15.484207008759526,37.35482993526207,True,60,74.70186488346927,74.70963546288478
60,2020-03-22,75,15.484207008759526,37.35482993526207,True,61,74.70331557647454,74.70963546288478
61,2020-03-23,75,15.484207008759526,37.35482993526207,True,62,74.7044963056284,74.70963546288478
62,2020-03-24,75,15.484207008759526,37.35482993526207,True,63,74.7054573030209,74.70963546288478
63,2020-03-25,75,15.484207008759526,37.35482993526207,True,64,74.70623945619958,74.70963546288478
64,2020-03-26,75,15.484207008759526,37.35482993526207,True,65,74.7068760457918,74.70963546288478
65,2020-03-27,75,15.484207008759526,37.35482993526207,True,66,74.70739416025788,74.70963546288478
66,2020-03-28,75,15.484207008759526,37.35482993526207,True,67,74.70781584768574,74.70963546288478
67,2020-03-29,75,15.484207008759526,37.35482993526207,True,68,74.70815905344841,74.70963546288478
68,2020-03-30,75,15.484207008759526,37.35482993526207,True,69,74.70843838350021,74.70963546288478
69,2020-03-31,75,15.484207008759526,37.35482993526207,True,70,74.708665725711,74.70963546288478
70,2020-04-01,75,15.484207008759526,37.35482993526207,True,71,74.70885075562533,74.70963546288478
71,2020-04-02,75,15.484207008759526,37.35482993526207,True,72,74.7090013481348,74.70963546288478
72,2020-04-03,75,15.484207008759526,37.35482993526207,True,73,74.70912391255922,74.70963546288478
73,2020-04-04,75,15.484207008759526,37.35482993526207,True,74,74.70922366538198,74.70963546288478
74,2020-04-05,75,15.484207008759526,37.35482993526207,True,75,74.70930485223685,74.70963546288478
75,2020-04-06,75,15.484207008759526,37.35482993526207,True,76,74.70937092858688,74.70963546288478
76,2020-04-07,75,15.484207008759526,37.35482993526207,True,77,74.70942470678088,74.70963546288478
77,2020-04-08,75,15.484207008759526,37.35482993526207,True,78,74.70946847574339,74.70963546288478
