,Report_Date,Malawi_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
56,2020-03-18,0,88.5459895844877,5.701952229347833,False,57,0.9413508993106013,0.043680903892662146
57,2020-03-19,0,88.5459895844877,5.701952229347833,False,58,1.0094183616423664,0.043680903892662146
58,2020-03-20,0,88.5459895844877,5.701952229347833,False,59,1.0818987133451217,0.043680903892662146
59,2020-03-21,0,88.5459895844877,5.701952229347833,False,60,1.1590031517825305,0.043680903892662146
60,2020-03-22,0,88.5459895844877,5.701952229347833,False,61,1.2409420146929484,0.043680903892662146
61,2020-03-23,0,88.5459895844877,5.701952229347833,False,62,1.3279229048052317,0.043680903892662146
62,2020-03-24,0,88.5459895844877,5.701952229347833,False,63,1.4201485730181265,0.043680903892662146
63,2020-03-25,0,88.5459895844877,5.701952229347833,False,64,1.5178145575529474,0.043680903892662146
64,2020-03-26,0,88.5459895844877,5.701952229347833,False,65,1.6211065820688955,0.043680903892662146
65,2020-03-27,0,88.5459895844877,5.701952229347833,False,66,1.7301977224462894,0.043680903892662146
66,2020-03-28,0,88.5459895844877,5.701952229347833,False,67,1.845245359794571,0.043680903892662146
67,2020-03-29,0,88.5459895844877,5.701952229347833,False,68,1.9663879461694491,0.043680903892662146
68,2020-03-30,0,88.5459895844877,5.701952229347833,False,69,2.0937416193542506,0.043680903892662146
69,2020-03-31,0,88.5459895844877,5.701952229347833,False,70,2.2273967136564106,0.043680903892662146
70,2020-04-01,0,88.5459895844877,5.701952229347833,False,71,2.367414224677873,0.043680903892662146
71,2020-04-02,3,88.5459895844877,5.701952229347833,False,72,2.5138222970246145,0.043680903892662146
72,2020-04-03,3,88.5459895844877,5.701952229347833,False,73,2.666612814413269,0.043680903892662146
73,2020-04-04,4,88.5459895844877,5.701952229347833,False,74,2.8257381810107565,0.043680903892662146
74,2020-04-05,4,88.5459895844877,5.701952229347833,False,75,2.9911083904359694,0.043680903892662146
75,2020-04-06,5,88.5459895844877,5.701952229347833,False,76,3.1625884839530327,0.043680903892662146
76,2020-04-07,8,88.5459895844877,5.701952229347833,False,77,3.3399965012908925,0.043680903892662146
77,2020-04-08,8,88.5459895844877,5.701952229347833,False,78,3.5231020255881105,0.043680903892662146
