,Report_Date,Nepal_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,139.5468077104874,804.7028561138509,False,1,0.017477977350667456,1609.4057122277013
1,2020-01-23,0,139.5468077104874,804.7028561138509,False,2,0.01898108515157502,1609.4057122277013
2,2020-01-24,0,139.5468077104874,804.7028561138509,False,3,0.020613458718062923,1609.4057122277013
3,2020-01-25,1,139.5468077104874,804.7028561138509,False,4,0.02238621447949317,1609.4057122277013
4,2020-01-26,1,139.5468077104874,804.7028561138509,False,5,0.02431142478819251,1609.4057122277013
5,2020-01-27,1,139.5468077104874,804.7028561138509,False,6,0.026402200111532517,1609.4057122277013
6,2020-01-28,1,139.5468077104874,804.7028561138509,False,7,0.028672778289326562,1609.4057122277013
7,2020-01-29,1,139.5468077104874,804.7028561138509,False,8,0.031138621463578108,1609.4057122277013
8,2020-01-30,1,139.5468077104874,804.7028561138509,False,9,0.033816521339714335,1609.4057122277013
9,2020-01-31,1,139.5468077104874,804.7028561138509,False,10,0.03672471349500033,1609.4057122277013
10,2020-02-01,1,139.5468077104874,804.7028561138509,False,11,0.03988300151123247,1609.4057122277013
11,2020-02-02,1,139.5468077104874,804.7028561138509,False,12,0.04331289177546686,1609.4057122277013
12,2020-02-03,1,139.5468077104874,804.7028561138509,False,13,0.04703773986489812,1609.4057122277013
13,2020-02-04,1,139.5468077104874,804.7028561138509,False,14,0.051082909510548356,1609.4057122277013
14,2020-02-05,1,139.5468077104874,804.7028561138509,False,15,0.05547594521968365,1609.4057122277013
15,2020-02-06,1,139.5468077104874,804.7028561138509,False,16,0.0602467597294126,1609.4057122277013
16,2020-02-07,1,139.5468077104874,804.7028561138509,False,17,0.06542783756435788,1609.4057122277013
17,2020-02-08,1,139.5468077104874,804.7028561138509,False,18,0.07105445608029402,1609.4057122277013
18,2020-02-09,1,139.5468077104874,804.7028561138509,False,19,0.07716492549393729,1609.4057122277013
19,2020-02-10,1,139.5468077104874,804.7028561138509,False,20,0.08380084952744161,1609.4057122277013
20,2020-02-11,1,139.5468077104874,804.7028561138509,False,21,0.09100740843544437,1609.4057122277013
21,2020-02-12,1,139.5468077104874,804.7028561138509,False,22,0.09883366633363865,1609.4057122277013
22,2020-02-13,1,139.5468077104874,804.7028561138509,False,23,0.10733290491181569,1609.4057122277013
23,2020-02-14,1,139.5468077104874,804.7028561138509,False,24,0.11656298579220031,1609.4057122277013
24,2020-02-15,1,139.5468077104874,804.7028561138509,False,25,0.12658674398685088,1609.4057122277013
25,2020-02-16,1,139.5468077104874,804.7028561138509,False,26,0.13747241511717528,1609.4057122277013
26,2020-02-17,1,139.5468077104874,804.7028561138509,False,27,0.14929409928557708,1609.4057122277013
27,2020-02-18,1,139.5468077104874,804.7028561138509,False,28,0.16213226473535952,1609.4057122277013
28,2020-02-19,1,139.5468077104874,804.7028561138509,False,29,0.1760742947018574,1609.4057122277013
29,2020-02-20,1,139.5468077104874,804.7028561138509,False,30,0.1912150811470476,1609.4057122277013
30,2020-02-21,1,139.5468077104874,804.7028561138509,False,31,0.20765766938343885,1609.4057122277013
31,2020-02-22,1,139.5468077104874,804.7028561138509,False,32,0.2255139579328462,1609.4057122277013
32,2020-02-23,1,139.5468077104874,804.7028561138509,False,33,0.24490545833383998,1609.4057122277013
33,2020-02-24,1,139.5468077104874,804.7028561138509,False,34,0.2659641200105193,1609.4057122277013
34,2020-02-25,1,139.5468077104874,804.7028561138509,False,35,0.28883322574724973,1609.4057122277013
35,2020-02-26,1,139.5468077104874,804.7028561138509,False,36,0.31366836378176816,1609.4057122277013
36,2020-02-27,1,139.5468077104874,804.7028561138509,False,37,0.340638483035429,1609.4057122277013
37,2020-02-28,1,139.5468077104874,804.7028561138509,False,38,0.36992703854736503,1609.4057122277013
38,2020-02-29,1,139.5468077104874,804.7028561138509,False,39,0.4017332347722114,1609.4057122277013
39,2020-03-01,1,139.5468077104874,804.7028561138509,False,40,0.4362733750422391,1609.4057122277013
40,2020-03-02,1,139.5468077104874,804.7028561138509,False,41,0.4737823261879637,1609.4057122277013
41,2020-03-03,1,139.5468077104874,804.7028561138509,False,42,0.5145151080604244,1609.4057122277013
