,Report_Date,Thailand_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
56,2020-03-18,212,69.0978198648047,1480.4079428632149,True,57,348.082744752184,2839.086748601967
57,2020-03-19,272,69.0978198648047,1480.4079428632149,True,58,402.60964763542313,2839.086748601967
58,2020-03-20,322,69.0978198648047,1480.4079428632149,True,59,464.16070592938917,2839.086748601967
59,2020-03-21,411,69.0978198648047,1480.4079428632149,True,60,533.1605612687472,2839.086748601967
60,2020-03-22,599,69.0978198648047,1480.4079428632149,True,61,609.9118540431732,2839.086748601967
61,2020-03-23,721,69.0978198648047,1480.4079428632149,True,62,694.5508597622119,2839.086748601967
62,2020-03-24,827,69.0978198648047,1480.4079428632149,True,63,787.0034134404214,2839.086748601967
63,2020-03-25,934,69.0978198648047,1480.4079428632149,True,64,886.946069912456,2839.086748601967
64,2020-03-26,1045,69.0978198648047,1480.4079428632149,True,65,993.7783839773981,2839.086748601967
65,2020-03-27,1136,69.0978198648047,1480.4079428632149,True,66,1106.612320482561,2839.086748601967
66,2020-03-28,1245,69.0978198648047,1480.4079428632149,True,67,1224.2837698910705,2839.086748601967
67,2020-03-29,1388,69.0978198648047,1480.4079428632149,True,68,1345.3888136581297,2839.086748601967
68,2020-03-30,1524,69.0978198648047,1480.4079428632149,True,69,1468.3439741159762,2839.086748601967
69,2020-03-31,1651,69.0978198648047,1480.4079428632149,True,70,1591.4658086536795,2839.086748601967
70,2020-04-01,1771,69.0978198648047,1480.4079428632149,True,71,1713.061758543703,2839.086748601967
71,2020-04-02,1875,69.0978198648047,1480.4079428632149,True,72,1831.5220408730956,2839.086748601967
72,2020-04-03,1978,69.0978198648047,1480.4079428632149,True,73,1945.4021713977193,2839.086748601967
73,2020-04-04,2067,69.0978198648047,1480.4079428632149,True,74,2053.4874842320455,2839.086748601967
74,2020-04-05,2169,69.0978198648047,1480.4079428632149,True,75,2154.8342696965396,2839.086748601967
75,2020-04-06,2220,69.0978198648047,1480.4079428632149,True,76,2248.786018243669,2839.086748601967
76,2020-04-07,2258,69.0978198648047,1480.4079428632149,True,77,2334.9668187143775,2839.086748601967
77,2020-04-08,2369,69.0978198648047,1480.4079428632149,True,78,2413.2565312249844,2839.086748601967
