,Report_Date,Thailand_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,2,69.0978198648047,1480.4079428632149,True,1,0.03497578374931887,2839.086748601967
1,2020-01-23,3,69.0978198648047,1480.4079428632149,True,2,0.04131689801206783,2839.086748601967
2,2020-01-24,5,69.0978198648047,1480.4079428632149,True,3,0.04880763818557175,2839.086748601967
3,2020-01-25,7,69.0978198648047,1480.4079428632149,True,4,0.057656420670324574,2839.086748601967
4,2020-01-26,8,69.0978198648047,1480.4079428632149,True,5,0.06810944284253813,2839.086748601967
5,2020-01-27,8,69.0978198648047,1480.4079428632149,True,6,0.0804575306814627,2839.086748601967
6,2020-01-28,14,69.0978198648047,1480.4079428632149,True,7,0.09504422703398974,2839.086748601967
7,2020-01-29,14,69.0978198648047,1480.4079428632149,True,8,0.11227534510900207,2839.086748601967
8,2020-01-30,14,69.0978198648047,1480.4079428632149,True,9,0.13263025237937237,2839.086748601967
9,2020-01-31,19,69.0978198648047,1480.4079428632149,True,10,0.15667519796031354,2839.086748601967
10,2020-02-01,19,69.0978198648047,1480.4079428632149,True,11,0.18507905303254835,2839.086748601967
11,2020-02-02,19,69.0978198648047,1480.4079428632149,True,12,0.21863190051916717,2839.086748601967
12,2020-02-03,19,69.0978198648047,1480.4079428632149,True,13,0.2582669888039591,2839.086748601967
13,2020-02-04,25,69.0978198648047,1480.4079428632149,True,14,0.30508665690421616,2839.086748601967
14,2020-02-05,25,69.0978198648047,1480.4079428632149,True,15,0.3603929476500876,2839.086748601967
15,2020-02-06,25,69.0978198648047,1480.4079428632149,True,16,0.4257237539592606,2839.086748601967
16,2020-02-07,25,69.0978198648047,1480.4079428632149,True,17,0.5028954945931862,2839.086748601967
17,2020-02-08,32,69.0978198648047,1480.4079428632149,True,18,0.5940534937515847,2839.086748601967
18,2020-02-09,32,69.0978198648047,1480.4079428632149,True,19,0.7017314480428234,2839.086748601967
19,2020-02-10,32,69.0978198648047,1480.4079428632149,True,20,0.8289216100014094,2839.086748601967
20,2020-02-11,33,69.0978198648047,1480.4079428632149,True,21,0.979157605439683,2839.086748601967
21,2020-02-12,33,69.0978198648047,1480.4079428632149,True,22,1.156612139413899,2839.086748601967
22,2020-02-13,33,69.0978198648047,1480.4079428632149,True,23,1.3662122402840688,2839.086748601967
23,2020-02-14,33,69.0978198648047,1480.4079428632149,True,24,1.613775152060767,2839.086748601967
24,2020-02-15,33,69.0978198648047,1480.4079428632149,True,25,1.9061685217557776,2839.086748601967
25,2020-02-16,34,69.0978198648047,1480.4079428632149,True,26,2.2514991515110214,2839.086748601967
26,2020-02-17,35,69.0978198648047,1480.4079428632149,True,27,2.6593353063664136,2839.086748601967
27,2020-02-18,35,69.0978198648047,1480.4079428632149,True,28,3.1409683995963134,2839.086748601967
28,2020-02-19,35,69.0978198648047,1480.4079428632149,True,29,3.7097208304725817,2839.086748601967
29,2020-02-20,35,69.0978198648047,1480.4079428632149,True,30,4.381307835032854,2839.086748601967
30,2020-02-21,35,69.0978198648047,1480.4079428632149,True,31,5.174262437597994,2839.086748601967
31,2020-02-22,35,69.0978198648047,1480.4079428632149,True,32,6.1104339637626,2839.086748601967
32,2020-02-23,35,69.0978198648047,1480.4079428632149,True,33,7.215572091531027,2839.086748601967
33,2020-02-24,35,69.0978198648047,1480.4079428632149,True,34,8.520010061910591,2839.086748601967
34,2020-02-25,37,69.0978198648047,1480.4079428632149,True,35,10.059462411923406,2839.086748601967
35,2020-02-26,40,69.0978198648047,1480.4079428632149,True,36,11.87595437424755,2839.086748601967
36,2020-02-27,40,69.0978198648047,1480.4079428632149,True,37,14.018901813944552,2839.086748601967
37,2020-02-28,41,69.0978198648047,1480.4079428632149,True,38,16.546362096639204,2839.086748601967
38,2020-02-29,42,69.0978198648047,1480.4079428632149,True,39,19.52647738328325,2839.086748601967
39,2020-03-01,42,69.0978198648047,1480.4079428632149,True,40,23.039132202804506,2839.086748601967
40,2020-03-02,43,69.0978198648047,1480.4079428632149,True,41,27.17784630860697,2839.086748601967
41,2020-03-03,43,69.0978198648047,1480.4079428632149,True,42,32.05192114234034,2839.086748601967
42,2020-03-04,43,69.0978198648047,1480.4079428632149,True,43,37.78885284223018,2839.086748601967
43,2020-03-05,47,69.0978198648047,1480.4079428632149,True,44,44.53701548789693,2839.086748601967
44,2020-03-06,48,69.0978198648047,1480.4079428632149,True,45,52.46860366380181,2839.086748601967
45,2020-03-07,50,69.0978198648047,1480.4079428632149,True,46,61.78280154340067,2839.086748601967
46,2020-03-08,50,69.0978198648047,1480.4079428632149,True,47,72.70911421716409,2839.086748601967
47,2020-03-09,50,69.0978198648047,1480.4079428632149,True,48,85.51075319885742,2839.086748601967
48,2020-03-10,53,69.0978198648047,1480.4079428632149,True,49,100.48790900817191,2839.086748601967
49,2020-03-11,59,69.0978198648047,1480.4079428632149,True,50,117.98066662805971,2839.086748601967
50,2020-03-12,70,69.0978198648047,1480.4079428632149,True,51,138.37122242483466,2839.086748601967
51,2020-03-13,75,69.0978198648047,1480.4079428632149,True,52,162.08494359439734,2839.086748601967
52,2020-03-14,82,69.0978198648047,1480.4079428632149,True,53,189.58967663198587,2839.086748601967
53,2020-03-15,114,69.0978198648047,1480.4079428632149,True,54,221.3925687421642,2839.086748601967
54,2020-03-16,147,69.0978198648047,1480.4079428632149,True,55,258.033533146817,2839.086748601967
55,2020-03-17,177,69.0978198648047,1480.4079428632149,True,56,300.07439522795397,2839.086748601967
