,Report_Date,Panama_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
53,2020-03-15,43,78.26271893442464,2330.55516924286,False,54,127.7436510322576,4661.110338485718
54,2020-03-16,55,78.26271893442464,2330.55516924286,False,55,147.3480978845656,4661.110338485718
55,2020-03-17,69,78.26271893442464,2330.55516924286,False,56,169.84845971391067,4661.110338485718
56,2020-03-18,86,78.26271893442464,2330.55516924286,False,57,195.63575680393626,4661.110338485718
57,2020-03-19,109,78.26271893442464,2330.55516924286,False,58,225.14195573355093,4661.110338485718
58,2020-03-20,137,78.26271893442464,2330.55516924286,False,59,258.84038777161857,4661.110338485718
59,2020-03-21,200,78.26271893442464,2330.55516924286,False,60,297.24470084052774,4661.110338485718
60,2020-03-22,313,78.26271893442464,2330.55516924286,False,61,340.9058352578808,4661.110338485718
61,2020-03-23,345,78.26271893442464,2330.55516924286,False,62,390.4064378748899,4661.110338485718
62,2020-03-24,345,78.26271893442464,2330.55516924286,False,63,446.35207584854163,4661.110338485718
63,2020-03-25,443,78.26271893442464,2330.55516924286,False,64,509.35860037133864,4661.110338485718
64,2020-03-26,558,78.26271893442464,2330.55516924286,False,65,580.0350683349533,4661.110338485718
65,2020-03-27,674,78.26271893442464,2330.55516924286,False,66,658.9617865981302,4661.110338485718
66,2020-03-28,786,78.26271893442464,2330.55516924286,False,67,746.6633303283434,4661.110338485718
67,2020-03-29,901,78.26271893442464,2330.55516924286,False,68,843.5768285483097,4661.110338485718
68,2020-03-30,989,78.26271893442464,2330.55516924286,False,69,950.0164146989777,4661.110338485718
69,2020-03-31,1181,78.26271893442464,2330.55516924286,False,70,1066.1354863953152,4661.110338485718
70,2020-04-01,1181,78.26271893442464,2330.55516924286,False,71,1191.8892428607473,4661.110338485718
71,2020-04-02,1317,78.26271893442464,2330.55516924286,False,72,1327.000756426083,4661.110338485718
72,2020-04-03,1475,78.26271893442464,2330.55516924286,False,73,1470.9344239229606,4661.110338485718
73,2020-04-04,1673,78.26271893442464,2330.55516924286,False,74,1622.8808453850502,4661.110338485718
74,2020-04-05,1801,78.26271893442464,2330.55516924286,False,75,1781.7568149676138,4661.110338485718
75,2020-04-06,1988,78.26271893442464,2330.55516924286,False,76,1946.2230754667287,4661.110338485718
76,2020-04-07,2100,78.26271893442464,2330.55516924286,False,77,2114.7208028398272,4661.110338485718
77,2020-04-08,2249,78.26271893442464,2330.55516924286,False,78,2285.5256328152086,4661.110338485718
