,Report_Date,Panama_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,78.26271893442464,2330.55516924286,False,1,0.05399726110677255,4661.110338485718
1,2020-01-23,0,78.26271893442464,2330.55516924286,False,2,0.06255446492509105,4661.110338485718
2,2020-01-24,0,78.26271893442464,2330.55516924286,False,3,0.07246774861136236,4661.110338485718
3,2020-01-25,0,78.26271893442464,2330.55516924286,False,4,0.08395200606464082,4661.110338485718
4,2020-01-26,0,78.26271893442464,2330.55516924286,False,5,0.09725618230705103,4661.110338485718
5,2020-01-27,0,78.26271893442464,2330.55516924286,False,6,0.11266866822812822,4661.110338485718
6,2020-01-28,0,78.26271893442464,2330.55516924286,False,7,0.13052354973380106,4661.110338485718
7,2020-01-29,0,78.26271893442464,2330.55516924286,False,8,0.1512078465195104,4661.110338485718
8,2020-01-30,0,78.26271893442464,2330.55516924286,False,9,0.17516989705323235,4661.110338485718
9,2020-01-31,0,78.26271893442464,2330.55516924286,False,10,0.20292907108500585,4661.110338485718
10,2020-02-01,0,78.26271893442464,2330.55516924286,False,11,0.2350870196208122,4661.110338485718
11,2020-02-02,0,78.26271893442464,2330.55516924286,False,12,0.27234070541698824,4661.110338485718
12,2020-02-03,0,78.26271893442464,2330.55516924286,False,13,0.31549749536624094,4661.110338485718
13,2020-02-04,0,78.26271893442464,2330.55516924286,False,14,0.36549264046354424,4661.110338485718
14,2020-02-05,0,78.26271893442464,2330.55516924286,False,15,0.4234095202871689,4661.110338485718
15,2020-02-06,0,78.26271893442464,2330.55516924286,False,16,0.4905030881730937,4661.110338485718
16,2020-02-07,0,78.26271893442464,2330.55516924286,False,17,0.5682270217244216,4661.110338485718
17,2020-02-08,0,78.26271893442464,2330.55516924286,False,18,0.6582651623849698,4661.110338485718
18,2020-02-09,0,78.26271893442464,2330.55516924286,False,19,0.762567919124566,4661.110338485718
19,2020-02-10,0,78.26271893442464,2330.55516924286,False,20,0.8833944166678243,4661.110338485718
20,2020-02-11,0,78.26271893442464,2330.55516924286,False,21,1.0233612902389735,4661.110338485718
21,2020-02-12,0,78.26271893442464,2330.55516924286,False,22,1.1854991688675878,4661.110338485718
22,2020-02-13,0,78.26271893442464,2330.55516924286,False,23,1.3733180505920517,4661.110338485718
23,2020-02-14,0,78.26271893442464,2330.55516924286,False,24,1.5908829584390436,4661.110338485718
24,2020-02-15,0,78.26271893442464,2330.55516924286,False,25,1.8429014792452645,4661.110338485718
25,2020-02-16,0,78.26271893442464,2330.55516924286,False,26,2.134825032006204,4661.110338485718
26,2020-02-17,0,78.26271893442464,2330.55516924286,False,27,2.472965992667872,4661.110338485718
27,2020-02-18,0,78.26271893442464,2330.55516924286,False,28,2.864633122695853,4661.110338485718
28,2020-02-19,0,78.26271893442464,2330.55516924286,False,29,3.3182881143013567,4661.110338485718
29,2020-02-20,0,78.26271893442464,2330.55516924286,False,30,3.8437264811179563,4661.110338485718
30,2020-02-21,0,78.26271893442464,2330.55516924286,False,31,4.4522864948378365,4661.110338485718
31,2020-02-22,0,78.26271893442464,2330.55516924286,False,32,5.157090401274095,4661.110338485718
32,2020-02-23,0,78.26271893442464,2330.55516924286,False,33,5.973322748687263,4661.110338485718
33,2020-02-24,0,78.26271893442464,2330.55516924286,False,34,6.918551331488577,4661.110338485718
34,2020-02-25,0,78.26271893442464,2330.55516924286,False,35,8.013096996820089,4661.110338485718
35,2020-02-26,0,78.26271893442464,2330.55516924286,False,36,9.280459381102876,4661.110338485718
36,2020-02-27,0,78.26271893442464,2330.55516924286,False,37,10.747806536237713,4661.110338485718
37,2020-02-28,0,78.26271893442464,2330.55516924286,False,38,12.446537363635377,4661.110338485718
38,2020-02-29,0,78.26271893442464,2330.55516924286,False,39,14.412926784459522,4661.110338485718
39,2020-03-01,0,78.26271893442464,2330.55516924286,False,40,16.688864612184002,4661.110338485718
40,2020-03-02,0,78.26271893442464,2330.55516924286,False,41,19.322700120697082,4661.110338485718
41,2020-03-03,0,78.26271893442464,2330.55516924286,False,42,22.370205260619898,4661.110338485718
42,2020-03-04,0,78.26271893442464,2330.55516924286,False,43,25.895670285515244,4661.110338485718
43,2020-03-05,0,78.26271893442464,2330.55516924286,False,44,29.973146091418485,4661.110338485718
44,2020-03-06,0,78.26271893442464,2330.55516924286,False,45,34.68784768603565,4661.110338485718
45,2020-03-07,0,78.26271893442464,2330.55516924286,False,46,40.13773266847549,4661.110338485718
46,2020-03-08,0,78.26271893442464,2330.55516924286,False,47,46.43526712308752,4661.110338485718
47,2020-03-09,0,78.26271893442464,2330.55516924286,False,48,53.70938852594284,4661.110338485718
48,2020-03-10,1,78.26271893442464,2330.55516924286,False,49,62.107670630480065,4661.110338485718
49,2020-03-11,8,78.26271893442464,2330.55516924286,False,50,71.79868820555151,4661.110338485718
50,2020-03-12,11,78.26271893442464,2330.55516924286,False,51,82.97456915511131,4661.110338485718
51,2020-03-13,27,78.26271893442464,2330.55516924286,False,52,95.85370699559864,4661.110338485718
52,2020-03-14,36,78.26271893442464,2330.55516924286,False,53,110.68358677681812,4661.110338485718
