,Report_Date,Paraguay_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,72.89358967002799,87.95993278112151,True,1,0.002060169416495045,161.09827496169035
1,2020-01-23,0,72.89358967002799,87.95993278112151,True,2,0.0024126548821531446,161.09827496169035
2,2020-01-24,0,72.89358967002799,87.95993278112151,True,3,0.002825448013271991,161.09827496169035
3,2020-01-25,0,72.89358967002799,87.95993278112151,True,4,0.0033088666471537955,161.09827496169035
4,2020-01-26,0,72.89358967002799,87.95993278112151,True,5,0.0038749937318109367,161.09827496169035
5,2020-01-27,0,72.89358967002799,87.95993278112151,True,6,0.004537979240357161,161.09827496169035
6,2020-01-28,0,72.89358967002799,87.95993278112151,True,7,0.0053143937080797335,161.09827496169035
7,2020-01-29,0,72.89358967002799,87.95993278112151,True,8,0.006223642212019655,161.09827496169035
8,2020-01-30,0,72.89358967002799,87.95993278112151,True,9,0.007288449117224628,161.09827496169035
9,2020-01-31,0,72.89358967002799,87.95993278112151,True,10,0.00853542567381515,161.09827496169035
10,2020-02-01,0,72.89358967002799,87.95993278112151,True,11,0.009995734607707465,161.09827496169035
11,2020-02-02,0,72.89358967002799,87.95993278112151,True,12,0.0117058682554887,161.09827496169035
12,2020-02-03,0,72.89358967002799,87.95993278112151,True,13,0.013708559609022699,161.09827496169035
13,2020-02-04,0,72.89358967002799,87.95993278112151,True,14,0.016053848925916166,161.09827496169035
14,2020-02-05,0,72.89358967002799,87.95993278112151,True,15,0.018800332407051028,161.09827496169035
15,2020-02-06,0,72.89358967002799,87.95993278112151,True,16,0.022016623933723212,161.09827496169035
16,2020-02-07,0,72.89358967002799,87.95993278112151,True,17,0.025783066100784912,161.09827496169035
17,2020-02-08,0,72.89358967002799,87.95993278112151,True,18,0.0301937329014153,161.09827496169035
18,2020-02-09,0,72.89358967002799,87.95993278112151,True,19,0.035358773555429886,161.09827496169035
19,2020-02-10,0,72.89358967002799,87.95993278112151,True,20,0.04140715528931504,161.09827496169035
20,2020-02-11,0,72.89358967002799,87.95993278112151,True,21,0.048489872559161235,161.09827496169035
21,2020-02-12,0,72.89358967002799,87.95993278112151,True,22,0.05678370147043448,161.09827496169035
22,2020-02-13,0,72.89358967002799,87.95993278112151,True,23,0.06649559123292828,161.09827496169035
