,Report_Date,France_reunion_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
23,2020-02-14,0,71.8030257187201,268.79373719482385,True,24,0.25204857047382234,500.3166111329667
24,2020-02-15,0,71.8030257187201,268.79373719482385,True,25,0.2958583133348932,500.3166111329667
25,2020-02-16,0,71.8030257187201,268.79373719482385,True,26,0.3472779114455505,500.3166111329667
26,2020-02-17,0,71.8030257187201,268.79373719482385,True,27,0.40762735551495455,500.3166111329667
27,2020-02-18,0,71.8030257187201,268.79373719482385,True,28,0.47845489721479895,500.3166111329667
28,2020-02-19,0,71.8030257187201,268.79373719482385,True,29,0.561576256355931,500.3166111329667
29,2020-02-20,0,71.8030257187201,268.79373719482385,True,30,0.6591204622853741,500.3166111329667
30,2020-02-21,0,71.8030257187201,268.79373719482385,True,31,0.7735834141054774,500.3166111329667
31,2020-02-22,0,71.8030257187201,268.79373719482385,True,32,0.9078904071168432,500.3166111329667
32,2020-02-23,0,71.8030257187201,268.79373719482385,True,33,1.0654690544341376,500.3166111329667
33,2020-02-24,0,71.8030257187201,268.79373719482385,True,34,1.2503342327839853,500.3166111329667
34,2020-02-25,0,71.8030257187201,268.79373719482385,True,35,1.467186898543362,500.3166111329667
35,2020-02-26,0,71.8030257187201,268.79373719482385,True,36,1.7215288506515047,500.3166111329667
36,2020-02-27,0,71.8030257187201,268.79373719482385,True,37,2.019795754824795,500.3166111329667
37,2020-02-28,0,71.8030257187201,268.79373719482385,True,38,2.369510978152111,500.3166111329667
38,2020-02-29,0,71.8030257187201,268.79373719482385,True,39,2.7794629985607204,500.3166111329667
39,2020-03-01,0,71.8030257187201,268.79373719482385,True,40,3.2599093258268756,500.3166111329667
40,2020-03-02,0,71.8030257187201,268.79373719482385,True,41,3.8228099650059217,500.3166111329667
41,2020-03-03,0,71.8030257187201,268.79373719482385,True,42,4.482093420200628,500.3166111329667
42,2020-03-04,0,71.8030257187201,268.79373719482385,True,43,5.253958008313603,500.3166111329667
43,2020-03-05,0,71.8030257187201,268.79373719482385,True,44,6.157210736161808,500.3166111329667
44,2020-03-06,0,71.8030257187201,268.79373719482385,True,45,7.213645066463261,500.3166111329667
45,2020-03-07,0,71.8030257187201,268.79373719482385,True,46,8.448457397264253,500.3166111329667
46,2020-03-08,0,71.8030257187201,268.79373719482385,True,47,9.890699799329662,500.3166111329667
47,2020-03-09,0,71.8030257187201,268.79373719482385,True,48,11.573763241360101,500.3166111329667
48,2020-03-10,0,71.8030257187201,268.79373719482385,True,49,13.535880878103944,500.3166111329667
49,2020-03-11,1,71.8030257187201,268.79373719482385,True,50,15.820634634037868,500.3166111329667
50,2020-03-12,1,71.8030257187201,268.79373719482385,True,51,18.477439919004144,500.3166111329667
51,2020-03-13,5,71.8030257187201,268.79373719482385,True,52,21.561972524133015,500.3166111329667
52,2020-03-14,6,71.8030257187201,268.79373719482385,True,53,25.136488340447777,500.3166111329667
53,2020-03-15,7,71.8030257187201,268.79373719482385,True,54,29.269970538083577,500.3166111329667
54,2020-03-16,9,71.8030257187201,268.79373719482385,True,55,34.03802070354677,500.3166111329667
55,2020-03-17,9,71.8030257187201,268.79373719482385,True,56,39.52239133110199,500.3166111329667
56,2020-03-18,12,71.8030257187201,268.79373719482385,True,57,45.81003922290109,500.3166111329667
57,2020-03-19,14,71.8030257187201,268.79373719482385,True,58,52.991566391674944,500.3166111329667
58,2020-03-20,28,71.8030257187201,268.79373719482385,True,59,61.158912281516535,500.3166111329667
59,2020-03-21,45,71.8030257187201,268.79373719482385,True,60,70.40217554436315,500.3166111329667
60,2020-03-22,64,71.8030257187201,268.79373719482385,True,61,80.80548349811643,500.3166111329667
61,2020-03-23,71,71.8030257187201,268.79373719482385,True,62,92.44190097365734,500.3166111329667
62,2020-03-24,94,71.8030257187201,268.79373719482385,True,63,105.36748333627457,500.3166111329667
63,2020-03-25,111,71.8030257187201,268.79373719482385,True,64,119.61473089636779,500.3166111329667
64,2020-03-26,135,71.8030257187201,268.79373719482385,True,65,135.18588340406941,500.3166111329667
65,2020-03-27,145,71.8030257187201,268.79373719482385,True,66,152.04667976454965,500.3166111329667
66,2020-03-28,183,71.8030257187201,268.79373719482385,True,67,170.12136066914056,500.3166111329667
67,2020-03-29,183,71.8030257187201,268.79373719482385,True,68,189.2897610639028,500.3166111329667
68,2020-03-30,224,71.8030257187201,268.79373719482385,True,69,209.3872761656422,500.3166111329667
69,2020-03-31,247,71.8030257187201,268.79373719482385,True,70,230.20825723004367,500.3166111329667
70,2020-04-01,281,71.8030257187201,268.79373719482385,True,71,251.51300513202892,500.3166111329667
71,2020-04-02,308,71.8030257187201,268.79373719482385,True,72,273.0380318245509,500.3166111329667
72,2020-04-03,321,71.8030257187201,268.79373719482385,True,73,294.50874652602346,500.3166111329667
73,2020-04-04,334,71.8030257187201,268.79373719482385,True,74,315.65331167351155,500.3166111329667
74,2020-04-05,344,71.8030257187201,268.79373719482385,True,75,336.21620658564774,500.3166111329667
75,2020-04-06,349,71.8030257187201,268.79373719482385,True,76,355.97008901455155,500.3166111329667
76,2020-04-07,358,71.8030257187201,268.79373719482385,True,77,374.72484240268454,500.3166111329667
77,2020-04-08,358,71.8030257187201,268.79373719482385,True,78,392.33316235640694,500.3166111329667
