,Report_Date,Ireland_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,75.01765523297232,4981.5804564704185,True,1,0.11615637713139479,8767.544135449496
1,2020-01-23,0,75.01765523297232,4981.5804564704185,True,2,0.13542323843867154,8767.544135449496
2,2020-01-24,0,75.01765523297232,4981.5804564704185,True,3,0.15788584388975316,8767.544135449496
3,2020-01-25,0,75.01765523297232,4981.5804564704185,True,4,0.18407424505499928,8767.544135449496
4,2020-01-26,0,75.01765523297232,4981.5804564704185,True,5,0.21460640222546057,8767.544135449496
5,2020-01-27,0,75.01765523297232,4981.5804564704185,True,6,0.2502027616709956,8767.544135449496
6,2020-01-28,0,75.01765523297232,4981.5804564704185,True,7,0.29170324929457114,8767.544135449496
7,2020-01-29,0,75.01765523297232,4981.5804564704185,True,8,0.34008708093308554,8767.544135449496
8,2020-01-30,0,75.01765523297232,4981.5804564704185,True,9,0.3964958557433557,8767.544135449496
9,2020-01-31,0,75.01765523297232,4981.5804564704185,True,10,0.4622604762064337,8767.544135449496
10,2020-02-01,0,75.01765523297232,4981.5804564704185,True,11,0.5389325280671473,8767.544135449496
11,2020-02-02,0,75.01765523297232,4981.5804564704185,True,12,0.628320858068079,8767.544135449496
12,2020-02-03,0,75.01765523297232,4981.5804564704185,True,13,0.7325342090380362,8767.544135449496
13,2020-02-04,0,75.01765523297232,4981.5804564704185,True,14,0.8540309135351997,8767.544135449496
14,2020-02-05,0,75.01765523297232,4981.5804564704185,True,15,0.9956768120431391,8767.544135449496
15,2020-02-06,0,75.01765523297232,4981.5804564704185,True,16,1.1608127533944053,8767.544135449496
16,2020-02-07,0,75.01765523297232,4981.5804564704185,True,17,1.3533332579459978,8767.544135449496
17,2020-02-08,0,75.01765523297232,4981.5804564704185,True,18,1.5777781830019533,8767.544135449496
18,2020-02-09,0,75.01765523297232,4981.5804564704185,True,19,1.8394395307599567,8767.544135449496
19,2020-02-10,0,75.01765523297232,4981.5804564704185,True,20,2.144485888176344,8767.544135449496
20,2020-02-11,0,75.01765523297232,4981.5804564704185,True,21,2.5001073930578137,8767.544135449496
21,2020-02-12,0,75.01765523297232,4981.5804564704185,True,22,2.914684589898077,8767.544135449496
22,2020-02-13,0,75.01765523297232,4981.5804564704185,True,23,3.3979850821231583,8767.544135449496
23,2020-02-14,0,75.01765523297232,4981.5804564704185,True,24,3.961392515363226,8767.544135449496
24,2020-02-15,0,75.01765523297232,4981.5804564704185,True,25,4.618173151313668,8767.544135449496
25,2020-02-16,0,75.01765523297232,4981.5804564704185,True,26,5.383786127215993,8767.544135449496
26,2020-02-17,0,75.01765523297232,4981.5804564704185,True,27,6.276244456850847,8767.544135449496
27,2020-02-18,0,75.01765523297232,4981.5804564704185,True,28,7.316534931303456,8767.544135449496
28,2020-02-19,0,75.01765523297232,4981.5804564704185,True,29,8.529106338766297,8767.544135449496
29,2020-02-20,0,75.01765523297232,4981.5804564704185,True,30,9.942436860025463,8767.544135449496
30,2020-02-21,0,75.01765523297232,4981.5804564704185,True,31,11.589693127711243,8767.544135449496
31,2020-02-22,0,75.01765523297232,4981.5804564704185,True,32,13.509495279445359,8767.544135449496
32,2020-02-23,0,75.01765523297232,4981.5804564704185,True,33,15.746804401566258,8767.544135449496
33,2020-02-24,0,75.01765523297232,4981.5804564704185,True,34,18.35395106007065,8767.544135449496
34,2020-02-25,0,75.01765523297232,4981.5804564704185,True,35,21.3918261494352,8767.544135449496
35,2020-02-26,0,75.01765523297232,4981.5804564704185,True,36,24.93125804589584,8767.544135449496
36,2020-02-27,0,75.01765523297232,4981.5804564704185,True,37,29.054602998162167,8767.544135449496
37,2020-02-28,0,75.01765523297232,4981.5804564704185,True,38,33.85757876608115,8767.544135449496
38,2020-02-29,1,75.01765523297232,4981.5804564704185,True,39,39.45137462734854,8767.544135449496
39,2020-03-01,1,75.01765523297232,4981.5804564704185,True,40,45.96507385938785,8767.544135449496
40,2020-03-02,1,75.01765523297232,4981.5804564704185,True,41,53.54842743705172,8767.544135449496
41,2020-03-03,2,75.01765523297232,4981.5804564704185,True,42,62.375019632505406,8767.544135449496
42,2020-03-04,6,75.01765523297232,4981.5804564704185,True,43,72.64586698909234,8767.544135449496
43,2020-03-05,6,75.01765523297232,4981.5804564704185,True,44,84.59349111199268,8767.544135449496
44,2020-03-06,18,75.01765523297232,4981.5804564704185,True,45,98.4865019856928,8767.544135449496
45,2020-03-07,18,75.01765523297232,4981.5804564704185,True,46,114.63472090348363,8767.544135449496
46,2020-03-08,19,75.01765523297232,4981.5804564704185,True,47,133.3948590180377,8767.544135449496
47,2020-03-09,21,75.01765523297232,4981.5804564704185,True,48,155.17674698729806,8767.544135449496
48,2020-03-10,34,75.01765523297232,4981.5804564704185,True,49,180.45008066885657,8767.544135449496
49,2020-03-11,43,75.01765523297232,4981.5804564704185,True,50,209.75160420947313,8767.544135449496
50,2020-03-12,43,75.01765523297232,4981.5804564704185,True,51,243.69259151056124,8767.544135449496
51,2020-03-13,90,75.01765523297232,4981.5804564704185,True,52,282.96640576616596,8767.544135449496
52,2020-03-14,129,75.01765523297232,4981.5804564704185,True,53,328.3558101687529,8767.544135449496
53,2020-03-15,129,75.01765523297232,4981.5804564704185,True,54,380.73956681616056,8767.544135449496
54,2020-03-16,169,75.01765523297232,4981.5804564704185,True,55,441.09769230199726,8767.544135449496
55,2020-03-17,223,75.01765523297232,4981.5804564704185,True,56,510.5145368879267,8767.544135449496
56,2020-03-18,292,75.01765523297232,4981.5804564704185,True,57,590.1786235027243,8767.544135449496
57,2020-03-19,557,75.01765523297232,4981.5804564704185,True,58,681.3779343335389,8767.544135449496
58,2020-03-20,683,75.01765523297232,4981.5804564704185,True,59,785.489088491281,8767.544135449496
59,2020-03-21,785,75.01765523297232,4981.5804564704185,True,60,903.9586508683816,8767.544135449496
