,Report_Date,South Africa_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,68.54906963549325,1128.0689763693654,True,1,0.026687074274206815,2173.275981128839
1,2020-01-23,0,68.54906963549325,1128.0689763693654,True,2,0.031567520783066516,2173.275981128839
2,2020-01-24,0,68.54906963549325,1128.0689763693654,True,3,0.03734047291698376,2173.275981128839
3,2020-01-25,0,68.54906963549325,1128.0689763693654,True,4,0.04416914064248712,2173.275981128839
4,2020-01-26,0,68.54906963549325,1128.0689763693654,True,5,0.052246577314739744,2173.275981128839
5,2020-01-27,0,68.54906963549325,1128.0689763693654,True,6,0.061801135683058665,2173.275981128839
6,2020-01-28,0,68.54906963549325,1128.0689763693654,True,7,0.07310292099504298,2173.275981128839
7,2020-01-29,0,68.54906963549325,1128.0689763693654,True,8,0.08647142327180828,2173.275981128839
8,2020-01-30,0,68.54906963549325,1128.0689763693654,True,9,0.10228454401388105,2173.275981128839
9,2020-01-31,0,68.54906963549325,1128.0689763693654,True,10,0.12098927180960527,2173.275981128839
10,2020-02-01,0,68.54906963549325,1128.0689763693654,True,11,0.14311430763979793,2173.275981128839
11,2020-02-02,0,68.54906963549325,1128.0689763693654,True,12,0.1692849953795277,2173.275981128839
12,2020-02-03,0,68.54906963549325,1128.0689763693654,True,13,0.2002409775894429,2173.275981128839
13,2020-02-04,0,68.54906963549325,1128.0689763693654,True,14,0.23685707292471875,2173.275981128839
14,2020-02-05,0,68.54906963549325,1128.0689763693654,True,15,0.28016796143178585,2173.275981128839
15,2020-02-06,0,68.54906963549325,1128.0689763693654,True,16,0.3313973700643554,2173.275981128839
16,2020-02-07,0,68.54906963549325,1128.0689763693654,True,17,0.39199257574761687,2173.275981128839
17,2020-02-08,0,68.54906963549325,1128.0689763693654,True,18,0.4636651905325692,2173.275981128839
18,2020-02-09,0,68.54906963549325,1128.0689763693654,True,19,0.5484393666179339,2173.275981128839
19,2020-02-10,0,68.54906963549325,1128.0689763693654,True,20,0.6487087626761687,2173.275981128839
20,2020-02-11,0,68.54906963549325,1128.0689763693654,True,21,0.767303852066889,2173.275981128839
21,2020-02-12,0,68.54906963549325,1128.0689763693654,True,22,0.9075714339478439,2173.275981128839
22,2020-02-13,0,68.54906963549325,1128.0689763693654,True,23,1.0734685365761547,2173.275981128839
23,2020-02-14,0,68.54906963549325,1128.0689763693654,True,24,1.2696732856245507,2173.275981128839
24,2020-02-15,0,68.54906963549325,1128.0689763693654,True,25,1.5017157573295106,2173.275981128839
25,2020-02-16,0,68.54906963549325,1128.0689763693654,True,26,1.7761323557084467,2173.275981128839
26,2020-02-17,0,68.54906963549325,1128.0689763693654,True,27,2.100647854505231,2173.275981128839
27,2020-02-18,0,68.54906963549325,1128.0689763693654,True,28,2.484389937837567,2173.275981128839
28,2020-02-19,0,68.54906963549325,1128.0689763693654,True,29,2.9381418684378775,2173.275981128839
29,2020-02-20,0,68.54906963549325,1128.0689763693654,True,30,3.474639817642442,2173.275981128839
30,2020-02-21,0,68.54906963549325,1128.0689763693654,True,31,4.108922413442508,2173.275981128839
31,2020-02-22,0,68.54906963549325,1128.0689763693654,True,32,4.858741204504049,2173.275981128839
32,2020-02-23,0,68.54906963549325,1128.0689763693654,True,33,5.745041994948693,2173.275981128839
33,2020-02-24,0,68.54906963549325,1128.0689763693654,True,34,6.792528362216325,2173.275981128839
34,2020-02-25,0,68.54906963549325,1128.0689763693654,True,35,8.030320097920212,2173.275981128839
35,2020-02-26,0,68.54906963549325,1128.0689763693654,True,36,9.49272075519434,2173.275981128839
36,2020-02-27,0,68.54906963549325,1128.0689763693654,True,37,11.22010985768614,2173.275981128839
37,2020-02-28,0,68.54906963549325,1128.0689763693654,True,38,13.259976489201865,2173.275981128839
38,2020-02-29,0,68.54906963549325,1128.0689763693654,True,39,15.668111736549848,2173.275981128839
39,2020-03-01,0,68.54906963549325,1128.0689763693654,True,40,18.509977507737148,2173.275981128839
40,2020-03-02,0,68.54906963549325,1128.0689763693654,True,41,21.862268177507037,2173.275981128839
41,2020-03-03,0,68.54906963549325,1128.0689763693654,True,42,25.81467874572425,2173.275981128839
42,2020-03-04,0,68.54906963549325,1128.0689763693654,True,43,30.471887948696036,2173.275981128839
43,2020-03-05,1,68.54906963549325,1128.0689763693654,True,44,35.955756000292496,2173.275981128839
44,2020-03-06,1,68.54906963549325,1128.0689763693654,True,45,42.407723014278744,2173.275981128839
45,2020-03-07,1,68.54906963549325,1128.0689763693654,True,46,49.991373984442696,2173.275981128839
46,2020-03-08,3,68.54906963549325,1128.0689763693654,True,47,58.895107440138055,2173.275981128839
47,2020-03-09,3,68.54906963549325,1128.0689763693654,True,48,69.3348052302839,2173.275981128839
48,2020-03-10,7,68.54906963549325,1128.0689763693654,True,49,81.55634788873076,2173.275981128839
49,2020-03-11,13,68.54906963549325,1128.0689763693654,True,50,95.83775152968681,2173.275981128839
50,2020-03-12,17,68.54906963549325,1128.0689763693654,True,51,112.49061696588134,2173.275981128839
51,2020-03-13,24,68.54906963549325,1128.0689763693654,True,52,131.86048046995478,2173.275981128839
52,2020-03-14,38,68.54906963549325,1128.0689763693654,True,53,154.3255425993185,2173.275981128839
53,2020-03-15,51,68.54906963549325,1128.0689763693654,True,54,180.2931367283763,2173.275981128839
54,2020-03-16,62,68.54906963549325,1128.0689763693654,True,55,210.19320051363513,2173.275981128839
55,2020-03-17,62,68.54906963549325,1128.0689763693654,True,56,244.46796023385366,2173.275981128839
56,2020-03-18,116,68.54906963549325,1128.0689763693654,True,57,283.5570706337148,2173.275981128839
57,2020-03-19,150,68.54906963549325,1128.0689763693654,True,58,327.87762314414823,2173.275981128839
58,2020-03-20,202,68.54906963549325,1128.0689763693654,True,59,377.798799157056,2173.275981128839
59,2020-03-21,240,68.54906963549325,1128.0689763693654,True,60,433.6115489779342,2173.275981128839
60,2020-03-22,274,68.54906963549325,1128.0689763693654,True,61,495.4945356865494,2173.275981128839
61,2020-03-23,402,68.54906963549325,1128.0689763693654,True,62,563.4786493985432,2173.275981128839
62,2020-03-24,554,68.54906963549325,1128.0689763693654,True,63,637.4135343128552,2173.275981128839
63,2020-03-25,709,68.54906963549325,1128.0689763693654,True,64,716.9405387099412,2173.275981128839
64,2020-03-26,927,68.54906963549325,1128.0689763693654,True,65,801.4769766417173,2173.275981128839
65,2020-03-27,1170,68.54906963549325,1128.0689763693654,True,66,890.2162512816101,2173.275981128839
66,2020-03-28,1187,68.54906963549325,1128.0689763693654,True,67,982.1470163991381,2173.275981128839
67,2020-03-29,1280,68.54906963549325,1128.0689763693654,True,68,1076.092169221228,2173.275981128839
68,2020-03-30,1326,68.54906963549325,1128.0689763693654,True,69,1170.7654252709629,2173.275981128839
69,2020-03-31,1353,68.54906963549325,1128.0689763693654,True,70,1264.84016858761,2173.275981128839
70,2020-04-01,1380,68.54906963549325,1128.0689763693654,True,71,1357.0229700376024,2173.275981128839
71,2020-04-02,1462,68.54906963549325,1128.0689763693654,True,72,1446.123259305308,2173.275981128839
72,2020-04-03,1505,68.54906963549325,1128.0689763693654,True,73,1531.1113848239368,2173.275981128839
73,2020-04-04,1585,68.54906963549325,1128.0689763693654,True,74,1611.1594835335493,2173.275981128839
74,2020-04-05,1655,68.54906963549325,1128.0689763693654,True,75,1685.662599392491,2173.275981128839
75,2020-04-06,1686,68.54906963549325,1128.0689763693654,True,76,1754.2405659707752,2173.275981128839
76,2020-04-07,1749,68.54906963549325,1128.0689763693654,True,77,1816.7236373346263,2173.275981128839
77,2020-04-08,1845,68.54906963549325,1128.0689763693654,True,78,1873.1263300418664,2173.275981128839
