,Report_Date,Japan_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,2,151.2444555179425,537008.0730075134,False,1,11.589513017397339,1074016.1460150268
1,2020-01-23,2,151.2444555179425,537008.0730075134,False,2,12.506157104557484,1074016.1460150268
2,2020-01-24,2,151.2444555179425,537008.0730075134,False,3,13.495299995019861,1074016.1460150268
3,2020-01-25,2,151.2444555179425,537008.0730075134,False,4,14.562675581838137,1074016.1460150268
4,2020-01-26,4,151.2444555179425,537008.0730075134,False,5,15.714471224083962,1074016.1460150268
5,2020-01-27,4,151.2444555179425,537008.0730075134,False,6,16.95736360524209,1074016.1460150268
6,2020-01-28,7,151.2444555179425,537008.0730075134,False,7,18.298557426487083,1074016.1460150268
7,2020-01-29,7,151.2444555179425,537008.0730075134,False,8,19.745827158851068,1074016.1460150268
8,2020-01-30,11,151.2444555179425,537008.0730075134,False,9,21.307562095975328,1074016.1460150268
9,2020-01-31,15,151.2444555179425,537008.0730075134,False,10,22.99281496821413,1074016.1460150268
10,2020-02-01,20,151.2444555179425,537008.0730075134,False,11,24.81135439943744,1074016.1460150268
11,2020-02-02,20,151.2444555179425,537008.0730075134,False,12,26.773721510077,1074016.1460150268
12,2020-02-03,20,151.2444555179425,537008.0730075134,False,13,28.891290993904857,1074016.1460150268
13,2020-02-04,22,151.2444555179425,537008.0730075134,False,14,31.17633702186151,1074016.1460150268
14,2020-02-05,22,151.2444555179425,537008.0730075134,False,15,33.64210435410934,1074016.1460150268
15,2020-02-06,22,151.2444555179425,537008.0730075134,False,16,36.302885071534966,1074016.1460150268
16,2020-02-07,25,151.2444555179425,537008.0730075134,False,17,39.17410137033184,1074016.1460150268
17,2020-02-08,25,151.2444555179425,537008.0730075134,False,18,42.27239489824669,1074016.1460150268
18,2020-02-09,26,151.2444555179425,537008.0730075134,False,19,45.61572314876667,1074016.1460150268
19,2020-02-10,26,151.2444555179425,537008.0730075134,False,20,49.22346347017402,1074016.1460150268
20,2020-02-11,26,151.2444555179425,537008.0730075134,False,21,53.116525290227976,1074016.1460150268
21,2020-02-12,28,151.2444555179425,537008.0730075134,False,22,57.31747120449987,1074016.1460150268
22,2020-02-13,28,151.2444555179425,537008.0730075134,False,23,61.85064762734929,1074016.1460150268
23,2020-02-14,29,151.2444555179425,537008.0730075134,False,24,66.74232575947485,1074016.1460150268
24,2020-02-15,43,151.2444555179425,537008.0730075134,False,25,72.02085368520837,1074016.1460150268
25,2020-02-16,59,151.2444555179425,537008.0730075134,False,26,77.71682047657653,1074016.1460150268
26,2020-02-17,66,151.2444555179425,537008.0730075134,False,27,83.8632332499847,1074016.1460150268
27,2020-02-18,74,151.2444555179425,537008.0730075134,False,28,90.4957081955631,1074016.1460150268
28,2020-02-19,84,151.2444555179425,537008.0730075134,False,29,97.65267667916709,1074016.1460150268
29,2020-02-20,94,151.2444555179425,537008.0730075134,False,30,105.37560760317852,1074016.1460150268
30,2020-02-21,105,151.2444555179425,537008.0730075134,False,31,113.70924730508575,1074016.1460150268
31,2020-02-22,122,151.2444555179425,537008.0730075134,False,32,122.70187837282977,1074016.1460150268
32,2020-02-23,147,151.2444555179425,537008.0730075134,False,33,132.40559886363874,1074016.1460150268
33,2020-02-24,159,151.2444555179425,537008.0730075134,False,34,142.87662352910502,1074016.1460150268
34,2020-02-25,170,151.2444555179425,537008.0730075134,False,35,154.17560877421687,1074016.1460150268
35,2020-02-26,189,151.2444555179425,537008.0730075134,False,36,166.36800321259932,1074016.1460150268
36,2020-02-27,214,151.2444555179425,537008.0730075134,False,37,179.52442582505566,1074016.1460150268
37,2020-02-28,228,151.2444555179425,537008.0730075134,False,38,193.72107388439446,1074016.1460150268
38,2020-02-29,241,151.2444555179425,537008.0730075134,False,39,209.0401629772765,1074016.1460150268
39,2020-03-01,256,151.2444555179425,537008.0730075134,False,40,225.57040163429446,1074016.1460150268
40,2020-03-02,274,151.2444555179425,537008.0730075134,False,41,243.4075032736123,1074016.1460150268
41,2020-03-03,293,151.2444555179425,537008.0730075134,False,42,262.65473837222015,1074016.1460150268
42,2020-03-04,331,151.2444555179425,537008.0730075134,False,43,283.42353000324346,1074016.1460150268
43,2020-03-05,360,151.2444555179425,537008.0730075134,False,44,305.8340961188699,1074016.1460150268
44,2020-03-06,420,151.2444555179425,537008.0730075134,False,45,330.0161422174944,1074016.1460150268
45,2020-03-07,461,151.2444555179425,537008.0730075134,False,46,356.1096083118524,1074016.1460150268
46,2020-03-08,502,151.2444555179425,537008.0730075134,False,47,384.26547441351164,1074016.1460150268
47,2020-03-09,511,151.2444555179425,537008.0730075134,False,48,414.6466290694697,1074016.1460150268
48,2020-03-10,581,151.2444555179425,537008.0730075134,False,49,447.4288058302091,1074016.1460150268
49,2020-03-11,639,151.2444555179425,537008.0730075134,False,50,482.80159289684184,1074016.1460150268
50,2020-03-12,639,151.2444555179425,537008.0730075134,False,51,520.9695215895248,1074016.1460150268
51,2020-03-13,701,151.2444555179425,537008.0730075134,False,52,562.1532397017259,1074016.1460150268
52,2020-03-14,773,151.2444555179425,537008.0730075134,False,53,606.5907762568214,1074016.1460150268
53,2020-03-15,839,151.2444555179425,537008.0730075134,False,54,654.5389046666482,1074016.1460150268
54,2020-03-16,839,151.2444555179425,537008.0730075134,False,55,706.2746118076957,1074016.1460150268
55,2020-03-17,878,151.2444555179425,537008.0730075134,False,56,762.0966810814114,1074016.1460150268
56,2020-03-18,889,151.2444555179425,537008.0730075134,False,57,822.327398112328,1074016.1460150268
57,2020-03-19,924,151.2444555179425,537008.0730075134,False,58,887.3143883631342,1074016.1460150268
58,2020-03-20,963,151.2444555179425,537008.0730075134,False,59,957.4325966111329,1074016.1460150268
59,2020-03-21,1007,151.2444555179425,537008.0730075134,False,60,1033.086418937282,1074016.1460150268
60,2020-03-22,1101,151.2444555179425,537008.0730075134,False,61,1114.711998628787,1074016.1460150268
61,2020-03-23,1128,151.2444555179425,537008.0730075134,False,62,1202.779698190239,1074016.1460150268
62,2020-03-24,1193,151.2444555179425,537008.0730075134,False,63,1297.7967604976918,1074016.1460150268
63,2020-03-25,1307,151.2444555179425,537008.0730075134,False,64,1400.310173015681,1074016.1460150268
64,2020-03-26,1387,151.2444555179425,537008.0730075134,False,65,1510.9097499293262,1074016.1460150268
