,Report_Date,China_chongqing_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,6,12.293102875918805,287.93041541916637,True,1,35.380287452420625,575.8608241875528
1,2020-01-23,9,12.293102875918805,287.93041541916637,True,2,44.29764120899465,575.8608241875528
2,2020-01-24,27,12.293102875918805,287.93041541916637,True,3,55.23286890970219,575.8608241875528
3,2020-01-25,57,12.293102875918805,287.93041541916637,True,4,68.51958075941754,575.8608241875528
4,2020-01-26,75,12.293102875918805,287.93041541916637,True,5,84.48385715107652,575.8608241875528
5,2020-01-27,110,12.293102875918805,287.93041541916637,True,6,103.40949622888054,575.8608241875528
6,2020-01-28,132,12.293102875918805,287.93041541916637,True,7,125.49200849332611,575.8608241875528
7,2020-01-29,147,12.293102875918805,287.93041541916637,True,8,150.7851112712741,575.8608241875528
8,2020-01-30,182,12.293102875918805,287.93041541916637,True,9,179.1482429837831,575.8608241875528
9,2020-01-31,211,12.293102875918805,287.93041541916637,True,10,210.2082095666715,575.8608241875528
10,2020-02-01,247,12.293102875918805,287.93041541916637,True,11,243.34994742246082,575.8608241875528
11,2020-02-02,300,12.293102875918805,287.93041541916637,True,12,277.7478444310057,575.8608241875528
12,2020-02-03,337,12.293102875918805,287.93041541916637,True,13,312.439242410882,575.8608241875528
13,2020-02-04,366,12.293102875918805,287.93041541916637,True,14,346.42838102308554,575.8608241875528
14,2020-02-05,389,12.293102875918805,287.93041541916637,True,15,378.7980213802787,575.8608241875528
15,2020-02-06,411,12.293102875918805,287.93041541916637,True,16,408.8030561150943,575.8608241875528
16,2020-02-07,426,12.293102875918805,287.93041541916637,True,17,435.92719670742287,575.8608241875528
17,2020-02-08,428,12.293102875918805,287.93041541916637,True,18,459.89662441308707,575.8608241875528
18,2020-02-09,468,12.293102875918805,287.93041541916637,True,19,480.65696779989554,575.8608241875528
19,2020-02-10,486,12.293102875918805,287.93041541916637,True,20,498.3272943669221,575.8608241875528
20,2020-02-11,505,12.293102875918805,287.93041541916637,True,21,513.14584541385,575.8608241875528
21,2020-02-12,518,12.293102875918805,287.93041541916637,True,22,525.4188907601958,575.8608241875528
22,2020-02-13,529,12.293102875918805,287.93041541916637,True,23,535.479161924432,575.8608241875528
23,2020-02-14,537,12.293102875918805,287.93041541916637,True,24,543.6559690622232,575.8608241875528
24,2020-02-15,544,12.293102875918805,287.93041541916637,True,25,550.2562397260876,575.8608241875528
25,2020-02-16,551,12.293102875918805,287.93041541916637,True,26,555.5543344054813,575.8608241875528
26,2020-02-17,553,12.293102875918805,287.93041541916637,True,27,559.7881705464318,575.8608241875528
27,2020-02-18,555,12.293102875918805,287.93041541916637,True,28,563.1594477975409,575.8608241875528
28,2020-02-19,560,12.293102875918805,287.93041541916637,True,29,565.8362551355597,575.8608241875528
29,2020-02-20,567,12.293102875918805,287.93041541916637,True,30,567.9568449338334,575.8608241875528
30,2020-02-21,572,12.293102875918805,287.93041541916637,True,31,569.6337837810513,575.8608241875528
31,2020-02-22,573,12.293102875918805,287.93041541916637,True,32,570.9580083657135,575.8608241875528
32,2020-02-23,575,12.293102875918805,287.93041541916637,True,33,572.0025348386199,575.8608241875528
33,2020-02-24,576,12.293102875918805,287.93041541916637,True,34,572.8257121206483,575.8608241875528
34,2020-02-25,576,12.293102875918805,287.93041541916637,True,35,573.4739952833146,575.8608241875528
35,2020-02-26,576,12.293102875918805,287.93041541916637,True,36,573.9842626724719,575.8608241875528
36,2020-02-27,576,12.293102875918805,287.93041541916637,True,37,574.3857236258224,575.8608241875528
37,2020-02-28,576,12.293102875918805,287.93041541916637,True,38,574.7014720748816,575.8608241875528
38,2020-02-29,576,12.293102875918805,287.93041541916637,True,39,574.9497413990789,575.8608241875528
39,2020-03-01,576,12.293102875918805,287.93041541916637,True,40,575.1449116517949,575.8608241875528
40,2020-03-02,576,12.293102875918805,287.93041541916637,True,41,575.2983141502273,575.8608241875528
41,2020-03-03,576,12.293102875918805,287.93041541916637,True,42,575.4188718192363,575.8608241875528
42,2020-03-04,576,12.293102875918805,287.93041541916637,True,43,575.5136073575927,575.8608241875528
43,2020-03-05,576,12.293102875918805,287.93041541916637,True,44,575.5880456122594,575.8608241875528
44,2020-03-06,576,12.293102875918805,287.93041541916637,True,45,575.6465316321578,575.8608241875528
45,2020-03-07,576,12.293102875918805,287.93041541916637,True,46,575.6924817310139,575.8608241875528
46,2020-03-08,576,12.293102875918805,287.93041541916637,True,47,575.7285814597,575.8608241875528
47,2020-03-09,576,12.293102875918805,287.93041541916637,True,48,575.7569415854938,575.8608241875528
48,2020-03-10,576,12.293102875918805,287.93041541916637,True,49,575.7792209059656,575.8608241875528
49,2020-03-11,576,12.293102875918805,287.93041541916637,True,50,575.7967229002099,575.8608241875528
50,2020-03-12,576,12.293102875918805,287.93041541916637,True,51,575.8104717604649,575.8608241875528
51,2020-03-13,576,12.293102875918805,287.93041541916637,True,52,575.8212721844274,575.8608241875528
52,2020-03-14,576,12.293102875918805,287.93041541916637,True,53,575.8297563852267,575.8608241875528
53,2020-03-15,576,12.293102875918805,287.93041541916637,True,54,575.8364210445427,575.8608241875528
54,2020-03-16,576,12.293102875918805,287.93041541916637,True,55,575.8416563559442,575.8608241875528
55,2020-03-17,576,12.293102875918805,287.93041541916637,True,56,575.845768848825,575.8608241875528
56,2020-03-18,576,12.293102875918805,287.93041541916637,True,57,575.8489993231011,575.8608241875528
57,2020-03-19,576,12.293102875918805,287.93041541916637,True,58,575.8515369409913,575.8608241875528
58,2020-03-20,576,12.293102875918805,287.93041541916637,True,59,575.8535302986753,575.8608241875528
59,2020-03-21,576,12.293102875918805,287.93041541916637,True,60,575.8550961247073,575.8608241875528
60,2020-03-22,577,12.293102875918805,287.93041541916637,True,61,575.8563261136508,575.8608241875528
61,2020-03-23,578,12.293102875918805,287.93041541916637,True,62,575.8572922945642,575.8608241875528
62,2020-03-24,578,12.293102875918805,287.93041541916637,True,63,575.8580512483733,575.8608241875528
63,2020-03-25,578,12.293102875918805,287.93041541916637,True,64,575.8586474208977,575.8608241875528
64,2020-03-26,578,12.293102875918805,287.93041541916637,True,65,575.8591157254181,575.8608241875528
65,2020-03-27,578,12.293102875918805,287.93041541916637,True,66,575.8594835871155,575.8608241875528
66,2020-03-28,578,12.293102875918805,287.93041541916637,True,67,575.8597725490632,575.8608241875528
67,2020-03-29,579,12.293102875918805,287.93041541916637,True,68,575.8599995337897,575.8608241875528
68,2020-03-30,579,12.293102875918805,287.93041541916637,True,69,575.8601778342774,575.8608241875528
69,2020-03-31,579,12.293102875918805,287.93041541916637,True,70,575.8603178924194,575.8608241875528
70,2020-04-01,579,12.293102875918805,287.93041541916637,True,71,575.8604279105192,575.8608241875528
71,2020-04-02,579,12.293102875918805,287.93041541916637,True,72,575.8605143316368,575.8608241875528
72,2020-04-03,579,12.293102875918805,287.93041541916637,True,73,575.8605822169121,575.8608241875528
73,2020-04-04,579,12.293102875918805,287.93041541916637,True,74,575.8606355419615,575.8608241875528
74,2020-04-05,579,12.293102875918805,287.93041541916637,True,75,575.8606774297014,575.8608241875528
75,2020-04-06,579,12.293102875918805,287.93041541916637,True,76,575.8607103332374,575.8608241875528
76,2020-04-07,579,12.293102875918805,287.93041541916637,True,77,575.8607361795272,575.8608241875528
