,Report_Date,China_hong kong_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
42,2020-03-04,105,76.83401305884024,973.2566315140203,True,43,71.92663704446822,1451.599363479943
43,2020-03-05,105,76.83401305884024,973.2566315140203,True,44,78.90802368085981,1451.599363479943
44,2020-03-06,107,76.83401305884024,973.2566315140203,True,45,86.53576065547672,1451.599363479943
45,2020-03-07,108,76.83401305884024,973.2566315140203,True,46,94.86338904372991,1451.599363479943
46,2020-03-08,114,76.83401305884024,973.2566315140203,True,47,103.94762602229967,1451.599363479943
47,2020-03-09,115,76.83401305884024,973.2566315140203,True,48,113.84829419876506,1451.599363479943
48,2020-03-10,120,76.83401305884024,973.2566315140203,True,49,124.62818491959374,1451.599363479943
49,2020-03-11,126,76.83401305884024,973.2566315140203,True,50,136.35284299178625,1451.599363479943
50,2020-03-12,129,76.83401305884024,973.2566315140203,True,51,149.09025933381125,1451.599363479943
51,2020-03-13,134,76.83401305884024,973.2566315140203,True,52,162.91045744134826,1451.599363479943
52,2020-03-14,140,76.83401305884024,973.2566315140203,True,53,177.88495934991874,1451.599363479943
53,2020-03-15,145,76.83401305884024,973.2566315140203,True,54,194.0861171612373,1451.599363479943
54,2020-03-16,155,76.83401305884024,973.2566315140203,True,55,211.58629735557838,1451.599363479943
55,2020-03-17,162,76.83401305884024,973.2566315140203,True,56,230.45690723518305,1451.599363479943
56,2020-03-18,181,76.83401305884024,973.2566315140203,True,57,250.7672561324015,1451.599363479943
57,2020-03-19,208,76.83401305884024,973.2566315140203,True,58,272.58324865414977,1451.599363479943
58,2020-03-20,256,76.83401305884024,973.2566315140203,True,59,295.96591336519725,1451.599363479943
59,2020-03-21,273,76.83401305884024,973.2566315140203,True,60,320.9697780112163,1451.599363479943
60,2020-03-22,317,76.83401305884024,973.2566315140203,True,61,347.6411116180658,1451.599363479943
61,2020-03-23,356,76.83401305884024,973.2566315140203,True,62,376.0160644037623,1451.599363479943
62,2020-03-24,386,76.83401305884024,973.2566315140203,True,63,406.11874805303887,1451.599363479943
63,2020-03-25,410,76.83401305884024,973.2566315140203,True,64,437.95931097421106,1451.599363479943
64,2020-03-26,453,76.83401305884024,973.2566315140203,True,65,471.5320749087393,1451.599363479943
65,2020-03-27,519,76.83401305884024,973.2566315140203,True,66,506.8138097135598,1451.599363479943
66,2020-03-28,561,76.83401305884024,973.2566315140203,True,67,543.7622311407916,1451.599363479943
67,2020-03-29,641,76.83401305884024,973.2566315140203,True,68,582.3148107741875,1451.599363479943
68,2020-03-30,682,76.83401305884024,973.2566315140203,True,69,622.3879867615949,1451.599363479943
69,2020-03-31,714,76.83401305884024,973.2566315140203,True,70,663.8768576140682,1451.599363479943
70,2020-04-01,765,76.83401305884024,973.2566315140203,True,71,706.6554284922471,1451.599363479943
71,2020-04-02,802,76.83401305884024,973.2566315140203,True,72,750.5774599601069,1451.599363479943
72,2020-04-03,845,76.83401305884024,973.2566315140203,True,73,795.4779436982938,1451.599363479943
73,2020-04-04,862,76.83401305884024,973.2566315140203,True,74,841.1751993912178,1451.599363479943
74,2020-04-05,890,76.83401305884024,973.2566315140203,True,75,887.4735538756878,1451.599363479943
75,2020-04-06,914,76.83401305884024,973.2566315140203,True,76,934.1665301549675,1451.599363479943
76,2020-04-07,935,76.83401305884024,973.2566315140203,True,77,981.0404428436228,1451.599363479943
77,2020-04-08,960,76.83401305884024,973.2566315140203,True,78,1027.8782708166782,1451.599363479943
