,Report_Date,Taiwan_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
59,2020-03-21,153,64.29588223743667,225.27020009267352,True,60,159.06777461445787,435.146457645468
60,2020-03-22,169,64.29588223743667,225.27020009267352,True,61,173.85709743592142,435.146457645468
61,2020-03-23,195,64.29588223743667,225.27020009267352,True,62,189.12923043834815,435.146457645468
62,2020-03-24,215,64.29588223743667,225.27020009267352,True,63,204.75014470425177,435.146457645468
63,2020-03-25,235,64.29588223743667,225.27020009267352,True,64,220.57261715706065,435.146457645468
64,2020-03-26,252,64.29588223743667,225.27020009267352,True,65,236.4415956301285,435.146457645468
65,2020-03-27,267,64.29588223743667,225.27020009267352,True,66,252.20020029374024,435.146457645468
66,2020-03-28,283,64.29588223743667,225.27020009267352,True,67,267.6958759769302,435.146457645468
67,2020-03-29,298,64.29588223743667,225.27020009267352,True,68,282.7861888621644,435.146457645468
68,2020-03-30,306,64.29588223743667,225.27020009267352,True,69,297.3438104164189,435.146457645468
69,2020-03-31,322,64.29588223743667,225.27020009267352,True,70,311.2603409774863,435.146457645468
70,2020-04-01,329,64.29588223743667,225.27020009267352,True,71,324.44877314606333,435.146457645468
71,2020-04-02,339,64.29588223743667,225.27020009267352,True,72,336.8445534139639,435.146457645468
72,2020-04-03,348,64.29588223743667,225.27020009267352,True,73,348.4053430338978,435.146457645468
73,2020-04-04,355,64.29588223743667,225.27020009267352,True,74,359.10968678829636,435.146457645468
74,2020-04-05,363,64.29588223743667,225.27020009267352,True,75,368.95486171095337,435.146457645468
75,2020-04-06,373,64.29588223743667,225.27020009267352,True,76,377.95419731704857,435.146457645468
76,2020-04-07,376,64.29588223743667,225.27020009267352,True,77,386.1341421167353,435.146457645468
77,2020-04-08,379,64.29588223743667,225.27020009267352,True,78,393.53130956111966,435.146457645468
