,Report_Date,Serbia_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,87.15723655719738,5474.124273820814,False,1,0.12508615281026175,10948.24854764163
1,2020-01-23,0,87.15723655719738,5474.124273820814,False,2,0.14274808527050892,10948.24854764163
2,2020-01-24,0,87.15723655719738,5474.124273820814,False,3,0.1629038126842262,10948.24854764163
3,2020-01-25,0,87.15723655719738,5474.124273820814,False,4,0.18590543780914184,10948.24854764163
4,2020-01-26,0,87.15723655719738,5474.124273820814,False,5,0.2121547739429345,10948.24854764163
5,2020-01-27,0,87.15723655719738,5474.124273820814,False,6,0.24211036212679418,10948.24854764163
6,2020-01-28,0,87.15723655719738,5474.124273820814,False,7,0.27629547859641057,10948.24854764163
7,2020-01-29,0,87.15723655719738,5474.124273820814,False,8,0.31530727212749854,10948.24854764163
8,2020-01-30,0,87.15723655719738,5474.124273820814,False,9,0.3598271905879978,10948.24854764163
9,2020-01-31,0,87.15723655719738,5474.124273820814,False,10,0.4106328784347569,10948.24854764163
10,2020-02-01,0,87.15723655719738,5474.124273820814,False,11,0.46861175246377196,10948.24854764163
11,2020-02-02,0,87.15723655719738,5474.124273820814,False,12,0.5347764922777478,10948.24854764163
12,2020-02-03,0,87.15723655719738,5474.124273820814,False,13,0.6102827151706312,10948.24854764163
13,2020-02-04,0,87.15723655719738,5474.124273820814,False,14,0.6964491430113903,10948.24854764163
14,2020-02-05,0,87.15723655719738,5474.124273820814,False,15,0.7947806118808634,10948.24854764163
15,2020-02-06,0,87.15723655719738,5474.124273820814,False,16,0.9069943244046059,10948.24854764163
16,2020-02-07,0,87.15723655719738,5474.124273820814,False,17,1.0350498007574116,10948.24854764163
17,2020-02-08,0,87.15723655719738,5474.124273820814,False,18,1.1811830481271093,10948.24854764163
18,2020-02-09,0,87.15723655719738,5474.124273820814,False,19,1.3479455410747605,10948.24854764163
19,2020-02-10,0,87.15723655719738,5474.124273820814,False,20,1.5382486879112947,10948.24854764163
20,2020-02-11,0,87.15723655719738,5474.124273820814,False,21,1.7554145522758275,10948.24854764163
21,2020-02-12,0,87.15723655719738,5474.124273820814,False,22,2.003233706067457,10948.24854764163
22,2020-02-13,0,87.15723655719738,5474.124273820814,False,23,2.2860312114571033,10948.24854764163
23,2020-02-14,0,87.15723655719738,5474.124273820814,False,24,2.6087418678024785,10948.24854764163
24,2020-02-15,0,87.15723655719738,5474.124273820814,False,25,2.9769960160462947,10948.24854764163
25,2020-02-16,0,87.15723655719738,5474.124273820814,False,26,3.3972173709778266,10948.24854764163
26,2020-02-17,0,87.15723655719738,5474.124273820814,False,27,3.8767345532242836,10948.24854764163
27,2020-02-18,0,87.15723655719738,5474.124273820814,False,28,4.423908220929121,10948.24854764163
