,Report_Date,Serbia_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
28,2020-02-19,0,87.15723655719738,5474.124273820814,False,29,5.048275958972181,10948.24854764163
29,2020-02-20,0,87.15723655719738,5474.124273820814,False,30,5.760717374780574,10948.24854764163
30,2020-02-21,0,87.15723655719738,5474.124273820814,False,31,6.573642178037059,10948.24854764163
31,2020-02-22,0,87.15723655719738,5474.124273820814,False,32,7.5012043909352135,10948.24854764163
32,2020-02-23,0,87.15723655719738,5474.124273820814,False,33,8.559546250287212,10948.24854764163
33,2020-02-24,0,87.15723655719738,5474.124273820814,False,34,9.767075827120227,10948.24854764163
34,2020-02-25,0,87.15723655719738,5474.124273820814,False,35,11.144782907775012,10948.24854764163
35,2020-02-26,0,87.15723655719738,5474.124273820814,False,36,12.716598257158259,10948.24854764163
36,2020-02-27,0,87.15723655719738,5474.124273820814,False,37,14.509802023505022,10948.24854764163
37,2020-02-28,0,87.15723655719738,5474.124273820814,False,38,16.555487747829872,10948.24854764163
38,2020-02-29,0,87.15723655719738,5474.124273820814,False,39,18.889089212009274,10948.24854764163
39,2020-03-01,0,87.15723655719738,5474.124273820814,False,40,21.550978197094572,10948.24854764163
40,2020-03-02,0,87.15723655719738,5474.124273820814,False,41,24.58714212522291,10948.24854764163
41,2020-03-03,0,87.15723655719738,5474.124273820814,False,42,28.049951517721215,10948.24854764163
42,2020-03-04,0,87.15723655719738,5474.124273820814,False,43,31.999028206663702,10948.24854764163
43,2020-03-05,0,87.15723655719738,5474.124273820814,False,44,36.502226267915894,10948.24854764163
44,2020-03-06,1,87.15723655719738,5474.124273820814,False,45,41.63673867142216,10948.24854764163
45,2020-03-07,1,87.15723655719738,5474.124273820814,False,46,47.490343626993884,10948.24854764163
46,2020-03-08,1,87.15723655719738,5474.124273820814,False,47,54.162805481876006,10948.24854764163
47,2020-03-09,1,87.15723655719738,5474.124273820814,False,48,61.76744571849271,10948.24854764163
48,2020-03-10,5,87.15723655719738,5474.124273820814,False,49,70.43289999714267,10948.24854764163
49,2020-03-11,12,87.15723655719738,5474.124273820814,False,50,80.3050771430523,10948.24854764163
50,2020-03-12,19,87.15723655719738,5474.124273820814,False,51,91.549335298798,10948.24854764163
51,2020-03-13,35,87.15723655719738,5474.124273820814,False,52,104.35288890422181,10948.24854764163
52,2020-03-14,46,87.15723655719738,5474.124273820814,False,53,118.92745741062112,10948.24854764163
53,2020-03-15,48,87.15723655719738,5474.124273820814,False,54,135.51216228607143,10948.24854764163
54,2020-03-16,55,87.15723655719738,5474.124273820814,False,55,154.37667242983127,10948.24854764163
55,2020-03-17,65,87.15723655719738,5474.124273820814,False,56,175.82458898173599,10948.24854764163
56,2020-03-18,83,87.15723655719738,5474.124273820814,False,57,200.19704796293908,10948.24854764163
57,2020-03-19,103,87.15723655719738,5474.124273820814,False,58,227.87650236858786,10948.24854764163
58,2020-03-20,135,87.15723655719738,5474.124273820814,False,59,259.2906232853528,10948.24854764163
59,2020-03-21,171,87.15723655719738,5474.124273820814,False,60,294.9162312708823,10948.24854764163
60,2020-03-22,222,87.15723655719738,5474.124273820814,False,61,335.28313351693185,10948.24854764163
61,2020-03-23,249,87.15723655719738,5474.124273820814,False,62,380.9776981950219,10948.24854764163
62,2020-03-24,303,87.15723655719738,5474.124273820814,False,63,432.64594404598705,10948.24854764163
63,2020-03-25,384,87.15723655719738,5474.124273820814,False,64,490.9958603735896,10948.24854764163
64,2020-03-26,384,87.15723655719738,5474.124273820814,False,65,556.7986005828423,10948.24854764163
65,2020-03-27,457,87.15723655719738,5474.124273820814,False,66,630.8881129581899,10948.24854764163
66,2020-03-28,659,87.15723655719738,5474.124273820814,False,67,714.1586890204162,10948.24854764163
67,2020-03-29,741,87.15723655719738,5474.124273820814,False,68,807.5598285539813,10948.24854764163
68,2020-03-30,785,87.15723655719738,5474.124273820814,False,69,912.0877505174972,10948.24854764163
69,2020-03-31,900,87.15723655719738,5474.124273820814,False,70,1028.7728337094286,10948.24854764163
70,2020-04-01,1060,87.15723655719738,5474.124273820814,False,71,1158.6622677526134,10948.24854764163
71,2020-04-02,1171,87.15723655719738,5474.124273820814,False,72,1302.7972553592751,10948.24854764163
72,2020-04-03,1476,87.15723655719738,5474.124273820814,False,73,1462.1842557035768,10948.24854764163
73,2020-04-04,1624,87.15723655719738,5474.124273820814,False,74,1637.760021404805,10948.24854764163
74,2020-04-05,1908,87.15723655719738,5474.124273820814,False,75,1830.3505797049797,10948.24854764163
75,2020-04-06,2200,87.15723655719738,5474.124273820814,False,76,2040.624853388263,10948.24854764163
76,2020-04-07,2447,87.15723655719738,5474.124273820814,False,77,2269.044302068951,10948.24854764163
77,2020-04-08,2666,87.15723655719738,5474.124273820814,False,78,2515.810755815938,10948.24854764163
