,Report_Date,Malaysia_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,0.00877049656499909,362.6923099629863,True,1,725.3846199259726,725.3846199259726
1,2020-01-23,0,0.00877049656499909,362.6923099629863,True,2,725.3846199259726,725.3846199259726
2,2020-01-24,0,0.00877049656499909,362.6923099629863,True,3,725.3846199259726,725.3846199259726
3,2020-01-25,3,0.00877049656499909,362.6923099629863,True,4,725.3846199259726,725.3846199259726
4,2020-01-26,4,0.00877049656499909,362.6923099629863,True,5,725.3846199259726,725.3846199259726
5,2020-01-27,4,0.00877049656499909,362.6923099629863,True,6,725.3846199259726,725.3846199259726
6,2020-01-28,4,0.00877049656499909,362.6923099629863,True,7,725.3846199259726,725.3846199259726
7,2020-01-29,7,0.00877049656499909,362.6923099629863,True,8,725.3846199259726,725.3846199259726
8,2020-01-30,8,0.00877049656499909,362.6923099629863,True,9,725.3846199259726,725.3846199259726
9,2020-01-31,8,0.00877049656499909,362.6923099629863,True,10,725.3846199259726,725.3846199259726
10,2020-02-01,8,0.00877049656499909,362.6923099629863,True,11,725.3846199259726,725.3846199259726
11,2020-02-02,8,0.00877049656499909,362.6923099629863,True,12,725.3846199259726,725.3846199259726
12,2020-02-03,8,0.00877049656499909,362.6923099629863,True,13,725.3846199259726,725.3846199259726
13,2020-02-04,10,0.00877049656499909,362.6923099629863,True,14,725.3846199259726,725.3846199259726
14,2020-02-05,12,0.00877049656499909,362.6923099629863,True,15,725.3846199259726,725.3846199259726
15,2020-02-06,12,0.00877049656499909,362.6923099629863,True,16,725.3846199259726,725.3846199259726
16,2020-02-07,12,0.00877049656499909,362.6923099629863,True,17,725.3846199259726,725.3846199259726
17,2020-02-08,16,0.00877049656499909,362.6923099629863,True,18,725.3846199259726,725.3846199259726
18,2020-02-09,16,0.00877049656499909,362.6923099629863,True,19,725.3846199259726,725.3846199259726
19,2020-02-10,18,0.00877049656499909,362.6923099629863,True,20,725.3846199259726,725.3846199259726
20,2020-02-11,18,0.00877049656499909,362.6923099629863,True,21,725.3846199259726,725.3846199259726
21,2020-02-12,18,0.00877049656499909,362.6923099629863,True,22,725.3846199259726,725.3846199259726
22,2020-02-13,19,0.00877049656499909,362.6923099629863,True,23,725.3846199259726,725.3846199259726
23,2020-02-14,19,0.00877049656499909,362.6923099629863,True,24,725.3846199259726,725.3846199259726
24,2020-02-15,22,0.00877049656499909,362.6923099629863,True,25,725.3846199259726,725.3846199259726
25,2020-02-16,22,0.00877049656499909,362.6923099629863,True,26,725.3846199259726,725.3846199259726
26,2020-02-17,22,0.00877049656499909,362.6923099629863,True,27,725.3846199259726,725.3846199259726
27,2020-02-18,22,0.00877049656499909,362.6923099629863,True,28,725.3846199259726,725.3846199259726
28,2020-02-19,22,0.00877049656499909,362.6923099629863,True,29,725.3846199259726,725.3846199259726
29,2020-02-20,22,0.00877049656499909,362.6923099629863,True,30,725.3846199259726,725.3846199259726
30,2020-02-21,22,0.00877049656499909,362.6923099629863,True,31,725.3846199259726,725.3846199259726
31,2020-02-22,22,0.00877049656499909,362.6923099629863,True,32,725.3846199259726,725.3846199259726
32,2020-02-23,22,0.00877049656499909,362.6923099629863,True,33,725.3846199259726,725.3846199259726
33,2020-02-24,22,0.00877049656499909,362.6923099629863,True,34,725.3846199259726,725.3846199259726
34,2020-02-25,22,0.00877049656499909,362.6923099629863,True,35,725.3846199259726,725.3846199259726
35,2020-02-26,22,0.00877049656499909,362.6923099629863,True,36,725.3846199259726,725.3846199259726
36,2020-02-27,23,0.00877049656499909,362.6923099629863,True,37,725.3846199259726,725.3846199259726
37,2020-02-28,23,0.00877049656499909,362.6923099629863,True,38,725.3846199259726,725.3846199259726
38,2020-02-29,25,0.00877049656499909,362.6923099629863,True,39,725.3846199259726,725.3846199259726
39,2020-03-01,29,0.00877049656499909,362.6923099629863,True,40,725.3846199259726,725.3846199259726
40,2020-03-02,29,0.00877049656499909,362.6923099629863,True,41,725.3846199259726,725.3846199259726
41,2020-03-03,36,0.00877049656499909,362.6923099629863,True,42,725.3846199259726,725.3846199259726
42,2020-03-04,50,0.00877049656499909,362.6923099629863,True,43,725.3846199259726,725.3846199259726
43,2020-03-05,50,0.00877049656499909,362.6923099629863,True,44,725.3846199259726,725.3846199259726
44,2020-03-06,83,0.00877049656499909,362.6923099629863,True,45,725.3846199259726,725.3846199259726
45,2020-03-07,93,0.00877049656499909,362.6923099629863,True,46,725.3846199259726,725.3846199259726
46,2020-03-08,99,0.00877049656499909,362.6923099629863,True,47,725.3846199259726,725.3846199259726
47,2020-03-09,117,0.00877049656499909,362.6923099629863,True,48,725.3846199259726,725.3846199259726
48,2020-03-10,129,0.00877049656499909,362.6923099629863,True,49,725.3846199259726,725.3846199259726
49,2020-03-11,149,0.00877049656499909,362.6923099629863,True,50,725.3846199259726,725.3846199259726
50,2020-03-12,149,0.00877049656499909,362.6923099629863,True,51,725.3846199259726,725.3846199259726
51,2020-03-13,197,0.00877049656499909,362.6923099629863,True,52,725.3846199259726,725.3846199259726
52,2020-03-14,238,0.00877049656499909,362.6923099629863,True,53,725.3846199259726,725.3846199259726
53,2020-03-15,428,0.00877049656499909,362.6923099629863,True,54,725.3846199259726,725.3846199259726
54,2020-03-16,566,0.00877049656499909,362.6923099629863,True,55,725.3846199259726,725.3846199259726
55,2020-03-17,673,0.00877049656499909,362.6923099629863,True,56,725.3846199259726,725.3846199259726
56,2020-03-18,790,0.00877049656499909,362.6923099629863,True,57,725.3846199259726,725.3846199259726
57,2020-03-19,900,0.00877049656499909,362.6923099629863,True,58,725.3846199259726,725.3846199259726
58,2020-03-20,1030,0.00877049656499909,362.6923099629863,True,59,725.3846199259726,725.3846199259726
59,2020-03-21,1183,0.00877049656499909,362.6923099629863,True,60,725.3846199259726,725.3846199259726
60,2020-03-22,1306,0.00877049656499909,362.6923099629863,True,61,725.3846199259726,725.3846199259726
61,2020-03-23,1518,0.00877049656499909,362.6923099629863,True,62,725.3846199259726,725.3846199259726
62,2020-03-24,1624,0.00877049656499909,362.6923099629863,True,63,725.3846199259726,725.3846199259726
63,2020-03-25,1796,0.00877049656499909,362.6923099629863,True,64,725.3846199259726,725.3846199259726
64,2020-03-26,2031,0.00877049656499909,362.6923099629863,True,65,725.3846199259726,725.3846199259726
65,2020-03-27,2161,0.00877049656499909,362.6923099629863,True,66,725.3846199259726,725.3846199259726
66,2020-03-28,2320,0.00877049656499909,362.6923099629863,True,67,725.3846199259726,725.3846199259726
67,2020-03-29,2470,0.00877049656499909,362.6923099629863,True,68,725.3846199259726,725.3846199259726
68,2020-03-30,2626,0.00877049656499909,362.6923099629863,True,69,725.3846199259726,725.3846199259726
69,2020-03-31,2766,0.00877049656499909,362.6923099629863,True,70,725.3846199259726,725.3846199259726
70,2020-04-01,2908,0.00877049656499909,362.6923099629863,True,71,725.3846199259726,725.3846199259726
71,2020-04-02,3116,0.00877049656499909,362.6923099629863,True,72,725.3846199259726,725.3846199259726
72,2020-04-03,3333,0.00877049656499909,362.6923099629863,True,73,725.3846199259726,725.3846199259726
73,2020-04-04,3483,0.00877049656499909,362.6923099629863,True,74,725.3846199259726,725.3846199259726
74,2020-04-05,3662,0.00877049656499909,362.6923099629863,True,75,725.3846199259726,725.3846199259726
75,2020-04-06,3793,0.00877049656499909,362.6923099629863,True,76,725.3846199259726,725.3846199259726
76,2020-04-07,3963,0.00877049656499909,362.6923099629863,True,77,725.3846199259726,725.3846199259726
77,2020-04-08,4119,0.00877049656499909,362.6923099629863,True,78,725.3846199259726,725.3846199259726
