,Report_Date,Denmark_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,82.19331318985014,6860.880394154417,False,1,2.441079713329206,13721.760788308831
1,2020-01-23,0,82.19331318985014,6860.880394154417,False,2,2.7149153368804764,13721.760788308831
2,2020-01-24,0,82.19331318985014,6860.880394154417,False,3,3.0194625528398094,13721.760788308831
3,2020-01-25,0,82.19331318985014,6860.880394154417,False,4,3.358164168488185,13721.760788308831
4,2020-01-26,0,82.19331318985014,6860.880394154417,False,5,3.734848554548664,13721.760788308831
5,2020-01-27,0,82.19331318985014,6860.880394154417,False,6,4.153772734914078,13721.760788308831
6,2020-01-28,0,82.19331318985014,6860.880394154417,False,7,4.6196702706807224,13721.760788308831
7,2020-01-29,0,82.19331318985014,6860.880394154417,False,8,5.137804466863553,13721.760788308831
8,2020-01-30,0,82.19331318985014,6860.880394154417,False,9,5.714027487197724,13721.760788308831
9,2020-01-31,0,82.19331318985014,6860.880394154417,False,10,6.354846025327884,13721.760788308831
10,2020-02-01,0,82.19331318985014,6860.880394154417,False,11,7.067494249984226,13721.760788308831
11,2020-02-02,0,82.19331318985014,6860.880394154417,False,12,7.86001481800679,13721.760788308831
12,2020-02-03,0,82.19331318985014,6860.880394154417,False,13,8.741348832898884,13721.760788308831
13,2020-02-04,0,82.19331318985014,6860.880394154417,False,14,9.721435718580079,13721.760788308831
14,2020-02-05,0,82.19331318985014,6860.880394154417,False,15,10.811324078797668,13721.760788308831
15,2020-02-06,0,82.19331318985014,6860.880394154417,False,16,12.023294722874272,13721.760788308831
16,2020-02-07,0,82.19331318985014,6860.880394154417,False,17,13.37099715873912,13721.760788308831
17,2020-02-08,0,82.19331318985014,6860.880394154417,False,18,14.869600985100686,13721.760788308831
18,2020-02-09,0,82.19331318985014,6860.880394154417,False,19,16.53596375670019,13721.760788308831
19,2020-02-10,0,82.19331318985014,6860.880394154417,False,20,18.388817050278842,13721.760788308831
20,2020-02-11,0,82.19331318985014,6860.880394154417,False,21,20.44897262449946,13721.760788308831
21,2020-02-12,0,82.19331318985014,6860.880394154417,False,22,22.739550744695446,13721.760788308831
22,2020-02-13,0,82.19331318985014,6860.880394154417,False,23,25.286232932822617,13721.760788308831
23,2020-02-14,0,82.19331318985014,6860.880394154417,False,24,28.11754160385172,13721.760788308831
24,2020-02-15,0,82.19331318985014,6860.880394154417,False,25,31.265149261083437,13721.760788308831
25,2020-02-16,0,82.19331318985014,6860.880394154417,False,26,34.7642201429071,13721.760788308831
26,2020-02-17,0,82.19331318985014,6860.880394154417,False,27,38.65378743998641,13721.760788308831
27,2020-02-18,0,82.19331318985014,6860.880394154417,False,28,42.977169431377376,13721.760788308831
28,2020-02-19,0,82.19331318985014,6860.880394154417,False,29,47.78242811603519,13721.760788308831
29,2020-02-20,0,82.19331318985014,6860.880394154417,False,30,53.122874136351754,13721.760788308831
30,2020-02-21,0,82.19331318985014,6860.880394154417,False,31,59.057621994619105,13721.760788308831
31,2020-02-22,0,82.19331318985014,6860.880394154417,False,32,65.65219974105618,13721.760788308831
32,2020-02-23,0,82.19331318985014,6860.880394154417,False,33,72.97921744971892,13721.760788308831
33,2020-02-24,0,82.19331318985014,6860.880394154417,False,34,81.11909887906641,13721.760788308831
34,2020-02-25,0,82.19331318985014,6860.880394154417,False,35,90.16088071564559,13721.760788308831
35,2020-02-26,0,82.19331318985014,6860.880394154417,False,36,100.20308369549201,13721.760788308831
36,2020-02-27,1,82.19331318985014,6860.880394154417,False,37,111.35465965539355,13721.760788308831
37,2020-02-28,1,82.19331318985014,6860.880394154417,False,38,123.73601814473233,13721.760788308831
38,2020-02-29,3,82.19331318985014,6860.880394154417,False,39,137.4801355792119,13721.760788308831
39,2020-03-01,4,82.19331318985014,6860.880394154417,False,40,152.73374898151312,13721.760788308831
40,2020-03-02,4,82.19331318985014,6860.880394154417,False,41,169.65863506066202,13721.760788308831
41,2020-03-03,6,82.19331318985014,6860.880394154417,False,42,188.43297364900405,13721.760788308831
42,2020-03-04,10,82.19331318985014,6860.880394154417,False,43,209.25279224685036,13721.760788308831
43,2020-03-05,10,82.19331318985014,6860.880394154417,False,44,232.33348550944103,13721.760788308831
44,2020-03-06,23,82.19331318985014,6860.880394154417,False,45,257.911399823631,13721.760788308831
45,2020-03-07,23,82.19331318985014,6860.880394154417,False,46,286.2454685237698,13721.760788308831
46,2020-03-08,35,82.19331318985014,6860.880394154417,False,47,317.61887763726395,13721.760788308831
47,2020-03-09,90,82.19331318985014,6860.880394154417,False,48,352.34073517284844,13721.760788308831
48,2020-03-10,262,82.19331318985014,6860.880394154417,False,49,390.7477087112239,13721.760788308831
49,2020-03-11,442,82.19331318985014,6860.880394154417,False,50,433.2055862818896,13721.760788308831
50,2020-03-12,615,82.19331318985014,6860.880394154417,False,51,480.1107040918516,13721.760788308831
