,Report_Date,Andorra_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,70.27890094382154,367.3563827407447,True,1,0.008654810788367438,696.5047421035479
1,2020-01-23,0,70.27890094382154,367.3563827407447,True,2,0.01019534144859634,696.5047421035479
2,2020-01-24,0,70.27890094382154,367.3563827407447,True,3,0.01201007751646384,696.5047421035479
3,2020-01-25,0,70.27890094382154,367.3563827407447,True,4,0.014147824205968575,696.5047421035479
4,2020-01-26,0,70.27890094382154,367.3563827407447,True,5,0.016666072789526778,696.5047421035479
5,2020-01-27,0,70.27890094382154,367.3563827407447,True,6,0.019632546229238615,696.5047421035479
6,2020-01-28,0,70.27890094382154,367.3563827407447,True,7,0.023127019742590616,696.5047421035479
7,2020-01-29,0,70.27890094382154,367.3563827407447,True,8,0.027243465168241318,696.5047421035479
8,2020-01-30,0,70.27890094382154,367.3563827407447,True,9,0.03209257666748191,696.5047421035479
9,2020-01-31,0,70.27890094382154,367.3563827407447,True,10,0.03780474549926001,696.5047421035479
10,2020-02-01,0,70.27890094382154,367.3563827407447,True,11,0.04453356360983977,696.5047421035479
11,2020-02-02,0,70.27890094382154,367.3563827407447,True,12,0.05245994989694929,696.5047421035479
12,2020-02-03,0,70.27890094382154,367.3563827407447,True,13,0.06179700961109168,696.5047421035479
13,2020-02-04,0,70.27890094382154,367.3563827407447,True,14,0.07279575687446617,696.5047421035479
14,2020-02-05,0,70.27890094382154,367.3563827407447,True,15,0.0857518532339034,696.5047421035479
15,2020-02-06,0,70.27890094382154,367.3563827407447,True,16,0.10101354210514203,696.5047421035479
16,2020-02-07,0,70.27890094382154,367.3563827407447,True,17,0.11899099059452124,696.5047421035479
17,2020-02-08,0,70.27890094382154,367.3563827407447,True,18,0.14016728729354253,696.5047421035479
18,2020-02-09,0,70.27890094382154,367.3563827407447,True,19,0.16511138814962595,696.5047421035479
19,2020-02-10,0,70.27890094382154,367.3563827407447,True,20,0.1944933534817427,696.5047421035479
20,2020-02-11,0,70.27890094382154,367.3563827407447,True,21,0.22910227884913464,696.5047421035479
21,2020-02-12,0,70.27890094382154,367.3563827407447,True,22,0.26986739218566475,696.5047421035479
