,Report_Date,Andorra_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
22,2020-02-13,0,70.27890094382154,367.3563827407447,True,23,0.31788287096068846,696.5047421035479
23,2020-02-14,0,70.27890094382154,367.3563827407447,True,24,0.37443702789850125,696.5047421035479
24,2020-02-15,0,70.27890094382154,367.3563827407447,True,25,0.4410466239652647,696.5047421035479
25,2020-02-16,0,70.27890094382154,367.3563827407447,True,26,0.5194971950952714,696.5047421035479
26,2020-02-17,0,70.27890094382154,367.3563827407447,True,27,0.6118904268317923,696.5047421035479
27,2020-02-18,0,70.27890094382154,367.3563827407447,True,28,0.7206997811798511,696.5047421035479
28,2020-02-19,0,70.27890094382154,367.3563827407447,True,29,0.8488357750227619,696.5047421035479
29,2020-02-20,0,70.27890094382154,367.3563827407447,True,30,0.9997225318449998,696.5047421035479
30,2020-02-21,0,70.27890094382154,367.3563827407447,True,31,1.177387480299119,696.5047421035479
31,2020-02-22,0,70.27890094382154,367.3563827407447,True,32,1.386566355746368,696.5047421035479
32,2020-02-23,0,70.27890094382154,367.3563827407447,True,33,1.632825974506335,696.5047421035479
33,2020-02-24,0,70.27890094382154,367.3563827407447,True,34,1.9227075934921016,696.5047421035479
34,2020-02-25,0,70.27890094382154,367.3563827407447,True,35,2.263894035590024,696.5047421035479
35,2020-02-26,0,70.27890094382154,367.3563827407447,True,36,2.665404144631804,696.5047421035479
36,2020-02-27,0,70.27890094382154,367.3563827407447,True,37,3.1378185178581632,696.5047421035479
37,2020-02-28,0,70.27890094382154,367.3563827407447,True,38,3.6935408241652516,696.5047421035479
38,2020-02-29,0,70.27890094382154,367.3563827407447,True,39,4.347099316372356,696.5047421035479
39,2020-03-01,0,70.27890094382154,367.3563827407447,True,40,5.115493331183835,696.5047421035479
40,2020-03-02,1,70.27890094382154,367.3563827407447,True,41,6.018589563979323,696.5047421035479
41,2020-03-03,1,70.27890094382154,367.3563827407447,True,42,7.0795725984888325,696.5047421035479
42,2020-03-04,1,70.27890094382154,367.3563827407447,True,43,8.325453414679574,696.5047421035479
43,2020-03-05,1,70.27890094382154,367.3563827407447,True,44,9.787638191062289,696.5047421035479
44,2020-03-06,1,70.27890094382154,367.3563827407447,True,45,11.502557395588628,696.5047421035479
45,2020-03-07,1,70.27890094382154,367.3563827407447,True,46,13.512351582088414,696.5047421035479
46,2020-03-08,1,70.27890094382154,367.3563827407447,True,47,15.865605051635502,696.5047421035479
47,2020-03-09,1,70.27890094382154,367.3563827407447,True,48,18.618111088562536,696.5047421035479
48,2020-03-10,1,70.27890094382154,367.3563827407447,True,49,21.833642253863733,696.5047421035479
49,2020-03-11,1,70.27890094382154,367.3563827407447,True,50,25.584685595459742,696.5047421035479
50,2020-03-12,1,70.27890094382154,367.3563827407447,True,51,29.953085045245256,696.5047421035479
51,2020-03-13,1,70.27890094382154,367.3563827407447,True,52,35.03051134373771,696.5047421035479
52,2020-03-14,1,70.27890094382154,367.3563827407447,True,53,40.91865362678812,696.5047421035479
53,2020-03-15,1,70.27890094382154,367.3563827407447,True,54,47.7289971780077,696.5047421035479
54,2020-03-16,2,70.27890094382154,367.3563827407447,True,55,55.582020922732916,696.5047421035479
55,2020-03-17,39,70.27890094382154,367.3563827407447,True,56,64.60562001038343,696.5047421035479
56,2020-03-18,39,70.27890094382154,367.3563827407447,True,57,74.93253978565231,696.5047421035479
57,2020-03-19,53,70.27890094382154,367.3563827407447,True,58,86.69660701070264,696.5047421035479
58,2020-03-20,75,70.27890094382154,367.3563827407447,True,59,100.02757468897377,696.5047421035479
59,2020-03-21,88,70.27890094382154,367.3563827407447,True,60,115.04447242046506,696.5047421035479
60,2020-03-22,113,70.27890094382154,367.3563827407447,True,61,131.8474882698774,696.5047421035479
61,2020-03-23,133,70.27890094382154,367.3563827407447,True,62,150.50860858832917,696.5047421035479
62,2020-03-24,164,70.27890094382154,367.3563827407447,True,63,171.06150497181198,696.5047421035479
63,2020-03-25,188,70.27890094382154,367.3563827407447,True,64,193.49145898923834,696.5047421035479
64,2020-03-26,224,70.27890094382154,367.3563827407447,True,65,217.72640700036703,696.5047421035479
65,2020-03-27,267,70.27890094382154,367.3563827407447,True,66,243.63039661157853,696.5047421035479
66,2020-03-28,308,70.27890094382154,367.3563827407447,True,67,271.00078725776456,696.5047421035479
67,2020-03-29,334,70.27890094382154,367.3563827407447,True,68,299.57032447519265,696.5047421035479
68,2020-03-30,370,70.27890094382154,367.3563827407447,True,69,329.01473717209007,696.5047421035479
69,2020-03-31,376,70.27890094382154,367.3563827407447,True,70,358.9657875052893,696.5047421035479
70,2020-04-01,390,70.27890094382154,367.3563827407447,True,71,389.0288640609045,696.5047421035479
71,2020-04-02,428,70.27890094382154,367.3563827407447,True,72,418.8034334765651,696.5047421035479
72,2020-04-03,439,70.27890094382154,367.3563827407447,True,73,447.9041471707771,696.5047421035479
73,2020-04-04,466,70.27890094382154,367.3563827407447,True,74,475.9802779655471,696.5047421035479
74,2020-04-05,501,70.27890094382154,367.3563827407447,True,75,502.7314698940453,696.5047421035479
75,2020-04-06,525,70.27890094382154,367.3563827407447,True,76,527.9184385525117,696.5047421035479
76,2020-04-07,545,70.27890094382154,367.3563827407447,True,77,551.3680876310445,696.5047421035479
77,2020-04-08,564,70.27890094382154,367.3563827407447,True,78,572.9733131432304,696.5047421035479
