,Report_Date,Kuwait_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,120.41871384627437,22187.79981887223,False,1,0.48827134914782216,44375.59963774445
1,2020-01-23,0,120.41871384627437,22187.79981887223,False,2,0.5372575749672943,44375.59963774445
2,2020-01-24,0,120.41871384627437,22187.79981887223,False,3,0.5911583188236259,44375.59963774445
3,2020-01-25,0,120.41871384627437,22187.79981887223,False,4,0.6504666134280124,44375.59963774445
4,2020-01-26,0,120.41871384627437,22187.79981887223,False,5,0.7157249504550623,44375.59963774445
5,2020-01-27,0,120.41871384627437,22187.79981887223,False,6,0.7875302414449791,44375.59963774445
6,2020-01-28,0,120.41871384627437,22187.79981887223,False,7,0.8665392761720224,44375.59963774445
7,2020-01-29,0,120.41871384627437,22187.79981887223,False,8,0.9534747283366608,44375.59963774445
8,2020-01-30,0,120.41871384627437,22187.79981887223,False,9,1.0491317634299437,44375.59963774445
9,2020-01-31,0,120.41871384627437,22187.79981887223,False,10,1.1543853091081704,44375.59963774445
10,2020-02-01,0,120.41871384627437,22187.79981887223,False,11,1.2701980544534481,44375.59963774445
11,2020-02-02,0,120.41871384627437,22187.79981887223,False,12,1.397629251135595,44375.59963774445
12,2020-02-03,0,120.41871384627437,22187.79981887223,False,13,1.537844396792775,44375.59963774445
13,2020-02-04,0,120.41871384627437,22187.79981887223,False,14,1.6921258889778312,44375.59963774445
14,2020-02-05,0,120.41871384627437,22187.79981887223,False,15,1.861884746846426,44375.59963774445
15,2020-02-06,0,120.41871384627437,22187.79981887223,False,16,2.0486735074708413,44375.59963774445
16,2020-02-07,0,120.41871384627437,22187.79981887223,False,17,2.2542004143361454,44375.59963774445
17,2020-02-08,0,120.41871384627437,22187.79981887223,False,18,2.4803450273085,44375.59963774445
18,2020-02-09,0,120.41871384627437,22187.79981887223,False,19,2.729175396262692,44375.59963774445
19,2020-02-10,0,120.41871384627437,22187.79981887223,False,20,3.0029669547316735,44375.59963774445
20,2020-02-11,0,120.41871384627437,22187.79981887223,False,21,3.3042233055199737,44375.59963774445
21,2020-02-12,0,120.41871384627437,22187.79981887223,False,22,3.635699087342095,44375.59963774445
22,2020-02-13,0,120.41871384627437,22187.79981887223,False,23,4.000425130356206,44375.59963774445
23,2020-02-14,0,120.41871384627437,22187.79981887223,False,24,4.401736129126256,44375.59963774445
24,2020-02-15,0,120.41871384627437,22187.79981887223,False,25,4.843301084241086,44375.59963774445
25,2020-02-16,0,120.41871384627437,22187.79981887223,False,26,5.32915678874259,44375.59963774445
26,2020-02-17,0,120.41871384627437,22187.79981887223,False,27,5.863744662879672,44375.59963774445
27,2020-02-18,0,120.41871384627437,22187.79981887223,False,28,6.451951270743217,44375.59963774445
28,2020-02-19,0,120.41871384627437,22187.79981887223,False,29,7.099152885302735,44375.59963774445
29,2020-02-20,0,120.41871384627437,22187.79981887223,False,30,7.811264504532986,44375.59963774445
30,2020-02-21,0,120.41871384627437,22187.79981887223,False,31,8.594793760988356,44375.59963774445
31,2020-02-22,0,120.41871384627437,22187.79981887223,False,32,9.456900210678219,44375.59963774445
32,2020-02-23,0,120.41871384627437,22187.79981887223,False,33,10.405460534770084,44375.59963774445
33,2020-02-24,1,120.41871384627437,22187.79981887223,False,34,11.449140239878712,44375.59963774445
34,2020-02-25,11,120.41871384627437,22187.79981887223,False,35,12.597472499899071,44375.59963774445
35,2020-02-26,26,120.41871384627437,22187.79981887223,False,36,13.860944844950295,44375.59963774445
36,2020-02-27,43,120.41871384627437,22187.79981887223,False,37,15.251094471490338,44375.59963774445
37,2020-02-28,45,120.41871384627437,22187.79981887223,False,38,16.780613022544195,44375.59963774445
38,2020-02-29,45,120.41871384627437,22187.79981887223,False,39,18.4634617688023,44375.59963774445
39,2020-03-01,45,120.41871384627437,22187.79981887223,False,40,20.314998210664292,44375.59963774445
40,2020-03-02,56,120.41871384627437,22187.79981887223,False,41,22.35211521873221,44375.59963774445
41,2020-03-03,56,120.41871384627437,22187.79981887223,False,42,24.593393936432953,44375.59963774445
42,2020-03-04,56,120.41871384627437,22187.79981887223,False,43,27.059271784036117,44375.59963774445
43,2020-03-05,58,120.41871384627437,22187.79981887223,False,44,29.77222702901423,44375.59963774445
44,2020-03-06,58,120.41871384627437,22187.79981887223,False,45,32.75698152417099,44375.59963774445
45,2020-03-07,61,120.41871384627437,22187.79981887223,False,46,36.04072336294368,44375.59963774445
46,2020-03-08,64,120.41871384627437,22187.79981887223,False,47,39.6533513614706,44375.59963774445
47,2020-03-09,64,120.41871384627437,22187.79981887223,False,48,43.627743450078654,44375.59963774445
48,2020-03-10,69,120.41871384627437,22187.79981887223,False,49,48.00005124342557,44375.59963774445
49,2020-03-11,72,120.41871384627437,22187.79981887223,False,50,52.810023259183666,44375.59963774445
50,2020-03-12,80,120.41871384627437,22187.79981887223,False,51,58.10135947033971,44375.59963774445
51,2020-03-13,80,120.41871384627437,22187.79981887223,False,52,63.92210010621222,44375.59963774445
52,2020-03-14,104,120.41871384627437,22187.79981887223,False,53,70.32505186226514,44375.59963774445
53,2020-03-15,112,120.41871384627437,22187.79981887223,False,54,77.3682549385641,44375.59963774445
54,2020-03-16,123,120.41871384627437,22187.79981887223,False,55,85.11549460077306,44375.59963774445
55,2020-03-17,130,120.41871384627437,22187.79981887223,False,56,93.63686124497295,44375.59963774445
56,2020-03-18,142,120.41871384627437,22187.79981887223,False,57,103.0093632467756,44375.59963774445
57,2020-03-19,148,120.41871384627437,22187.79981887223,False,58,113.31759718397822,44375.59963774445
58,2020-03-20,159,120.41871384627437,22187.79981887223,False,59,124.65448033722684,44375.59963774445
59,2020-03-21,176,120.41871384627437,22187.79981887223,False,60,137.12205069061048,44375.59963774445
60,2020-03-22,188,120.41871384627437,22187.79981887223,False,61,150.83233996820925,44375.59963774445
61,2020-03-23,189,120.41871384627437,22187.79981887223,False,62,165.908325546134,44375.59963774445
62,2020-03-24,191,120.41871384627437,22187.79981887223,False,63,182.48496736327652,44375.59963774445
63,2020-03-25,195,120.41871384627437,22187.79981887223,False,64,200.71033620614776,44375.59963774445
64,2020-03-26,208,120.41871384627437,22187.79981887223,False,65,220.7468399492236,44375.59963774445
65,2020-03-27,225,120.41871384627437,22187.79981887223,False,66,242.77255447403041,44375.59963774445
66,2020-03-28,235,120.41871384627437,22187.79981887223,False,67,266.98266604553754,44375.59963774445
67,2020-03-29,255,120.41871384627437,22187.79981887223,False,68,293.5910318661172,44375.59963774445
68,2020-03-30,266,120.41871384627437,22187.79981887223,False,69,322.83186532245685,44375.59963774445
69,2020-03-31,289,120.41871384627437,22187.79981887223,False,70,354.9615520497443,44375.59963774445
70,2020-04-01,317,120.41871384627437,22187.79981887223,False,71,390.26060231277376,44375.59963774445
71,2020-04-02,342,120.41871384627437,22187.79981887223,False,72,429.0357442890828,44375.59963774445
72,2020-04-03,417,120.41871384627437,22187.79981887223,False,73,471.622161568428,44375.59963774445
73,2020-04-04,479,120.41871384627437,22187.79981887223,False,74,518.3858764781827,44375.59963774445
74,2020-04-05,556,120.41871384627437,22187.79981887223,False,75,569.7262786154413,44375.59963774445
75,2020-04-06,665,120.41871384627437,22187.79981887223,False,76,626.0787951100681,44375.59963774445
76,2020-04-07,743,120.41871384627437,22187.79981887223,False,77,687.9176955406715,44375.59963774445
77,2020-04-08,855,120.41871384627437,22187.79981887223,False,78,755.7590199447953,44375.59963774445
