,Report_Date,DRC_cases,fastest_grow_day,fastest_grow_value,growth_stabilized,timestep,res_func_logistic,cap
0,2020-01-22,0,69.73489625179965,104.37337127298119,True,1,0.0037433889823906994,197.90266886953899
1,2020-01-23,0,69.73489625179965,104.37337127298119,True,2,0.0043885046199981384,197.90266886953899
2,2020-01-24,0,69.73489625179965,104.37337127298119,True,3,0.00514479329641837,197.90266886953899
3,2020-01-25,0,69.73489625179965,104.37337127298119,True,4,0.006031412480608838,197.90266886953899
4,2020-01-26,0,69.73489625179965,104.37337127298119,True,5,0.007070820495117496,197.90266886953899
5,2020-01-27,0,69.73489625179965,104.37337127298119,True,6,0.008289345113132009,197.90266886953899
6,2020-01-28,0,69.73489625179965,104.37337127298119,True,7,0.009717850046860183,197.90266886953899
7,2020-01-29,0,69.73489625179965,104.37337127298119,True,8,0.011392516160348783,197.90266886953899
8,2020-01-30,0,69.73489625179965,104.37337127298119,True,9,0.01335575712687286,197.90266886953899
9,2020-01-31,0,69.73489625179965,104.37337127298119,True,10,0.01565729263037373,197.90266886953899
10,2020-02-01,0,69.73489625179965,104.37337127298119,True,11,0.01835540616498362,197.90266886953899
11,2020-02-02,0,69.73489625179965,104.37337127298119,True,12,0.02151841911289717,197.90266886953899
12,2020-02-03,0,69.73489625179965,104.37337127298119,True,13,0.02522641819080189,197.90266886953899
13,2020-02-04,0,69.73489625179965,104.37337127298119,True,14,0.02957327967876871,197.90266886953899
14,2020-02-05,0,69.73489625179965,104.37337127298119,True,15,0.03466904123345068,197.90266886953899
15,2020-02-06,0,69.73489625179965,104.37337127298119,True,16,0.0406426807135167,197.90266886953899
16,2020-02-07,0,69.73489625179965,104.37337127298119,True,17,0.04764537150973655,197.90266886953899
17,2020-02-08,0,69.73489625179965,104.37337127298119,True,18,0.05585429560495554,197.90266886953899
18,2020-02-09,0,69.73489625179965,104.37337127298119,True,19,0.06547710925320753,197.90266886953899
19,2020-02-10,0,69.73489625179965,104.37337127298119,True,20,0.07675717206140584,197.90266886953899
20,2020-02-11,0,69.73489625179965,104.37337127298119,True,21,0.08997966871938962,197.90266886953899
21,2020-02-12,0,69.73489625179965,104.37337127298119,True,22,0.10547877403360392,197.90266886953899
22,2020-02-13,0,69.73489625179965,104.37337127298119,True,23,0.12364603669717965,197.90266886953899
23,2020-02-14,0,69.73489625179965,104.37337127298119,True,24,0.14494018583583962,197.90266886953899
24,2020-02-15,0,69.73489625179965,104.37337127298119,True,25,0.16989859730164408,197.90266886953899
25,2020-02-16,0,69.73489625179965,104.37337127298119,True,26,0.1991506944675441,197.90266886953899
26,2020-02-17,0,69.73489625179965,104.37337127298119,True,27,0.23343360143587086,197.90266886953899
27,2020-02-18,0,69.73489625179965,104.37337127298119,True,28,0.2736104156244791,197.90266886953899
28,2020-02-19,0,69.73489625179965,104.37337127298119,True,29,0.32069152208379953,197.90266886953899
29,2020-02-20,0,69.73489625179965,104.37337127298119,True,30,0.37585943394788257,197.90266886953899
30,2020-02-21,0,69.73489625179965,104.37337127298119,True,31,0.44049771223311485,197.90266886953899
31,2020-02-22,0,69.73489625179965,104.37337127298119,True,32,0.5162245935151681,197.90266886953899
32,2020-02-23,0,69.73489625179965,104.37337127298119,True,33,0.604932035039678,197.90266886953899
33,2020-02-24,0,69.73489625179965,104.37337127298119,True,34,0.7088309719514776,197.90266886953899
34,2020-02-25,0,69.73489625179965,104.37337127298119,True,35,0.8305036677927009,197.90266886953899
35,2020-02-26,0,69.73489625179965,104.37337127298119,True,36,0.9729641228036673,197.90266886953899
36,2020-02-27,0,69.73489625179965,104.37337127298119,True,37,1.139727578146164,197.90266886953899
37,2020-02-28,0,69.73489625179965,104.37337127298119,True,38,1.3348902080900105,197.90266886953899
38,2020-02-29,0,69.73489625179965,104.37337127298119,True,39,1.5632201123414142,197.90266886953899
39,2020-03-01,0,69.73489625179965,104.37337127298119,True,40,1.8302606872762008,197.90266886953899
40,2020-03-02,0,69.73489625179965,104.37337127298119,True,41,2.1424473407284843,197.90266886953899
41,2020-03-03,0,69.73489625179965,104.37337127298119,True,42,2.5072382835995906,197.90266886953899
42,2020-03-04,0,69.73489625179965,104.37337127298119,True,43,2.9332597345494267,197.90266886953899
43,2020-03-05,0,69.73489625179965,104.37337127298119,True,44,3.430465248851381,197.90266886953899
44,2020-03-06,0,69.73489625179965,104.37337127298119,True,45,4.01030795012575,197.90266886953899
45,2020-03-07,0,69.73489625179965,104.37337127298119,True,46,4.685923107293518,197.90266886953899
46,2020-03-08,0,69.73489625179965,104.37337127298119,True,47,5.472316644613926,197.90266886953899
47,2020-03-09,0,69.73489625179965,104.37337127298119,True,48,6.3865526728324316,197.90266886953899
48,2020-03-10,0,69.73489625179965,104.37337127298119,True,49,7.44792985404199,197.90266886953899
49,2020-03-11,1,69.73489625179965,104.37337127298119,True,50,8.67813224831722,197.90266886953899
50,2020-03-12,1,69.73489625179965,104.37337127298119,True,51,10.101335173252092,197.90266886953899
51,2020-03-13,2,69.73489625179965,104.37337127298119,True,52,11.744240577662277,197.90266886953899
52,2020-03-14,2,69.73489625179965,104.37337127298119,True,53,13.636009705866622,197.90266886953899
53,2020-03-15,2,69.73489625179965,104.37337127298119,True,54,15.808053906457356,197.90266886953899
54,2020-03-16,2,69.73489625179965,104.37337127298119,True,55,18.293638216736372,197.90266886953899
55,2020-03-17,3,69.73489625179965,104.37337127298119,True,56,21.127248251239013,197.90266886953899
56,2020-03-18,4,69.73489625179965,104.37337127298119,True,57,24.343670969080794,197.90266886953899
57,2020-03-19,14,69.73489625179965,104.37337127298119,True,58,27.97674671176834,197.90266886953899
58,2020-03-20,18,69.73489625179965,104.37337127298119,True,59,32.05776649076706,197.90266886953899
59,2020-03-21,23,69.73489625179965,104.37337127298119,True,60,36.61351771974239,197.90266886953899
60,2020-03-22,30,69.73489625179965,104.37337127298119,True,61,41.66402522783767,197.90266886953899
61,2020-03-23,36,69.73489625179965,104.37337127298119,True,62,47.220091893370736,197.90266886953899
62,2020-03-24,45,69.73489625179965,104.37337127298119,True,63,53.28081018973057,197.90266886953899
63,2020-03-25,48,69.73489625179965,104.37337127298119,True,64,59.831282892595425,197.90266886953899
64,2020-03-26,51,69.73489625179965,104.37337127298119,True,65,66.84084356253808,197.90266886953899
65,2020-03-27,51,69.73489625179965,104.37337127298119,True,66,74.26208722736395,197.90266886953899
66,2020-03-28,65,69.73489625179965,104.37337127298119,True,67,82.0309918033045,197.90266886953899
67,2020-03-29,65,69.73489625179965,104.37337127298119,True,68,90.06832103301717,197.90266886953899
68,2020-03-30,81,69.73489625179965,104.37337127298119,True,69,98.28235317659077,197.90266886953899
69,2020-03-31,98,69.73489625179965,104.37337127298119,True,70,106.57279637394987,197.90266886953899
70,2020-04-01,109,69.73489625179965,104.37337127298119,True,71,114.83556658250684,197.90266886953899
71,2020-04-02,134,69.73489625179965,104.37337127298119,True,72,122.96795914607746,197.90266886953899
72,2020-04-03,134,69.73489625179965,104.37337127298119,True,73,130.8736763492788,197.90266886953899
73,2020-04-04,154,69.73489625179965,104.37337127298119,True,74,138.46719862781828,197.90266886953899
74,2020-04-05,154,69.73489625179965,104.37337127298119,True,75,145.6770997977987,197.90266886953899
75,2020-04-06,161,69.73489625179965,104.37337127298119,True,76,152.44807798498815,197.90266886953899
76,2020-04-07,180,69.73489625179965,104.37337127298119,True,77,158.74166309494055,197.90266886953899
77,2020-04-08,180,69.73489625179965,104.37337127298119,True,78,164.5357290141008,197.90266886953899
